Ctgy,AUN,school_district,county,total_state_rev,bef,Charter Schools 7140,Tuition for Orphans & Children Placed in Private Homes 7160,School Improvement Grants 7170,Staff and Program Development 7180,Vocational Education 7220,Alternative Education 7230,Driver Education - Student 7240,Migratory Children 7250,Workforce Investment Act 7260,Special Education Funding for School Aged Pupils 7271,Early Intervention 7272,Adult Literacy 7280,Education Assistance Program (Tutoring) 7291,Pre-K Counts 7292,Program Revenues not Listed Previously 7299,Pupil Transportation Subsidy 7311,Nonpublic and Charter School Pupil Transportation Subsidy 7312,Rental & Sinking Fund Payments / Building Reimbursement Subsidy 7320,"Health Services (Medical, Dental, Nurse, Act 25) 7330","State Property Tax Reduction Allocation
7340",Sewage Treatment Operations / Environmental Subsidies 7350,School Safety and Security Grants 7361,Other Safe Schools Grants 7369,Vocational Training of the Unemployed 7400,PA Accountability Grants 7501,Ready to Learn Block Grant 7505,PAsmart Grants 7506,Supplemental Equipment Grants 7509,Revenue for the Support of Public Schools 7598,Other State Revenue not Listed Elsewhere 7599,"Revenue for Milk, Lunch & Breakfast Programs 7600",State Share of Social Security & Medicare Taxes 7810,State Share of Retirement Contributions 7820,Educational Technology 7910,Classrooms for the Future 7920,Other Technology Grants 7990
1,112671603,Dallastown Area SD,York,"$28,657,998.12","$9,716,853.65",,"$168,614.33",,,,,,,,"$2,846,354.41",,,,,,"$2,068,121.37","$92,015.00","$855,623.30","$114,609.88","$1,374,801.77",,"$24,949.88","$90,000.00",,,"$650,028.00","$19,954.55",,,,,"$1,960,324.08","$8,675,747.90",,,
1,112671803,Dover Area SD,York,"$24,659,388.61","$11,606,492.91",,"$19,967.26",,,"$138,087.73",,,,,"$2,113,294.77",,,,,,"$1,392,156.34","$56,210.00","$1,274,855.28","$65,992.23","$1,275,500.96",,"$25,000.00",,,,"$560,822.00",,,,,,"$1,106,788.38","$5,024,220.75",,,
1,112672203,Eastern York SD,York,"$16,637,633.97","$7,810,290.20",,"$85,316.50",,,,,,,,"$1,927,757.76",,,,,,"$1,121,864.41","$39,270.00","$651,853.19","$44,729.38","$732,568.58",,"$25,000.00",,,,"$374,675.00","$5,417.76",,,,,"$688,920.20","$3,129,970.99",,,
1,112672803,Hanover Public SD,York,"$8,769,021.00","$3,314,017.00",,"$26,816.00",,,"$23,666.00",,,$200.00,,"$930,276.00",,,,,"$1,017.00","$368,461.00","$36,960.00","$397,379.00","$35,217.00","$573,808.00",,,,,,"$196,627.00","$8,235.00","$3,871.00",,,,"$515,579.00","$2,336,892.00",,,
1,112674403,Northeastern York SD,York,"$24,204,391.04","$11,429,465.64",,"$261,441.96",,,"$9,350.00",,,$120.00,,"$1,998,339.16",,,,,$509.84,"$1,102,283.24","$45,815.00","$731,702.16","$68,586.25","$1,285,518.58",,"$3,070.00",,"$5,107.20",,"$542,734.00",,,,,,"$1,208,139.11","$5,512,208.90",,,
1,115674603,Northern York County SD,York,"$16,529,976.42","$7,642,823.15",,"$44,545.22",,,"$13,793.08",,,,,"$1,659,259.03",,,,,,"$1,205,736.67","$26,950.00","$613,570.07","$58,352.96","$722,367.97",,"$25,000.00",,,,"$384,133.00",,,,"$2,707.44",,"$735,305.45","$3,395,432.38",,,
1,112675503,Red Lion Area SD,York,"$34,514,401.00","$15,469,081.00",,"$128,067.00",,,"$84,943.00",,,,,"$3,180,867.00",,,,,,"$2,708,189.00","$199,815.00","$1,129,309.00","$99,751.00","$1,898,283.00",,"$25,000.00",,,,"$849,464.00",,"$7,097.00",,"$404,801.00",,"$1,484,407.00","$6,845,327.00",,,
1,112676203,South Eastern SD,York,"$18,971,302.24","$8,996,288.11",,"$27,652.95",,,"$67,639.51",,,,,"$1,986,622.60",,,,,,"$1,004,665.55","$40,810.00","$718,769.84","$46,315.01","$994,851.79",,"$25,000.00",,,,"$438,108.00",,,,"$2,015.37",,"$852,743.58","$3,769,819.93",,,
1,112676403,South Western SD,York,"$22,122,610.09","$10,424,948.64",,"$141,580.69",,,,,,,,"$2,147,340.33",,,,,,"$756,739.27","$68,530.00","$560,629.44","$78,542.62","$1,121,714.42",,"$25,000.00",,,,"$521,680.00",,,,,,"$1,145,589.64","$5,130,315.04",,,
1,112676503,Southern York County SD,York,"$17,821,343.20","$7,922,410.25",,"$33,703.17",,,,,,,,"$1,747,209.94",,,,,$19.72,"$729,577.53","$23,870.00","$1,019,476.41","$58,853.44","$1,062,831.05",,"$19,485.59","$78,828.00",,,"$386,378.00",,,,,,"$862,418.12","$3,876,281.98",,,
1,112676703,Spring Grove Area SD,York,"$23,858,709.31","$10,890,953.61",,"$176,983.88",,,,,,$40.00,,"$2,421,305.69",,,,,,"$1,946,966.79","$78,155.00","$765,093.79","$80,545.35","$998,751.21",,"$25,000.00",,,,"$513,525.00",,,,,,"$1,082,218.52","$4,879,170.47",,,
1,115219002,West Shore SD,York,"$32,509,608.12","$13,855,673.04",,"$207,496.88",,,,,,$40.00,,"$3,936,046.50",,,,,"$8,210.79","$1,393,695.76","$203,280.00","$124,076.82","$167,642.20","$1,279,431.91",,"$25,000.00",,,,"$810,789.00",,,,,,"$1,858,321.54","$8,639,903.68",,,
1,112678503,West York Area SD,York,"$15,845,053.00","$6,473,688.00",,"$48,628.00",,,,,,,,"$1,631,150.00",,,,,,"$761,570.00","$90,860.00","$647,838.00","$55,608.00","$1,060,399.00",,"$25,000.00",,,,"$402,398.00","$8,235.00",,,,,"$830,399.00","$3,809,280.00",,,
1,112679002,York City SD,York,"$99,789,251.27","$66,263,317.48",,"$139,782.60",,,,,,,,"$6,227,412.14",,"$330,000.00",,"$2,252,500.00","$4,479.44","$524,102.08",,"$2,284,539.59","$271,502.06","$2,902,878.08",,,"$145,000.00",,,"$1,566,041.00",,,,-$177.50,,"$3,903,950.98","$12,973,923.32",,,
1,112679403,York Suburban SD,York,"$10,765,220.70","$2,447,357.65",,"$169,057.45",,,,,,,,"$1,216,757.27",,,,,,"$550,895.51","$58,135.00","$317,762.53","$66,568.23","$666,552.49",,"$25,000.00",,,,"$171,965.00",,,,,,"$889,874.70","$4,185,294.87",,,
3,103020407,A W Beattie Career Center,Allegheny,"$1,433,097.19",,,,,,"$597,186.00",,,,,,,,,,,,,,,,,,,,,,,"$37,997.28",,,,"$145,798.74","$652,115.17",,,
3,103023807,Forbes Road CTC,Allegheny,"$1,346,803.89",,,,,,"$684,673.21",,,,,,,,,,,,,,,,,,,,,,,"$28,800.50",,,,"$107,082.53","$526,247.65",,,
3,103027307,Parkway West CTC,Allegheny,"$1,263,898.00",,,,,,"$611,408.00",,,,,,,,,,"$2,798.00",,,,,,,,,,,,,"$56,652.00",,,,"$108,336.00","$484,704.00",,,
3,103028807,Steel Center for Career and Technical Education,Allegheny,"$1,237,628.00",,,,,,"$680,264.00",,,,,,,,,,,,,,,,,,,,,,,"$27,135.00",,,,"$105,361.00","$424,868.00",,,
3,128034607,Lenape Tech,Armstrong,"$1,577,789.59",,,,,,"$587,973.90",,,,,,,,,,"$7,248.00",,,,"$8,450.00",,,,,,,,,"$22,179.06",,,,"$185,734.25","$766,204.38",,,
3,127041307,Beaver County CTC,Beaver,"$1,302,742.75",,,,,,"$633,181.24",,,,,,,,,,,,,,,,,,,,,,,"$24,525.57",,,,"$107,075.08","$537,960.86",,,
3,108051307,Bedford County Technical Center,Bedford,"$557,246.21",,,,,,"$319,624.52",,,,,,,,,,,,,,,,,,,,,,"$6,923.04","$16,447.46",,,,"$46,335.67","$167,915.52",,,
3,114060557,Berks CTC,Berks,"$3,036,290.88",,,,,,"$1,375,106.62",,,,,,,,,,"$146,738.29",,,,,,,,,,,,,"$61,710.83",,,,"$274,742.43","$1,177,992.71",,,
3,114067107,Reading Muhlenberg CTC,Berks,"$2,568,177.19",,,,,,"$1,108,247.55",,,,,,,,,,,,,,,,,,,,,,,"$38,113.56",,,,"$254,805.94","$1,167,010.14",,,
3,108070607,Greater Altoona CTC,Blair,"$2,209,329.01",,,,,,"$1,158,290.99",,,,,,,,,,,,,,,,,,,,,,,"$39,074.67",,,,"$176,084.26","$835,879.09",,,
3,117080607,Northern Tier Career Center,Bradford,"$927,160.00",,,,,,"$524,339.00",,,,,,,,,,,,,,,,,,,,,,,,,,,"$73,953.00","$328,868.00",,,
3,122091457,Bucks County Technical High School,Bucks,"$4,164,827.00",,,,,,"$1,152,930.00",,,,,,,,,,,,,,"$25,163.00",,,,,,,,,"$54,741.00",,"$3,407.00",,"$532,036.00","$2,396,550.00",,,
3,122097007,Middle Bucks Institute of Technology,Bucks,"$1,508,565.31",,,,,,"$475,963.01",,,,,,,,,,,,,,,,,"$19,951.96",,,,,,"$29,371.28",,,,"$173,834.49","$809,444.57",,,
3,122099007,Upper Bucks County Technical School,Bucks,"$1,355,941.59",,,,,,"$527,265.02",,,,,,,,,,,,,,,,,,,,,,,"$28,593.96",,,,"$146,491.06","$653,591.55",,,
3,104101307,Butler County AVTS,Butler,"$1,262,349.00",,,,,,"$766,543.00",,,,,,,,,,,,,,,,,,,,,,,"$35,968.00",,,,"$84,308.00","$375,530.00",,,
3,108110307,Admiral Peary AVTS,Cambria,"$930,522.66",,,,,,"$537,071.66",,,,,,,,,,,,,,,,,,,,,,,"$21,983.20",,,,"$68,213.51","$303,254.29",,,
3,108112607,Greater Johnstown CTC,Cambria,"$1,516,178.44",,,,,,"$663,909.31",,,,,,,,,,,,,,,,,,,,,,,"$15,988.66",,"$229,125.88",,"$115,563.77","$491,590.82",,,
3,121131507,Carbon Career & Technical Institute,Carbon,"$1,223,302.00",,,,,,"$411,501.00",,,,,,,,,,,,,,$870.00,,,,,,,,,,,,,"$150,294.00","$660,637.00",,,
3,110141607,Central PA Institute of Science & Technology,Centre,"$1,672,172.23",,,,,,"$845,602.60",,,,,,,,,,,,,,,,,,,,,,,"$20,257.00",,"$100,000.00",,"$121,573.78","$584,738.85",,,
3,124151607,Chester County Technical College HS,Chester,"$4,041,081.00",,,,,,"$1,746,282.00",,,,,,,,,,,,,,,,,,,,,,,"$75,440.00",,"$2,136.00",,"$412,108.00","$1,805,115.00",,,
3,106161357,Clarion County Career Center,Clarion,"$778,528.02",,,,,,"$411,106.02",,,,,,,,,,,,,,,,,,,,,,,"$14,566.02",,,,"$68,297.10","$284,558.88",,,
3,110171607,Clearfield County CTC,Clearfield,"$1,132,458.31",,,,,,"$576,870.87",,,,,,,,,,,,,,,,,,,,,,,,,"$27,513.00",,"$98,932.21","$429,142.23",,,
3,116191757,Columbia-Montour AVTS,Columbia,"$1,399,708.00",,,,,,"$506,987.00",,,,,,,,,,,,,,"$11,388.00",,,,,,,,,"$26,766.00",,,,"$162,746.00","$691,821.00",,,
3,105201407,Crawford County CTC,Crawford,"$1,297,060.49",,,,,,"$690,550.17",,,,,,,,,,,,,,,,,,,,,,,"$23,497.23",,,,"$103,104.35","$479,908.74",,,
3,115211657,Cumberland Perry AVTS,Cumberland,"$1,469,439.63",,,,,,"$736,126.53",,,,,,,,,,,,,,,,,,,,,,,"$36,980.60",,,,"$125,840.48","$570,492.02",,,
3,115221607,Dauphin County Technical School,Dauphin,"$3,008,410.02",,,,,,"$1,157,699.12",,,,,,,,,,,,,,"$19,120.97",,,,,,,,,"$42,483.93",,,,"$325,878.48","$1,463,227.52",,,
3,125232407,Delaware County Technical High School,Delaware,"$2,347,007.00",,,,,,"$1,205,651.00",,,,,,,,,,,,,,,,,,,,,,,"$42,487.00",,,,"$196,412.00","$902,457.00",,,
3,105252807,Erie County Technical School,Erie,"$1,401,952.49",,,,,,"$710,191.48",,,,,,,,,,,,,,,,,,"$29,579.26",,,,,"$30,410.98",,,,"$119,750.91","$512,019.86",,,
3,101266007,Connellsville Area Career & Technical Center,Fayette,"$1,124,352.81",,,,,,"$497,446.48",,,,,,,,,,,,,,,,,,,,,,,"$21,086.00",,,,"$111,003.90","$494,816.43",,,
3,101262507,Fayette County Career & Technical Institute,Fayette,"$1,603,801.48",,,,,,"$817,890.81",,,,"$70,848.14",,,,,,,,,,,,,,,,,,,"$25,524.17",,,,"$135,252.23","$554,286.13",,,
3,112282307,Franklin County CTC,Franklin,"$1,563,794.83",,,,,,"$848,003.77",,,,,,,,,,,,,,,,,,,,,,,"$38,902.09",,,,"$126,697.39","$550,191.58",,,
3,111292507,Fulton County AVTS,Fulton,"$251,558.00",,,,,,"$145,402.00",,,,,,,,,,,,,,,,,,,,,,,"$7,906.00",,,,"$18,653.00","$79,597.00",,,
3,101302607,Greene County CTC,Greene,"$874,280.68",,,,,,"$358,545.68",,,,,,,,,,,,,,,,,,,,,,,"$214,978.82",,,,"$63,909.66","$236,846.52",,,
3,111312607,Huntingdon County CTC,Huntingdon,"$580,429.64",,,,,,"$290,995.86",,,,,,,,,,,,,,,,,,,,,,,"$14,417.59",,,,"$49,584.16","$225,432.03",,,
3,128324207,Indiana County Technology Center,Indiana,"$1,386,957.67",,,,,,"$580,412.35",,,,,,,,,,"$3,666.67",,,,,,,,,,,,,"$18,300.01",,"$199,973.15",,"$107,129.40","$477,476.09",,,
3,106333407,Jefferson County-DuBois AVTS,Jefferson,"$1,213,728.66",,,,,,"$392,984.22",,,,,,,,,,,,,,"$6,199.08",,,,"$40,000.00",,,,,"$15,739.33",,,,"$139,988.94","$618,817.09",,,
3,119354207,CTC of Lackawanna County,Lackawanna,"$1,642,598.00",,,,,,"$765,703.00",,,,,,,,,,,,,,,,,,,,,,,"$41,998.00",,,,"$151,175.00","$683,722.00",,,
3,113363807,Lancaster County CTC,Lancaster,"$4,551,049.54",,,,,,"$2,303,480.57",,,,,,,,,,,,,,,,,,,,,,,"$83,943.58",,"$138,518.25",,"$367,755.47","$1,657,351.67",,,
3,104374207,Lawrence County CTC,Lawrence,"$1,304,021.18",,,,,,"$448,199.91",,,,,,,,,,,,,,"$7,191.90",,,"$30,000.00",,,,,,"$18,081.79",,,,"$145,013.32","$655,534.26",,,
3,113384307,Lebanon County CTC,Lebanon,"$1,838,860.52",,,,,,"$899,574.36",,,,,,,,,,,,,,,,,,"$22,810.00",,,,,"$30,935.97",,,,"$157,368.23","$728,171.96",,,
3,121393007,Lehigh Career & Technical Institute,Lehigh,"$5,756,500.82",,,,,,"$2,903,245.43",,,,,,,,,,,,,,,,,,,,,,,"$94,832.01",,,,"$489,213.62","$2,269,209.76",,,
3,118408707,West Side CTC,Luzerne,"$1,318,589.92",,,,,,"$553,842.52",,,,,,,,,,,,,,"$8,719.80",,,,,,,,,"$22,973.75",,,,"$136,646.32","$596,407.53",,,
3,118408607,Wilkes-Barre Area CTC,Luzerne,"$1,922,372.99",,,,,,"$803,720.92",,,,,,,,,,,,,,,,,,,,,,,,,"$32,298.10",,"$212,230.99","$874,122.98",,,
3,117414807,Lycoming CTC,Lycoming,"$449,638.39",,,,,,"$272,894.82",,,,,,,,,,,,,,,,,,,,,,,"$14,199.06",,,,"$28,318.36","$134,226.15",,,
3,109420107,Seneca Highlands Career and Technical Center,McKean,"$622,364.76",,,,,,"$378,620.24",,,,,,,,,,,,,,,,,,,,,,"$13,584.04",,,,,"$47,744.64","$182,415.84",,,
3,104435107,Mercer County Career Center,Mercer,"$1,074,975.34",,,,,,"$516,983.73",,,,,,,,,,,,,,,,,,"$20,574.50",,,,,"$18,210.44",,,,"$92,595.34","$426,611.33",,,
3,111444307,Mifflin County Academy of Science and Technology,Mifflin,"$768,133.00",,,,,,"$380,803.00",,,,,,,,,,,,,,,,,,,,,,,"$15,180.00",,,,"$61,946.00","$310,204.00",,,
3,120454507,Monroe Career & Tech Inst,Monroe,"$2,253,180.22",,,,,,"$1,204,791.12",,,,,,,,,,,,,,,,,,,,,,,"$37,497.76",,,,"$188,484.50","$822,406.84",,,
3,123460957,Central Montco Technical High School,Montgomery,"$1,248,313.72",,,,,,"$437,869.43",,,,,,,,,,,,,,,,,,,,,,,"$24,607.82",,,,"$137,367.69","$648,468.78",,,
3,123463507,Eastern Center for Arts & Technology,Montgomery,"$1,326,258.78",,,,,,"$498,026.77",,,,,,,,,,,,,,,,,,,,,,,"$20,635.21",,,,"$146,969.94","$660,626.86",,,
3,123465507,North Montco Tech Career Center,Montgomery,"$1,907,942.00",,,,,,"$732,313.00",,,,,,,,,,,,,,,,,,"$9,665.00",,,,,"$38,786.00",,,,"$194,705.00","$932,473.00",,,
3,123469007,Western Montgomery CTC,Montgomery,"$1,085,222.37",,,,,,"$482,173.10",,,,,,,,,,,,,,,,,,,,,,,"$23,069.12",,,,"$100,896.05","$479,084.10",,,
3,120481107,Bethlehem AVTS,Northampton,"$1,983,211.60",,,,,,"$984,593.58",,,,,,,,,,,,,,,,,,,,,,,"$46,399.12",,,,"$171,346.53","$780,872.37",,,
3,120483007,Career Institute of Technology,Northampton,"$1,242,255.21",,,,,,"$633,178.35",,,,,,,,,,,,,,,,,,,,,,,,,,,"$140,535.81","$465,651.45","$2,889.60",,
3,116495207,Northumberland County CTC,Northumberland,"$464,220.73",,,,,,"$220,599.53",,,,,,,,,,,,,,,,,,,,,,,"$11,001.17",,,,"$42,090.16","$190,529.87",,,
3,126514007,Philadelphia AVTS,Philadelphia,"$10,935,452.02",,,,,,"$6,207,276.02",,,,,,,,,,,,,,,,,,,,,,,"$216,979.00",,,,"$926,349.00","$3,584,848.00",,,
3,129546907,Schuylkill Technology Centers,Schuylkill,"$1,598,529.16",,,,,,"$770,093.57",,,,,,,,,,,,,,,,,,"$27,326.86",,,,,"$28,948.10",,,,"$134,887.61","$637,273.02",,,
3,108567807,Somerset County Technology Center,Somerset,"$1,154,455.55",,,,,,"$495,421.92",,,,,,,"$118,224.00",,,,,,,,,,,,$656.04,,,,"$19,098.72",,"$13,593.00",,"$90,921.86","$416,540.01",,,
3,119584707,Susquehanna County CTC,Susquehanna,"$1,023,113.16",,,,,,"$487,129.13",,,,,,,,,,-$918.07,,,,,,,,,,,,,"$17,670.69",,,,"$96,833.74","$422,397.67",,,
3,116606707,SUN Area Technical Institute,Union,"$1,053,063.57",,,,,,"$416,289.80",,,,,,,,,,,,,,,,,,,,,,,"$59,892.77",,,,"$113,049.69","$463,831.31",,,
3,106619107,Venango Technology Center,Venango,"$1,347,599.92",,,,,,"$744,325.76",,,,,,,,,,,,,,,,,,,,,,,"$22,862.17",,,,"$108,716.09","$471,695.90",,,
3,101634207,Mon Valley CTC,Washington,"$865,183.12",,,,,,"$491,812.69",,,,,,,,,,,,,,,,,,,,,,,,,,,"$67,943.33","$305,427.10",,,
3,101638907,Western Area CTC,Washington,"$1,031,717.05",,,,,,"$519,361.47",,,,,,,,,,,,,,,,,"$59,500.00",,,,,,"$20,572.63",,,,"$78,611.72","$353,671.23",,,
3,107651207,Central Westmoreland CTC,Westmoreland,"$1,796,022.00",,,,,,"$940,604.00",,,,,,,,,,,,,,,,,,,,,,,"$49,828.00",,,,"$169,262.00","$636,328.00",,,
3,107652207,Eastern Westmoreland CTC,Westmoreland,"$809,158.76",,,,,,"$419,039.35",,,,,,,,,,,,,,,,,,,,,,,"$20,420.22",,,,"$68,717.35","$300,981.84",,,
3,107656407,Northern Westmoreland CTC,Westmoreland,"$754,543.31",,,,,,"$437,762.79",,,,,,,,,,,,,,,,,,,,,,,"$19,069.70",,,,"$53,762.98","$243,947.84",,,
3,112679107,York Co School of Technology,York,"$5,152,302.45",,,,,,"$2,201,256.27",,,,,,,,,,,,,,"$28,824.30",,,,,,,,,"$65,158.30",,,,"$528,777.33","$2,326,207.85","$2,078.40",,
4,197010542,Gettysburg Montessori Charter School,Adams,"$10,026.00",,,,,,,,,,,,,,,,,,,,"$6,570.00",,,,,,,"$3,456.00",,,,,,,,,,
4,141019741,Vida Charter School,Adams,"$27,831.00",,,,,,,,,$440.00,,,,,,,,,,"$22,936.00","$4,455.00",,,,,,,,,,,,,,,,,
4,102020001,City CHS,Allegheny,"$93,352.00",,,,,,"$8,235.00",,,,,,,,,,,,,"$46,381.00","$9,913.00",,,,,,,"$28,823.00",,,,,,,,,,
4,199025446,Environmental Charter School at Frick Park,Allegheny,"$50,561.00",,,,,,,,,,,,,,,,,,,"$15,964.00","$11,627.00",,,,,,,"$22,970.00",,,,,,,,,,
4,102023030,Manchester Academic CS,Allegheny,"$42,040.00",,,,,,,,,,,,,,,,,,,"$23,169.00","-$3,287.00",,,,,,,"$11,996.00",,,,,"$10,162.00",,,,,
4,102023217,Passport Academy CS,Allegheny,"$12,593.00",,,,,,,,,,,,,,,,,,,"$11,729.00",,,,,,,,,,,,,$864.00,,,,,
4,103022481,Penn Hills Charter School of Entrepreneurship,Allegheny,"$43,421.00",,,,,,,,,,,,,,,,,,,"$5,928.00","$14,957.00",,,,,,,"$22,536.00",,,,,,,,,,
4,115220003,Pennsylvania Distance Learning CS,Allegheny,"$25,589.00",,,,,,,,,,,,,,,,,,,,"$13,408.00",,,,,,,"$12,181.00",,,,,,,,,,
4,160028259,Propel CS-Braddock Hills,Allegheny,"$155,158.00",,,,,,,,,,,,,,,,,,,"$102,475.00","$15,030.00",,,,,,,"$37,653.00",,,,,,,,,,
4,103020005,Propel CS-East,Allegheny,"$72,600.00",,,,,,,,,,,,,,,,,,,"$38,073.00","$6,731.00",,,,,,,"$27,796.00",,,,,,,,,,
4,103024952,Propel CS-Hazelwood,Allegheny,"$21,565.00",,,,,,,,,,,,,,,,,,,"$18,673.00","$2,892.00",,,,,,,,,,,,,,,,,
4,103020002,Propel CS-Homestead,Allegheny,"$108,619.00",,,,,,,,,,,,,,,,,,,"$61,229.00","$5,853.00",,,,,,,"$41,537.00",,,,,,,,,,
4,103020003,Propel CS-McKeesport,Allegheny,"$95,835.00",,,,,,,,,,,,,,,,,,,"$52,894.00","$7,015.00",,,,,,,"$35,926.00",,,,,,,,,,
4,103020004,Propel CS-Montour,Allegheny,"$48,440.00",,,,,,,,,,,,,,,,,,,"$25,315.00","$11,267.00",,,,,,,"$11,858.00",,,,,,,,,,
4,103028192,Propel CS-Northside,Allegheny,"$44,013.00",,,,,,,,,,,,,,,,,,,"$25,314.00","$6,997.00",,,,,,,"$11,702.00",,,,,,,,,,
4,103024162,Propel CS-Pitcairn,Allegheny,"$29,078.00",,,,,,,,,,,,,,,,,,,"$10,917.00","$5,702.00",,,,,,,"$12,459.00",,,,,,,,,,
4,102027560,Provident CS,Allegheny,"$1,432.31",,,,,,,,,,,,,,,,,,,,"$1,432.31",,,,,,,,,,,,,,,,,
4,103023410,Spectrum CS,Allegheny,"$1,162.00",,,,,,,,,,,,,,,,,,,,"$1,162.00",,,,,,,,,,,,,,,,,
4,102020003,The New Academy CS,Allegheny,"$10,288.00",,,,,,,,,,,,,,,,,,,,"$2,319.00",,,,,,,"$4,473.00",,,,,"$3,496.00",,,,,
4,103023090,Urban Academy of Greater Pittsburgh CS,Allegheny,"$20,925.00",,,,,,,,,,,,,,,,,,,"$10,521.00",,,,,,,,"$10,404.00",,,,,,,,,,
4,102023080,Urban Pathways 6-12 CS,Allegheny,"$84,387.00",,,,,,,,,,,,,,,,,,,"$27,781.00","$5,000.00",,,,,,,"$16,681.00","$34,925.00",,,,,,,,,
4,103028246,Urban Pathways K-5 College Charter School,Allegheny,"$31,264.00",,,,,,,,,,,,,,,,,,,"$19,471.00","$1,568.00",,,,,,,"$10,225.00",,,,,,,,,,
4,103028425,Westinghouse Arts Academy CS,Allegheny,"$33,687.00",,,,,,,,,,,,,,,,,,,"$17,805.00","$1,882.00",,,,"$14,000.00",,,,,,,,,,,,,
4,103020368,Young Scholars of McKeesport Charter School,Allegheny,"$31,708.00",,,,,,,,,,,,,,,,,,,"$25,782.00","$2,008.00",,,,,,,,,,,"$3,918.00",,,,,,
4,103025206,Young Scholars of Western Pennsylvania CS,Allegheny,"$52,581.00",,,,,,,,,,,,,,,,,,,"$34,866.00","$5,312.00",,,,,,,"$12,403.00",,,,,,,,,,
4,127046517,Baden Academy CS,Beaver,"$64,443.29",,,,,,,,,,,,,,,,,,,,"$20,114.26",,,,,,,"$34,000.07",,,,,"$10,328.96",,,,,
4,127040002,Lincoln Park Performing Arts CS,Beaver,"$201,816.42",,,,,,,,,,,,,,,,,,,"$137,971.08","$12,656.34",,,,,,,"$51,189.00",,,,,,,,,,
4,127043430,Pennsylvania Cyber CS,Beaver,"$1,119,187.90",,,,,,,,,,,,,,,,,,,,"$182,676.90",,,,,,,"$936,511.00",,,,,,,,,,
4,108057079,HOPE for Hyndman CS,Bedford,"$34,928.00",,,,,,,,,,,,,,,,,,,,"$5,662.00",,,,,,,"$20,385.00",,,,,,,,,,"$8,881.00"
4,114060392,I-LEAD Charter School,Berks,"$131,540.00",,,,,,,,,$400.00,,,,,,,,,,"$82,833.00","$4,921.00",,,,,,,"$34,558.00",,,,,"$8,828.00",,,,,
4,108070001,Central PA Digital Learning Foundation CS,Blair,"$11,203.00",,,,,,,,,,,,,,,,,,,,"$2,728.00",,,,,,,"$8,475.00",,,,,,,,,,
4,122093460,Bucks County Montessori CS,Bucks,"$2,192.00",,,,,,,,,,,,,,,,,,,,"$2,192.00",,,,,,,,,,,,,,,,,
4,122090001,Center for Student Learning CS at Pennsbury,Bucks,"$5,116.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,116.00",,,,,,
4,122093140,School Lane CS,Bucks,"$43,548.00",,,,,,,,,,,,,,,,,,,,"$24,574.00",,,,,,,"$18,974.00",,,,,,,,,,
4,110143060,Centre Learning Community CS,Centre,"$1,699.00",,,,,,,,,,,,,,,,,,,,"$1,699.00",,,,,,,,,,,,,,,,,
4,110143120,Nittany Valley CS,Centre,"$1,887.00",,,,,,,,,,,,,,,,,,,,$866.00,,,,,,,"$1,021.00",,,,,,,,,,
4,110143310,Wonderland CS,Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,110140001,Young Scholars of Central PA CS,Centre,"$11,845.00",,,,,,,,,,,,,,,,,,,,"$7,495.00",,,,,,,"$4,350.00",,,,,,,,,,
4,124150002,21st Century Cyber CS,Chester,"$51,247.88",,,,,,,,,,,,,,,,,,,,"$25,501.88",,,,,,,"$25,746.00",,,,,,,,,,
4,125230001,Achievement House CS,Chester,"$57,690.62",,,,,,,,,,,,,,,,,,,,"$5,722.17",,,,,,,"$14,173.00",,,,"$37,795.45",,,,,,
4,124150003,Avon Grove CS,Chester,"$122,744.00",,,,,,,,,,,,,,,,,,,,"$32,062.00",,,,,,,"$90,682.00",,,,,,,,,,
4,124152880,Chester Co Family Academy CS,Chester,"$12,793.00",,,,,,,,,,,,,,,,,,,"$1,728.00","$1,932.00",,,,,,,$987.00,,,"$4,039.00",,"$4,107.00",,,,,
4,124153320,Collegium CS,Chester,"$58,950.00",,,,,,,,,,,,,,,,,,,,"$58,950.00",,,,,,,,,,,,,,,,,
4,124152637,Insight PA Cyber CS,Chester,"$13,205.29",,,,,,,,,,,,,,,,,,,,"$13,205.29",,,,,,,,,,,,,,,,,
4,124150004,Pennsylvania Leadership Charter School,Chester,"$51,967.00",,,,,,,,,,,,,,,,,,,,"$51,967.00",,,,,,,,,,,,,,,,,
4,124153350,Renaissance Academy CS,Chester,"$14,465.00",,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,465.00",,,,,,,,,,
4,101833400,Sugar Valley Rural CS,Clinton,"$61,754.06",,,,,,,,,$40.00,,,,,,,,,,"$52,657.64","$9,056.42",,,,,,,,,,,,,,,,,
4,116493130,Susq-Cyber CS,Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,115227010,Capital Area School for the Arts Charter School,Dauphin,"$30,223.00",,,,,,,,,,,,,,,,,,,"$26,610.00","$3,613.00",,,,,,,,,,,,,,,,,
4,115220002,Commonwealth Charter Academy CS,Dauphin,"$418,157.59",,,,,,,,,,,"$143,460.08",,,,,,,,,,,,,,,,"$270,631.00",,,,"$4,066.51",,,,,,
