Ctgy,AUN,school_district,county,total_state_rev,bef,Charter Schools 7140,Tuition for Orphans & Children Placed in Private Homes 7160,School Improvement Grants 7170,Staff and Program Development 7180,Vocational Education 7220,Alternative Education 7230,Driver Education - Student 7240,Migratory Children 7250,Workforce Investment Act 7260,Special Education Funding for School Aged Pupils 7271,Early Intervention 7272,Adult Literacy 7280,Education Assistance Program (Tutoring) 7291,Pre-K Counts 7292,Program Revenues not Listed Previously 7299,Pupil Transportation Subsidy 7311,Nonpublic and Charter School Pupil Transportation Subsidy 7312,Rental & Sinking Fund Payments / Building Reimbursement Subsidy 7320,"Health Services (Medical, Dental, Nurse, Act 25) 7330","State Property Tax Reduction Allocation
7340",Sewage Treatment Operations / Environmental Subsidies 7350,Safe Schools 7360,Vocational Training of the Unemployed 7400,PA Accountability Grants 7501,Project 720 / High School Reform 7503,Ready to Learn Block Grant 7505,Supplemental Equipment Grants 7509,Revenue for the Support of Public Schools 7598,Other State Revenue not Listed Elsewhere 7599,"Revenue for Milk, Lunch & Breakfast Programs 7600",State Share of Social Security & Medicare Taxes 7810,State Share of Retirement Contributions 7820,Educational Technology 7910,Classrooms for the Future 7920,Other Technology Grants 7990
1,116191004,Benton Area SD,Columbia,"$5,880,284.70","$3,328,250.77",,"$3,289.45",,,"$31,377.78",,,,,"$458,686.15",,,,,,"$362,373.25","$7,315.00","$130,801.44","$12,720.60","$351,033.16",,,,,,"$112,285.00","$4,621.15",,,,"$199,865.57","$877,665.38",,,
1,116191103,Berwick Area SD,Columbia,"$24,472,918.95","$14,760,767.85",,"$40,483.59",,,,,,,,"$2,252,378.85",,,,,"$6,658.62","$580,782.90","$28,105.00","$193,466.80","$54,112.28","$1,096,556.39",,,,,,"$549,482.00",,,"$2,788.61",,"$900,501.22","$4,006,834.84",,,
1,116191203,Bloomsburg Area SD,Columbia,"$10,324,448.25","$5,807,698.09",,"$36,281.61",,,,,"$2,170.00",$80.00,,"$986,925.95",,,,,,"$386,505.01","$16,170.00","$383,531.53","$30,309.27","$488,286.43",,,,,,"$234,078.00",,,,,"$426,824.20","$1,525,588.16",,,
1,116191503,Central Columbia SD,Columbia,"$12,314,234.36","$6,461,528.19",,"$44,962.34",,,"$50,213.40",,,,,"$1,182,126.40",,,,,$8.34,"$844,587.59","$43,505.00","$528,214.11","$33,067.97","$357,975.47",,,,,,"$255,774.00",,,"$7,032.24",,"$560,730.52","$1,944,508.79",,,
1,116195004,Millville Area SD,Columbia,"$7,440,467.00","$4,120,682.00",,"$10,736.00",,,,,,,,"$511,176.00",,,,,,"$429,648.00","$17,325.00","$677,945.00","$13,284.00","$283,632.00",,,,,,"$115,997.00",,,,,"$231,212.00","$1,028,830.00",,,
1,116197503,Southern Columbia Area SD,Columbia,"$8,944,006.59","$4,639,418.58",,"$57,774.16",,,,,,,,"$813,712.87",,,,,"$1,379.83","$786,113.21","$32,725.00","$208,517.17","$25,137.03","$290,360.24",,"$20,000.00",,,,"$197,956.00",,,"$3,040.50",,"$336,443.74","$1,530,963.67",,,$464.59
1,105201033,Conneaut SD,Crawford,"$20,452,656.00","$11,150,939.00",,"$69,446.00",,,"$31,477.00",,,,,"$1,726,329.00",,,,,,"$2,323,645.00","$81,235.00","$720,020.00","$44,940.00","$970,763.00",,"$32,272.00",,,,"$426,026.00",,,,,"$514,094.00","$2,361,470.00",,,
1,105201352,Crawford Central SD,Crawford,"$30,875,553.67","$16,329,792.67",,"$119,819.36",,,,,,,,"$2,697,629.23",,,,,,"$1,737,977.42","$83,545.00","$1,929,299.61","$73,960.08","$1,453,462.36",,"$30,000.00",,,,"$665,681.00",,,,,"$1,058,348.49","$4,696,038.45",,,
1,105204703,Penncrest SD,Crawford,"$31,551,525.18","$18,962,106.91",,"$289,563.96",,,,,,,,"$2,484,647.34",,,,,,"$2,483,685.03","$52,745.00","$173,974.17","$60,061.49","$1,271,972.47",,,,,,"$619,569.00",,,,,"$939,537.46","$4,213,662.35",,,
1,115210503,Big Spring SD,Cumberland,"$18,612,695.30","$9,359,201.28",,"$23,673.96",,,"$55,674.68",,,,,"$1,882,430.95",,,,,,"$1,447,011.15","$22,330.00","$765,277.53","$50,191.34","$773,264.51",,,,,,"$401,851.00",,,,,"$696,438.36","$3,135,350.54",,,
1,115211003,Camp Hill SD,Cumberland,"$4,595,124.96","$1,493,370.99",,"$13,920.25",,,,,,,,"$490,789.21",,,,,$233.79,"$9,903.26",,"$290,131.41","$28,449.09","$263,573.63",,,,,,"$99,838.00",,,,,"$350,546.00","$1,554,369.33",,,
1,115211103,Carlisle Area SD,Cumberland,"$26,077,751.40","$12,847,857.65",,"$32,789.81",,,"$306,079.36",,,$67.00,,"$2,926,342.24",,,,,,"$1,070,437.36","$47,740.00","$967,147.13","$96,304.37","$1,101,277.80",,,,,,"$589,782.00","$17,653.52",,,,"$1,107,225.64","$4,967,047.52",,,
1,115211603,Cumberland Valley SD,Cumberland,"$30,903,551.00","$11,042,113.00",,"$80,032.00",,,"$40,306.00",,,$160.00,,"$3,464,126.00",,,,,$352.00,"$2,328,326.00","$171,710.00","$1,231,044.00","$158,016.00","$931,336.00",,,,,,"$526,437.00",,,,,"$1,996,213.00","$8,933,380.00",,,
1,115212503,East Pennsboro Area SD,Cumberland,"$12,218,279.77","$6,095,200.36",,"$19,760.11",,,,,,$40.00,,"$1,363,075.87",,,,,,"$587,715.25","$7,977.00","$144,539.52","$53,470.00","$670,434.21",,"$24,018.50",,,,"$327,237.00",,,,,"$544,577.81","$2,380,234.14",,,
1,115216503,Mechanicsburg Area SD,Cumberland,"$16,788,201.26","$6,550,251.51",,"$44,788.65",,,,,,,,"$1,697,325.14",,,,"$173,541.64",$531.16,"$571,989.80","$98,560.00","$785,632.67","$84,272.10","$879,238.26",,,,,,"$338,503.00",,,,,"$1,050,020.21","$4,513,547.12",,,
1,115218003,Shippensburg Area SD,Cumberland,"$19,059,053.71","$9,640,763.11",,"$107,086.40",,,,,,,,"$1,711,743.46",,,,,$70.14,"$972,426.84","$41,965.00","$876,828.86","$66,868.79","$928,933.29",,,,,,"$527,156.00",,,,,"$761,745.70","$3,423,466.12",,,
1,115218303,South Middleton SD,Cumberland,"$10,372,981.28","$4,380,891.57",,"$21,949.43",,,"$30,339.42",,,,,"$1,022,872.36",,,,,,"$647,213.82","$41,195.00","$731,937.23","$44,790.02","$539,404.46",,,,,,"$208,431.00",,,,,"$507,196.74","$2,196,760.23",,,
1,115221402,Central Dauphin SD,Dauphin,"$48,085,954.94","$17,773,962.02",,"$273,597.49",,,,,,$80.00,,"$5,576,777.50",,,,,"$4,083.92","$2,915,679.10","$666,050.00","$1,861,583.35","$245,651.25","$2,597,722.75",,,,,,"$1,023,711.00",,,"$2,000.00",,"$2,761,598.51","$12,284,863.05","$98,595.00",,
1,115221753,Derry Township SD,Dauphin,"$11,560,914.79","$2,768,873.69",,"$27,557.62",,,,,"$2,400.00",$80.00,,"$1,579,199.28",,,,,,"$537,973.78","$47,355.00","$247,262.65","$70,705.20","$671,338.23",,,,,,"$225,559.00",,,,,"$962,084.91","$4,420,525.43",,,
1,115222504,Halifax Area SD,Dauphin,"$10,213,092.51","$5,621,692.76",,"$4,347.46",,,"$1,744.92",,"$1,505.00",,,"$777,417.50",,,,"$223,125.00",,"$766,264.29","$9,240.00","$208,917.14","$18,630.34","$432,730.21",,,,,,"$385,154.00",,,,,"$321,486.76","$1,440,837.13",,,
1,115222752,Harrisburg City SD,Dauphin,"$78,688,288.21","$50,267,730.96",,"$64,576.89",,,,,,"$1,520.00",,"$5,783,145.38",,,,"$134,995.19","$1,213,674.53","$1,374,349.48","$395,010.00","$1,324,004.24","$124,023.89","$2,771,713.85",,,,,,"$1,807,251.00",,,"$31,432.48",,"$2,259,739.03","$11,135,121.29",,,
1,115224003,Lower Dauphin SD,Dauphin,"$21,540,874.75","$9,630,127.99",,"$96,663.83",,,,,,,,"$2,249,306.10",,,,,$360.48,"$1,549,647.36","$77,000.00","$856,733.76","$68,847.18","$1,347,977.80",,,,,,"$441,906.00",,,,,"$954,100.95","$4,268,203.30",,,
1,115226003,Middletown Area SD,Dauphin,"$16,019,550.17","$8,034,703.49",,"$22,151.48",,,,,,,,"$1,675,819.26",,,,,"$10,458.94","$529,889.13","$52,360.00","$615,287.40","$48,511.77","$922,259.19",,"$2,220.00",,,,"$363,944.00",,,,,"$678,901.80","$3,063,043.71",,,
1,115226103,Millersburg Area SD,Dauphin,"$6,606,840.34","$3,988,484.65",,,,,,,"$1,085.00",,,"$576,037.21",,,,,$1.47,"$173,658.88",,"$196,805.34","$16,926.70","$250,971.99",,"$19,930.00",,,,"$127,733.00",,,"$75,000.00",,"$220,565.27","$959,640.83",,,
1,115228003,Steelton-Highspire SD,Dauphin,"$14,429,537.02","$8,198,589.37",,"$4,939.66","$1,000,000.00",,,,,$200.00,,"$1,065,756.98",,,,,$791.59,"$308,040.27","$46,299.90","$646,166.93","$24,573.40","$395,603.73",,,,,,"$352,679.00",,,,,"$399,901.63","$1,985,994.56",,,
1,115228303,Susquehanna Township SD,Dauphin,"$10,763,689.83","$3,817,918.12",,"$99,757.12",,,,,,$160.00,,"$1,424,678.97",,,,,$946.19,"$593,621.75","$164,780.00","$62,297.03","$58,712.34","$455,157.81",,"$5,000.00",,,,"$261,665.00",,,,,"$685,621.24","$3,133,374.26",,,
1,115229003,Upper Dauphin Area SD,Dauphin,"$10,176,358.77","$5,848,280.87",,,,,"$91,699.65",,,,,"$820,554.18",,,,"$127,500.00",$367.12,"$696,363.78","$5,775.00","$84,762.62","$22,179.80","$418,998.91",,,,,,"$202,061.00",,,,,"$342,316.32","$1,515,499.52",,,
1,125231232,Chester-Upland SD,Delaware,"$97,418,271.31","$77,082,256.34",,"$120,481.24",,,"$189,263.16",,,,,"$5,854,258.09",,,,"$821,100.00","$3,263.80","$1,298,576.83","$952,105.00",,"$55,166.34","$2,753,133.98",,,,,,"$1,421,091.00","$10,905.57",,$500.00,,"$1,266,896.72","$5,589,273.24",,,
1,125231303,Chichester SD,Delaware,"$25,245,813.08","$10,608,234.03",,"$107,498.04",,,,,,,,"$2,391,742.93",,,,,"$11,155.43","$792,016.82","$189,420.00","$1,830,761.81","$56,776.11","$1,797,823.32",,,,,,"$541,395.00",,,,,"$1,218,585.14","$5,700,404.45",,,
1,125234103,Garnet Valley SD,Delaware,"$18,865,161.00","$4,196,714.00",,"$11,526.00",,,,,,,,"$1,818,853.00",,,,,,"$672,440.00","$127,435.00","$649,887.00","$94,679.00","$1,467,515.00",,,,,,"$327,809.00",,,,,"$1,784,227.00","$7,714,076.00",,,
1,125234502,Haverford Township SD,Delaware,"$20,578,976.96","$3,396,809.85",,,,,,,,,,"$2,591,436.95",,,,,$1.64,"$1,292,408.47",,"$72,143.43","$131,578.31","$2,103,899.06",,,,,,"$192,476.00",,,"$44,500.00",,"$1,975,495.06","$8,778,228.19",,,
1,125235103,Interboro SD,Delaware,"$21,813,938.20","$8,893,494.82",,"$26,708.16",,,,,,,,"$2,209,388.87",,,,"$68,000.00",,"$464,687.15","$77,000.00","$445,586.68","$60,112.18","$2,021,224.01",,,,,,"$554,903.00",,,,,"$1,314,976.16","$5,677,857.17",,,
1,125235502,Marple Newtown SD,Delaware,"$14,694,824.10","$2,746,474.24",,"$79,474.30",,,,,,,,"$1,725,364.31",,,,,,"$629,988.97","$715,330.00","$540,466.08","$126,667.44","$1,229,757.60",,,,,,"$115,566.00",,,,,"$1,268,552.87","$5,517,182.29",,,
1,125236903,Penn-Delco SD,Delaware,"$16,013,784.18","$6,270,060.69",,,,,,,,,,"$1,978,724.44",,,,,$118.35,"$371,990.62","$133,210.00","$501,355.25","$75,735.42","$1,366,574.69",,,,,,"$354,943.00",,,,,"$941,458.52","$4,019,613.20",,,
1,125237603,Radnor Township SD,Delaware,"$14,873,620.61","$2,091,065.99",,"$73,031.20",,,,,,,,"$1,723,483.21",,,,,,"$473,750.04","$430,815.00","$105,921.44","$133,509.40","$1,453,143.07",,,,,,"$113,925.00",,,"$4,584.00",,"$1,536,743.98","$6,733,648.28",,,
1,125237702,Ridley SD,Delaware,"$30,116,056.04","$12,000,186.55",,"$8,060.81",,,,,,,,"$3,252,473.38",,,,,"$3,111.00","$687,846.07","$75,845.00","$346,737.12","$123,096.37","$2,068,290.95",,"$20,000.00",,,,"$789,095.00",,,"$100,000.00",,"$1,972,505.84","$8,668,807.95",,,
1,125237903,Rose Tree Media SD,Delaware,"$15,685,220.82","$2,945,585.05",,,,,,,,,,"$1,937,724.53",,,,,$365.12,"$652,058.49","$316,470.00",,"$87,031.90","$1,633,144.88",,,,,,"$140,258.00",,,,,"$1,469,838.36","$6,502,744.49",,,
1,125238402,Southeast Delco SD,Delaware,"$34,352,064.00","$16,313,659.00",,"$340,911.00",,,,,,,,"$2,647,874.00",,,,,,"$1,460,108.00",,"$1,364,427.00","$76,558.00","$2,168,737.00",,"$60,000.00",,,,"$888,165.00",,,,,"$1,509,956.00","$7,521,669.00",,,
1,125238502,Springfield SD,Delaware,"$12,947,075.46","$2,998,174.62",,"$41,016.63",,,,,,,,"$1,700,811.79",,,,,,"$482,375.11",,"$90,768.10","$83,947.32","$1,219,193.31",,,,,,"$239,989.00",,,,,"$1,128,692.15","$4,962,107.43",,,
1,125239452,Upper Darby SD,Delaware,"$79,309,907.08","$37,892,076.53",,"$506,443.06",,,,,,,,"$8,146,674.96",,,,,$481.15,"$2,214,726.12","$540,155.00","$1,284,643.03","$275,617.05","$5,142,211.40",,"$20,000.00",,,,"$2,073,956.00",,,"$5,000.00",,"$3,976,004.51","$17,231,918.27",,,
1,125239603,Wallingford-Swarthmore SD,Delaware,"$15,539,764.45","$3,433,541.82",,"$47,591.86",,,,,,,,"$2,065,342.22",,,,,,"$517,721.30","$112,805.00","$504,122.96","$72,209.57","$1,838,071.84",,,,,,"$252,951.00",,,,,"$1,238,729.10","$5,456,677.78",,,
1,125239652,William Penn SD,Delaware,"$43,769,716.00","$22,467,816.00",,"$304,562.00",,,"$5,598.00",,,,,"$4,462,141.00",,,,,$596.00,"$2,071,463.00",,"$463,609.00","$100,121.00","$3,404,227.00",,,,,,"$1,129,826.00",,,,,"$1,764,886.00","$7,594,871.00",,,
1,109243503,Johnsonburg Area SD,Elk,"$7,777,737.69","$5,093,710.68",,,,,"$38,999.02",,,,,"$489,742.95",,,,"$127,500.00",,"$259,391.94","$10,010.00","$205,056.33","$10,216.06","$283,894.16",,,,,,"$133,613.00",,,,,"$205,731.60","$919,871.95",,,
1,109246003,Ridgway Area SD,Elk,"$8,120,381.43","$5,101,252.44",,,,,,,,,,"$648,707.17",,,,,,"$364,088.02","$41,195.00",,"$15,967.98","$352,393.24",,,,,,"$159,261.00",,,,,"$252,996.21","$1,184,520.37",,,
1,109248003,Saint Marys Area SD,Elk,"$12,134,173.05","$6,612,487.29",,,,,"$47,393.52",,,,,"$1,290,513.97",,,,,,"$829,871.36","$190,960.00",,"$49,310.74","$348,603.42",,"$16,700.00",,,,"$306,366.00","$6,742.37",,"$3,000.00",,"$444,224.70","$1,987,999.68",,,
1,105251453,Corry Area SD,Erie,"$21,918,948.15","$13,102,884.94",,"$49,859.65",,,"$137,617.38",,,,,"$1,573,628.31",,,,"$340,000.00",,"$1,039,689.55","$48,125.00","$697,798.79","$38,242.15","$526,250.75",,,,,,"$470,665.00","$9,337.06",,,,"$718,940.63","$3,165,908.94",,,
1,105252602,Erie City SD,Erie,"$126,673,003.00","$64,264,149.00",,"$43,674.00",,,"$789,665.00",,,"$1,312.00",,"$10,464,272.00","$2,152,727.00",,"$14,200,000.00","$1,796,750.00",,"$1,832,242.00","$1,046,430.00","$1,692,133.00","$272,705.00","$5,927,119.00",,,,,,"$2,602,655.00","$33,552.00",,"$3,000.00",,"$3,288,142.00","$16,262,476.00",,,
1,105253303,Fairview SD,Erie,"$7,383,136.00","$3,197,763.00",,"$18,902.00",,,,,,,,"$921,420.00",,,,,,"$405,719.00","$50,820.00","$277,189.00","$30,179.00","$265,796.00",,,,,,"$143,386.00",,,$286.00,,"$383,760.00","$1,687,916.00",,,
1,105253553,Fort LeBoeuf SD,Erie,"$13,956,748.29","$6,953,925.65",,,,,,,,,,"$1,193,603.73",,,,,,"$652,253.41","$43,698.00","$1,119,068.03","$42,657.98","$712,860.00",,"$20,000.00",,,,"$281,428.00",,,,,"$558,772.65","$2,378,480.84",,,
1,105253903,General McLane SD,Erie,"$17,214,693.85","$10,526,478.44",,"$27,330.78",,,,,,,,"$1,492,570.53",,,,,,"$759,240.61",,,"$40,677.50","$519,751.19",,,,,,"$329,440.00",,,,,"$677,173.27","$2,842,031.53",,,
1,105254053,Girard SD,Erie,"$15,665,241.14","$8,823,387.95",,"$74,190.45",,,,,,,,"$1,176,846.49",,,,,"$60,000.00","$410,773.07",,"$809,796.47","$30,618.10","$735,540.85",,,,,,"$371,348.00",,,,,"$577,828.43","$2,594,911.33",,,
1,105254353,Harbor Creek SD,Erie,"$16,362,936.26","$8,841,881.03",,"$58,153.59",,,,,,,,"$1,307,665.17",,,,,$0.02,"$1,149,703.01","$64,680.00","$704,338.31","$39,389.81","$458,616.38",,"$5,000.00",,,,"$283,075.00",,,,,"$551,374.75","$2,899,059.19",,,
1,105256553,Iroquois SD,Erie,"$13,090,793.59","$8,478,005.08",,"$7,488.42",,,,,,,,"$814,398.52",,,,,,"$296,699.90",,"$507,302.93",,"$622,919.95",,,,,,"$244,066.00",,,,,"$416,851.89","$1,703,060.90",,,
1,105257602,Millcreek Township SD,Erie,"$30,077,833.97","$14,393,761.64",,"$77,476.07",,,,,,,,"$3,660,748.21",,,,,,"$1,365,674.00","$621,775.00","$84,097.05","$150,171.44","$934,615.29",,,,,,"$753,736.00",,,,,"$1,475,631.73","$6,560,147.54",,,
1,105258303,North East SD,Erie,"$14,256,274.33","$8,658,639.48",,"$43,053.45",,,,,,,,"$1,184,464.58",,,,,,"$373,285.58","$24,640.00","$395,449.09","$31,503.10","$558,223.49",,"$10,000.00",,,,"$286,805.00",,,,,"$497,466.62","$2,192,743.94",,,
1,105258503,Northwestern  SD,Erie,"$14,341,523.86","$9,110,212.51",,"$85,957.39",,,"$72,887.47",,,,,"$1,194,165.04",,,,,,"$863,654.82","$2,695.00",,"$26,129.94","$393,841.32",,"$19,675.00",,,,"$330,199.00","$6,500.62",,"$2,758.66",,"$397,397.16","$1,835,449.93",,,
1,105259103,Union City Area SD,Erie,"$14,115,286.59","$9,414,525.43",,,,,"$21,548.69",,"$2,100.00",,,"$912,759.27",,,,,,"$627,440.18","$3,080.00","$351,321.59","$21,759.90","$334,443.57",,"$42,485.72",,,,"$283,155.00","$3,909.36",,,,"$381,136.15","$1,715,621.73",,,
1,105259703,Wattsburg Area SD,Erie,"$12,229,169.80","$6,734,533.75",,"$74,619.04",,,,,,,,"$989,892.71",,,,,,"$1,127,998.89",,"$520,498.71","$26,207.15","$463,468.33",,,,,,"$243,953.00",,,,,"$366,651.82","$1,681,346.40",,,
1,101260303,Albert Gallatin Area SD,Fayette,"$37,360,912.25","$23,544,219.16",,"$210,988.45",,,,,,,,"$3,023,757.61",,,,,,"$2,228,602.68","$38,885.00","$1,158,643.12","$64,799.53","$820,338.26",,,,,,"$821,655.00",,,,,"$1,006,016.46","$4,443,006.98",,,
1,101260803,Brownsville Area SD,Fayette,"$19,985,642.05","$12,447,556.72",,"$39,694.61",,,,,,,,"$1,460,385.58",,,,,,"$1,226,907.00","$13,090.00","$1,073,903.40","$27,500.42","$335,355.20",,,,,,"$412,719.00",,,,,"$550,286.67","$2,398,243.45",,,
1,101261302,Connellsville Area SD,Fayette,"$49,878,809.70","$30,531,237.20",,"$59,459.67",,,,,,,,"$4,744,642.33",,,,,$0.57,"$3,956,873.64",,"$832,399.40","$89,311.52","$1,462,761.73",,"$20,000.00",,,,"$1,050,159.00",,,,,"$1,277,684.43","$5,854,280.21",,,
1,101262903,Frazier SD,Fayette,"$11,142,182.07","$6,887,822.38",,"$6,577.86",,,,,,,,"$725,120.62",,,,"$124,666.63",,"$572,533.00","$3,465.00","$314,007.34","$52,553.53","$278,975.40",,,,,,"$198,758.00",,,$564.00,,"$352,217.51","$1,573,951.63","$50,969.17",,
1,101264003,Laurel Highlands SD,Fayette,"$25,133,003.44","$14,177,848.83",,"$93,437.83",,,,,,,,"$2,302,869.57",,,,,,"$1,244,402.14","$15,015.00","$982,905.32","$54,277.77","$1,015,508.85",,,,,,"$608,349.00",,,,,"$873,070.86","$3,765,318.27",,,
1,101268003,Uniontown Area SD,Fayette,"$26,633,486.72","$15,763,197.58",,"$55,293.20",,,,,,,,"$2,228,001.53",,,,,,"$1,568,948.43","$18,095.00","$822,683.31","$52,822.01","$1,120,717.51",,"$19,825.00",,,,"$554,307.00",,,"$2,980.09",,"$797,576.99","$3,629,039.07",,,
1,106272003,Forest Area SD,Forest,"$5,177,523.25","$2,760,894.90",,,,,,,,,,"$456,981.19",,,,"$87,890.00",,"$547,565.72","$14,630.00","$116,781.77","$16,089.66","$233,411.09",,"$20,000.00",,,,"$60,729.00",,,,,"$157,450.55","$705,099.37",,,
1,112281302,Chambersburg Area SD,Franklin,"$44,884,684.00","$21,205,317.00",,"$164,994.00",,,,,,,,"$4,196,968.00",,,,"$1,190,000.00",$788.00,"$2,871,490.00","$303,380.00","$997,476.00","$208,094.00","$1,345,540.00",,"$20,513.00",,,,"$1,128,079.00",,,,,"$2,066,502.00","$9,185,543.00",,,
1,112282004,Fannett-Metal SD,Franklin,"$3,978,326.23","$2,338,874.60",,"$20,213.77",,,,,,,,"$342,127.32",,,,"$161,500.00",,"$284,068.08",,,"$9,741.68","$111,509.79",,"$10,000.00",,,,"$76,871.00",,,,,"$112,987.95","$510,432.04",,,
1,112283003,Greencastle-Antrim SD,Franklin,"$12,929,344.80","$6,070,742.19",,"$111,186.69",,,,,,,,"$1,349,483.27",,,,,,"$695,988.47","$48,895.00","$150,729.24","$56,882.46","$630,844.89",,"$8,807.25",,,,"$379,241.00",,,,,"$637,847.30","$2,788,697.04",,,
1,112286003,Tuscarora SD,Franklin,"$16,923,756.45","$8,363,122.80",,"$101,104.06",,,,,,,,"$1,662,922.35",,,,"$306,000.00",,"$1,488,450.28","$54,670.00","$806,864.85","$44,460.10","$630,168.71",,,,,,"$361,008.00",,,,,"$565,014.30","$2,539,971.00",,,
1,112289003,Waynesboro Area SD,Franklin,"$24,625,466.52","$13,291,901.08",,"$184,969.45",,,,,"$1,680.00",,,"$2,520,941.82",,,,"$144,500.00",$192.17,"$1,079,641.72","$54,670.00","$616,767.37","$78,748.65","$731,831.69",,,,,,"$632,883.00",,,"$47,947.00",,"$976,404.79","$4,262,387.78",,,
1,111291304,Central Fulton SD,Fulton,"$9,156,803.00","$5,544,493.00",,"$46,774.00",,,,,"$1,470.00",,,"$588,470.00",,,,,,"$512,924.00","$1,925.00","$312,797.00","$18,188.00","$383,328.00",,,,,,"$160,440.00",,,"$64,557.00",,"$280,077.00","$1,241,360.00",,,
1,111292304,Forbes Road SD,Fulton,"$4,481,450.47","$2,855,649.02",,,,,,,$420.00,,,"$288,012.31",,,,,,"$311,650.03",,"$149,854.41","$6,862.50","$171,167.44",,,,,,"$76,499.00",,,,,"$109,200.68","$512,135.08",,,
1,111297504,Southern Fulton SD,Fulton,"$7,576,490.28","$4,433,817.28",,"$5,474.36",,,,,,,,"$489,737.88",,,,"$144,500.00",,"$604,290.00",,"$302,957.69","$13,935.98","$288,415.09",,,,,,"$153,038.00",,,,,"$218,554.00","$921,770.00",,,
1,101301303,Carmichaels Area SD,Greene,"$11,784,401.95","$6,989,879.80",,"$32,343.63",,,,,$280.00,,,"$840,172.40",,,,,,"$432,643.97","$12,320.00","$1,064,349.16","$19,350.33","$430,785.38",,,,,,"$234,124.00",,,,,"$311,260.21","$1,416,893.07",,,
1,101301403,Central Greene SD,Greene,"$15,281,876.94","$8,282,097.15",,"$38,455.96",,,"$5,419.74",,,,,"$1,775,735.68",,,,,,"$744,364.81","$5,390.00","$441,987.79","$30,902.42","$920,851.34",,,,,,"$352,907.00",,,,,"$512,540.74","$2,171,224.31",,,
1,101303503,Jefferson-Morgan SD,Greene,"$8,889,553.76","$5,487,571.46",,"$33,749.58",,,,,,,,"$674,629.05",,,,,,"$390,202.76","$8,855.00","$348,840.95","$15,264.39","$435,447.39",,,,,,"$180,099.00",,,,,"$247,898.22","$1,066,995.96",,,
1,101306503,Southeastern Greene SD,Greene,"$7,890,285.47","$4,995,226.44",,"$49,243.04",,,,,,,,"$561,156.74",,,,,,"$590,074.07","$9,240.00","$18,632.97","$11,246.03","$374,267.10",,,,,,"$133,840.00",,,"$1,128.00",,"$214,720.80","$931,510.28",,,
1,101308503,West Greene SD,Greene,"$6,438,318.62","$3,407,842.63",,,,,"$20,778.14",,$240.00,,,"$679,434.74",,,,,,"$297,987.88","$4,620.00","$539,149.14","$11,938.01","$112,747.02",,,,,,"$97,413.00","$4,363.41",,,,"$236,192.92","$1,025,611.73",,,
1,111312503,Huntingdon Area SD,Huntingdon,"$14,779,022.29","$7,997,119.81",,"$41,924.33",,,,,,,,"$1,464,523.49",,,,,,"$1,326,143.17","$70,455.00","$435,305.98","$34,535.75","$670,698.47",,,,,,"$334,138.00",,,"$1,061.72",,"$345,914.77","$2,057,201.80",,,
1,111312804,Juniata Valley SD,Huntingdon,"$7,737,854.26","$5,020,042.52",,"$5,726.09",,,"$24,063.84",,,,,"$518,257.68",,,,,,"$437,816.51","$16,170.00","$189,798.45","$12,774.02","$210,034.08",,,,,,"$142,555.00",,,,,"$213,929.35","$946,686.72",,,
1,111316003,Mount Union Area SD,Huntingdon,"$14,406,066.94","$8,877,310.61",,"$41,597.06",,,"$83,018.90",,,,,"$982,503.85",,,,,$308.95,"$723,894.81","$25,410.00","$561,050.36","$27,403.81","$237,872.40",,,,,,"$334,502.00",,,"$85,000.00",,"$432,666.05","$1,993,528.14",,,
1,111317503,Southern Huntingdon County SD,Huntingdon,"$11,029,706.09","$6,874,019.94",,"$35,430.93",,,"$41,647.00",,,,,"$763,731.00",,,,,,"$959,203.90",,"$261,852.00","$21,407.03","$285,049.48",,,,,,"$238,273.00","$5,553.00",,,,"$272,360.81","$1,271,178.00",,,
1,128321103,Blairsville-Saltsburg SD,Indiana,"$18,014,150.96","$9,501,462.14",,"$205,222.18",,,,,,,,"$1,347,155.00",,,,,,"$1,119,515.79","$10,010.00","$539,607.23","$29,155.32","$1,137,237.97",,"$10,000.00",,,,"$328,088.00",,,,,"$568,299.31","$3,218,398.02",,,
1,128323303,Homer-Center SD,Indiana,"$9,157,611.32","$5,565,862.92",,"$3,297.28",,,,,,,,"$625,526.94",,,,,,"$374,621.61",,"$426,350.52","$16,011.68","$393,142.44",,,,,,"$162,204.00",,,"$11,397.33",,"$287,506.44","$1,291,690.16",,,
1,128323703,Indiana Area SD,Indiana,"$18,799,695.70","$9,364,256.92",,"$4,792.57",,,,,$805.00,,,"$1,891,149.14",,,,,$377.51,"$818,235.63","$46,585.00","$440,004.26","$54,528.08","$1,033,948.95",,"$6,794.85",,,,"$353,791.00",,,"$22,629.28",,"$884,244.71","$3,877,552.80",,,
1,128325203,Marion Center Area SD,Indiana,"$15,877,361.57","$9,441,574.00",,"$108,641.85",,,"$31,856.34",,,,,"$1,049,267.41",,,,"$181,050.00",,"$1,174,468.34","$74,305.00","$446,499.09","$24,284.82","$598,908.82",,"$40,000.00",,,,"$246,307.00","$4,415.70",,,,"$457,669.60","$1,998,113.60",,,
