,AUN,school_district,county,total_state_rev,bef,formula_funding_2021,bef_soc_sec_2021,Charter Schools 7140,Tuition for Orphans & Children Placed in Private Homes 7160,School Improvement Grants 7170,Staff and Program Development 7180,Vocational Education 7220,Alternative Education 7230,Driver Education - Student 7240,Migratory Children 7250,Workforce Investment Act 7260,Special Education Funding for School Aged Pupils 7271,Early Intervention 7272,Adult Literacy 7280,Education Assistance Program (Tutoring) 7291,Pre-K Counts 7292,Program Revenues not Listed Previously 7299,Pupil Transportation Subsidy 7311,Nonpublic and Charter School Pupil Transportation Subsidy 7312,Rental & Sinking Fund Payments / Building Reimbursement Subsidy 7320,"Health Services (Medical, Dental, Nurse, Act 25) 7330","State Property Tax Reduction Allocation
7340",Sewage Treatment Operations / Environmental Subsidies 7350,School Safety and Security Grants 7361,Other Safe Schools Grants 7369,Vocational Training of the Unemployed 7400,PA Accountability Grants 7501,Ready to Learn Block Grant 7505,PAsmart Grants 7506,Supplemental Equipment Grants 7509,Continuity of Education and Equity Grants 7521,Revenue for the Support of Public Schools 7598,Other State Revenue not Listed Elsewhere 7599,"Revenue for Milk, Lunch & Breakfast Programs 7600",State Share of Social Security & Medicare Taxes 7810,State Share of Retirement Contributions 7820,Educational Technology 7910,Classrooms for the Future 7920,Other Technology Grants 7990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,123467203,Springfield Township SD,Montgomery,"$10,812,231.00","$2,506,800.00","$1,569,554.00","$937,246.00",,"$53,184.00",,,,,,,,"$937,171.00",,,,,,"$268,976.00","$179,410.00","$276,185.00","$86,207.00","$1,871,844.00",,"$40,000.00",,,,"$76,424.00",,,,,"$3,564.00",,,"$4,496,270.00","$16,196.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,123467303,Spring-Ford Area SD,Montgomery,"$33,530,534.06","$12,514,057.07","$10,086,929.49","$2,427,127.58",,"$59,339.17",,,,,,,,"$2,791,755.05",,,,,,"$1,460,424.33","$354,200.00","$974,394.03","$164,982.01","$2,465,127.97",,"$45,000.00",,,,"$442,498.00",,,,,"$13,218.00",,,"$12,245,538.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,123468303,Upper Dublin SD,Montgomery,"$18,508,688.68","$4,766,887.94","$3,091,988.49","$1,674,899.45",,"$84,117.35",,,,,,,,"$2,054,505.36",,,,,,"$355,825.72","$163,625.00","$312,160.67","$95,450.65","$2,564,185.25",,"$45,000.00",,,,"$142,657.00",,,,,,,,"$7,924,273.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,123468402,Upper Merion Area SD,Montgomery,"$16,223,094.78","$4,414,238.91","$2,580,722.75","$1,833,516.16",,,,,,,,,,"$1,457,247.93",,,,,,"$475,446.61","$219,065.00","$200,943.41","$86,709.22","$611,419.88",,"$45,000.00",,,,"$137,324.00",,,,,,,,"$8,575,699.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,123468503,Upper Moreland Township SD,Montgomery,"$14,051,055.45","$5,153,202.19","$4,000,444.39","$1,152,757.80",,"$74,963.24",,,,,,,,"$1,741,962.39",,,,,,"$397,860.47","$129,745.00","$376,051.16","$63,848.41","$1,352,101.67",,,"$41,119.34",,,"$187,164.00",,,,,,,,"$4,533,037.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,123468603,Upper Perkiomen SD,Montgomery,"$20,493,599.82","$9,993,425.35","$9,084,369.69","$909,055.66",,"$206,454.55",,,,,,,,"$1,872,100.38",,,,,,"$1,506,993.07","$95,095.00","$798,575.77","$59,123.99","$1,161,321.18",,"$24,783.00","$57,583.84",,,"$378,374.00",,,,,,,,"$4,339,769.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,123469303,Wissahickon SD,Montgomery,"$20,797,873.27","$4,493,859.12","$2,849,261.90","$1,644,597.22",,"$46,766.24",,,,,,,,"$2,119,605.67",,,,,,"$426,984.32","$385,770.00","$57,423.19","$109,392.80","$3,258,626.53",,"$45,000.00",,,,"$157,053.00",,,,,"$1,000.00",,"$448,962.50","$9,247,429.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,116471803,Danville Area SD,Montour,"$15,328,053.14","$8,117,186.89","$7,529,584.66","$587,602.23",,"$50,967.01",,,"$37,305.00",,,,,"$1,482,804.88",,,,"$315,000.00",,"$1,392,014.99","$40,040.00","$336,756.77","$43,648.69","$555,946.79",,,,,,"$279,308.00",,,,,"$30,329.18",,,"$2,646,744.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,120480803,Bangor Area SD,Northampton,"$21,062,588.33","$10,896,935.89","$9,859,040.98","$1,037,894.91",,"$18,356.70",,,,,,,,"$2,068,118.98",,,,,,"$924,030.92","$46,585.00","$434,390.36","$56,828.66","$1,715,994.95",,"$40,000.00",,,,"$511,151.00",,,,,,,,"$4,350,195.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,120481002,Bethlehem Area SD,Northampton,"$77,791,608.56","$37,825,318.00","$33,971,836.51","$3,853,481.49",,"$556,704.52",,,,,,"$1,120.00",,"$8,153,348.13",,,,"$863,393.86",,"$1,747,992.98","$1,343,265.00","$1,563,138.01","$319,847.90","$4,765,367.86",,"$107,541.70",,,,"$1,797,733.00",,,,,"$117,454.00",,,"$18,629,383.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,120483302,Easton Area SD,Northampton,"$52,203,613.85","$25,108,875.52","$22,042,150.56","$3,066,724.96","$111,896.54","$290,437.15",,,"$95,001.47",,,,,"$4,682,624.00",,,,"$388,599.94",,"$1,135,619.87","$554,785.00","$1,617,650.24","$150,583.38","$3,305,692.01",,"$45,000.00",,,,"$1,289,684.00",,,,,,,,"$13,427,164.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,120484803,Nazareth Area SD,Northampton,"$23,523,155.47","$10,872,224.91","$9,501,898.76","$1,370,326.15",,,,,,,,,,"$2,314,489.29",,,,,,"$1,041,681.48","$109,725.00","$355,291.80","$86,151.53","$1,601,169.39",,"$15,813.22",,,,"$476,529.00",,,,,$875.00,,,"$6,649,204.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,120484903,Northampton Area SD,Northampton,"$33,449,934.80","$15,905,975.24","$14,302,062.02","$1,603,913.22",,"$181,619.77",,,,,,$80.00,,"$3,304,244.43",,,,,,"$2,681,305.23","$181,720.00","$1,145,451.00","$98,739.78","$1,469,751.02",,"$322,082.07","$45,000.00",,,"$617,222.00",,,,,,,,"$7,496,744.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,120485603,Pen Argyl Area SD,Northampton,"$10,687,728.71","$5,582,861.50","$5,067,251.30","$515,610.20",,"$73,985.55",,,,,,,,"$1,106,651.78",,,,,,"$477,643.61","$28,490.00","$15,446.54","$29,859.09","$695,350.63",,"$35,000.00",,,,"$256,790.00",,,,,,,,"$2,385,650.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,120486003,Saucon Valley SD,Northampton,"$10,310,228.95","$4,161,946.04","$3,390,415.21","$771,530.83",,,,,,,,,,"$1,026,359.93",,,,,,"$295,747.30","$108,185.00",,"$39,353.74","$931,832.84",,"$14,137.43",,,,"$142,538.00",,,,,,,,"$3,590,128.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,120488603,Wilson Area SD,Northampton,"$14,024,121.44","$6,566,500.04","$5,859,690.01","$706,810.03",,"$73,856.37",,,,,,,,"$1,526,761.85",,,,"$249,374.97",,"$419,141.40","$68,530.00","$556,462.23","$51,758.77","$984,256.22",,"$40,000.00",,,,"$313,967.00","$15,555.52",,"$16,956.00",,,,,"$3,141,001.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,116493503,Line Mountain SD,Northumberland,"$11,566,329.00","$6,761,422.06","$6,410,436.89","$350,985.17",,"$61,542.30",,,,,,,,"$832,996.68",,,,,,"$1,478,307.38","$58,905.00","$265,145.97","$19,992.57","$343,935.98",,,,,,"$210,320.00",,,,,,,,"$1,533,761.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,116495003,Milton Area SD,Northumberland,"$17,498,623.54","$10,216,175.95","$9,500,230.41","$715,945.54",,"$98,659.61",,,"$138,762.34",,,,,"$1,506,826.50",,,,,,"$699,226.20","$26,565.00","$257,563.21","$37,790.00","$615,068.44",,"$130,991.00",,,,"$393,328.00",,,,,,,,"$3,377,667.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,116495103,Mount Carmel Area SD,Northumberland,"$14,688,950.80","$9,009,206.19","$8,760,923.78","$248,282.41",,"$2,073.45",,,,,,,,"$1,275,851.01",,,,"$525,000.00","$3,853.74","$366,072.94","$46,585.00","$337,914.68","$26,549.95","$223,661.37",,"$28,001.26",,,,"$328,175.00",,,,,$310.44,,"$99,258.91","$2,416,436.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,116496503,Shamokin Area SD,Northumberland,"$20,443,021.86","$13,455,310.88","$12,738,505.27","$716,805.61",,"$19,033.02",,,,,,,,"$1,756,135.95",,,,,,"$788,270.97","$96,250.00","$144,734.80","$47,533.27","$351,609.77",,,"$40,000.00",,,"$514,641.00","-$1,175.64",,,,"$5,267.69",,,"$3,225,410.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,116496603,Shikellamy SD,Northumberland,"$24,112,891.79","$13,900,282.56","$13,048,743.36","$851,539.20",,"$105,737.96",,,,,,"$1,069.00",,"$2,090,266.94",,,,,,"$1,064,751.45","$29,260.00","$1,210,703.02","$59,723.68","$897,053.21",,"$18,720.00",,,,"$530,067.00",,,,,,,,"$4,205,256.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,116498003,Warrior Run SD,Northumberland,"$11,463,741.05","$6,884,146.54","$6,498,163.36","$385,983.18",,"$134,775.71",,,,,,,,"$1,111,979.84",,,,,,"$684,432.29","$18,865.00",,"$27,763.87","$397,904.17",,"$38,633.72",,,,"$259,427.00",,,,,,,,"$1,905,812.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,115503004,Greenwood SD,Perry,"$7,244,605.31","$3,825,914.96","$3,576,491.24","$249,423.72",,"$13,799.68",,,"$45,445.24",,,,,"$498,927.38",,,,,,"$758,006.26","$10,010.00","$577,484.50","$14,452.04","$205,818.21",,"$100,180.00",,,,"$116,396.00",-$1.92,,,,,,,"$1,078,172.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,115504003,Newport SD,Perry,"$10,838,348.49","$6,356,652.70","$6,006,604.99","$350,047.71",,"$35,493.51",,,"$64,694.79",,,,,"$960,027.75",,,,,,"$644,483.82","$2,310.00","$516,005.68","$18,776.86","$422,661.92",,"$9,948.51",,,,"$199,785.00",,,,,,,,"$1,607,507.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,115506003,Susquenita SD,Perry,"$15,256,720.71","$8,621,067.00","$8,186,208.00","$434,859.00",,"$17,967.00",,,,,,,,"$1,509,225.00",,,,,,"$1,615,386.71","$32,725.00","$93,282.00","$32,087.00","$758,086.00",,,,,,"$320,871.00",,,,,,,"$67,645.00","$2,188,379.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,115508003,West Perry SD,Perry,"$19,068,003.26","$9,574,705.70","$8,926,136.24","$648,569.46",,"$61,355.26",,,"$112,829.00",,,,,"$1,872,557.29",,,,"$385,000.00",,"$2,664,692.66","$50,820.00","$554,251.83","$40,581.85","$738,792.29",,,,,,"$394,553.00",,"$13,335.38",,,,,,"$2,604,529.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126515001,Philadelphia City SD,Philadelphia,"$1,725,180,048.83","$1,198,071,207.79","$1,158,315,894.18","$39,755,313.61",,"$39,999.41",,,,,,,,"$154,220,064.14",,,,"$32,780,410.63","$17,197,780.75","$32,563,452.78","$23,508,485.00",,"$2,914,869.48",,,,,,,"$40,368,660.00","$25,095.10",,,,"$10,321,960.76",,,"$213,168,062.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,120522003,Delaware Valley SD,Pike,"$33,130,131.22","$16,316,782.64","$14,594,096.26","$1,722,686.38",,,,,"$209,045.00",,"$1,295.00",,,"$2,805,206.20",,,,"$332,500.00",,"$1,669,837.80","$1,925.00","$158,867.72","$82,704.42","$2,988,272.24",,,,,,"$728,801.00","$9,493.70","$20,509.62",,,,,,"$7,804,890.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,119648303,Wallenpaupack Area SD,Pike,"$18,715,230.83","$6,892,877.04","$5,669,828.37","$1,223,048.67",,"$147,975.62",,,"$145,301.35",,"$3,290.00",,,"$1,945,534.60",,,,,,"$1,898,027.37","$9,240.00","$78,752.24","$52,925.77","$1,357,539.01",,"$39,290.00",,,,"$307,524.00",,"$22,146.50",,,,,,"$5,814,807.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,109530304,Austin Area SD,Potter,"$2,398,846.00","$1,561,481.00","$1,491,527.00","$69,954.00",,,,,,,,,,"$146,128.00",,,,"$82,251.00",,"$105,980.00",,"$3,683.00","$3,036.00","$132,381.00",,"$30,000.00",,,,"$34,565.00","$17,500.00",,,,,,,"$281,841.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,109531304,Coudersport Area SD,Potter,"$7,320,589.30","$4,686,193.93","$4,443,596.27","$242,597.66",,,,,"$88,108.95",,,,,"$577,196.28",,,,,,"$262,746.34","$4,620.00","$277,589.52","$13,606.41","$254,230.78",,,,,"$133,604.00",,,,,,,,,"$1,022,693.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,109532804,Galeton Area SD,Potter,"$3,794,204.24","$2,428,212.15","$2,297,353.19","$130,858.96",,"$32,808.02",,,,,$175.00,,,"$279,773.81",,,,,,"$79,801.08",,"$189,574.53","$12,345.00","$177,491.95",,,,,,"$53,981.00",,,,,,,-$0.36,"$540,042.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,109535504,Northern Potter SD,Potter,"$7,079,449.21","$4,662,078.58","$4,465,872.23","$196,206.35",,"$4,561.27",,,"$53,949.51",,,,,"$460,825.61",,,,,,"$380,705.82","$18,865.00","$227,021.16","$9,203.46","$235,984.71",,"$28,498.00",,,,"$114,077.00","$25,277.80",,,,,,,"$858,401.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,109537504,Oswayo Valley SD,Potter,"$6,137,913.85","$3,920,885.47","$3,760,674.85","$160,210.62",,,,,,,,,,"$383,017.75",,,,"$119,378.00",,"$505,263.59","$1,155.00","$245,584.82","$6,384.68","$134,053.84",,"$13,229.61",,,,"$107,942.00","-$1,703.43",,"$28,925.00",,$824.52,,,"$672,973.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,129540803,Blue Mountain SD,Schuylkill,"$17,908,605.58","$8,987,465.04","$8,291,976.83","$695,488.21",,"$41,100.52",,,,,,,,"$1,659,124.85",,,,,,"$1,942,193.71","$63,910.00","$636,979.00","$48,916.02","$767,673.55",,"$227,196.39",,,,"$354,683.00",,,,,,,,"$3,179,363.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,129544503,Mahanoy Area SD,Schuylkill,"$12,839,022.30","$8,306,738.65","$7,897,386.66","$409,351.99",,"$21,898.02",,,,,,,,"$1,001,600.17",,,,,,"$642,633.93","$26,950.00","$265,575.96","$17,225.81","$459,397.68",,"$22,818.00",,,,"$228,249.00","$25,277.80",,,,,,,"$1,820,657.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,129544703,Minersville Area SD,Schuylkill,"$10,460,823.68","$6,420,869.74","$6,039,857.90","$381,011.84",,"$30,579.24",,,,,,,,"$911,035.70",,,,,,"$413,783.80","$30,800.00","$219,688.49","$22,274.01","$357,487.87",,"$183,540.36",,,,"$228,637.00",,,,,,,,"$1,642,127.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,129545003,North Schuylkill SD,Schuylkill,"$17,687,798.40","$9,848,485.79","$9,185,167.43","$663,318.36",,"$45,179.09",,,,,,,,"$1,407,823.96",,,,,,"$1,513,708.00","$25,410.00","$531,381.46","$35,637.32","$421,067.02",,,,,"$287,517.98","$346,904.00",,,,,,,,"$3,224,683.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,129546003,Pine Grove Area SD,Schuylkill,"$12,488,465.28","$7,473,677.87","$7,017,739.11","$455,938.76",,"$22,705.04",,,,,,,,"$1,076,634.32",,,,,,"$629,910.49","$15,015.00","$7,367.78","$28,405.26","$583,186.31",,"$93,586.35",,,,"$304,381.00","$35,000.00",,,,"$57,215.98",,,"$2,161,379.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,129546103,Pottsville Area SD,Schuylkill,"$21,425,599.56","$14,487,058.81","$13,751,234.74","$735,824.07",,"$40,505.19",,,,,,,,"$1,953,665.58",,,,,,"$397,082.44","$66,605.00",,"$52,414.11","$705,691.95",,,,,,"$488,569.00",,,,,,,,"$3,234,007.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,129546803,Saint Clair Area SD,Schuylkill,"$5,920,169.31","$3,591,291.97","$3,437,295.10","$153,996.87",,"$3,878.06",,,,,,,,"$645,360.84",,,,,,"$407,999.55","$18,865.00","$215,538.98","$10,317.93","$147,447.19",,,"$25,916.98",,,"$134,649.00",,,,,,,,"$718,903.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,129547303,Schuylkill Haven Area SD,Schuylkill,"$11,500,993.78","$6,924,340.99","$6,471,882.32","$452,458.67",,"$76,829.18",,,,,,,,"$849,414.51",,,,,,"$637,230.81","$20,020.00","$187,698.34","$22,020.16","$470,292.28",,"$81,913.03","$23,140.00",,,"$221,391.00","$19,001.16",,,,,,,"$1,967,702.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,129547203,Shenandoah Valley SD,Schuylkill,"$12,803,080.94","$8,467,711.26","$8,116,838.93","$350,872.33",,,,,,,,,,"$933,279.35",,,,,,"$239,458.10","$28,105.00","$371,377.07","$22,632.59","$312,772.39",,"$30,000.00",,,,"$237,689.00",,,,,,,,"$2,160,056.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,129547603,Tamaqua Area SD,Schuylkill,"$15,034,747.39","$7,888,176.59","$7,264,740.23","$623,436.36",,"$149,039.38",,,,,,,,"$1,475,035.67",,,,,,"$829,672.00","$215,168.68","$619,631.56","$49,392.97","$698,172.05",,,,,,"$328,716.00","-$4,041.67",,,,"$201,143.00",,,"$2,584,641.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,129547803,Tri-Valley SD,Schuylkill,"$7,803,044.37","$4,884,776.66","$4,623,761.32","$261,015.34",,"$86,985.69",,,"$23,999.00",,,,,"$606,273.43",,,,,,"$457,370.44",$385.00,"$224,373.10","$16,850.07","$241,609.30",,,"$17,194.24",,,"$132,807.00","$20,342.48","$5,495.24",,,,,,"$1,084,582.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,129548803,Williams Valley SD,Schuylkill,"$11,831,504.09","$7,631,757.82","$7,207,920.65","$423,837.17",,"$69,117.50",,,,,$910.00,,,"$861,132.31",,,,,,"$621,405.65",,,"$18,259.37","$335,116.92",,"$287,715.46",,,,"$228,949.00","$17,499.96",,,,,,,"$1,759,640.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,116555003,Midd-West SD,Snyder,"$18,206,905.48","$9,771,388.53","$9,146,114.06","$625,274.47",,"$67,145.46",,,"$121,994.99",,,,,"$1,528,460.56",,,,,,"$2,133,905.96","$62,755.00","$543,409.68","$38,472.80","$790,523.83",,,,,,"$379,616.00","$1,944.44",,,,,,,"$2,752,438.23",,,"$14,850.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,116557103,Selinsgrove Area SD,Snyder,"$17,247,472.40","$8,807,722.22","$8,015,612.51","$792,109.71",,"$68,056.44",,,"$74,068.31",,,,,"$1,552,957.32",,,,,,"$873,573.97","$27,720.00","$1,303,460.84","$46,999.01","$666,054.90",,"$26,198.82",,,,"$418,661.00",,,,,,,,"$3,381,999.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108561003,Berlin Brothersvalley SD,Somerset,"$8,188,794.34","$5,473,796.81","$5,251,776.02","$222,020.79",,,,,"$33,288.56",,"$1,225.00",,,"$567,777.26",,,,,,"$380,125.71","$5,390.00","$304,631.69","$12,937.82","$213,815.86",,"$22,500.00",,,,"$151,047.00",,"$5,992.21",,,,,,"$1,016,266.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108561803,Conemaugh Township Area SD,Somerset,"$10,260,642.08","$7,123,644.00","$6,846,417.50","$277,226.50",,,,,,,,,,"$714,586.34",,,,,,"$564,958.88","$10,010.00","$80,229.11","$19,692.01","$271,040.14",,,"$40,000.00",,,"$171,816.00",,,,,,,,"$1,264,665.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108565203,Meyersdale Area SD,Somerset,"$10,937,237.08","$7,653,818.56","$7,366,264.08","$287,554.48",,"$21,783.92",,,"$19,721.07",,,,,"$693,076.71",,,,,,"$457,742.09","$5,775.00","$248,288.41","$14,143.04","$210,710.54",,,,,,"$198,784.00","$25,277.80",,,,,,,"$1,388,115.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108565503,North Star SD,Somerset,"$12,542,338.01","$8,169,448.20","$7,829,835.68","$339,612.52",,"$33,788.74",,,,,,,,"$871,382.55",,,,,,"$895,365.90","$15,015.00","$290,038.71","$20,295.28","$384,261.44",,"$117,446.86",,,,"$225,913.00",,,,,,,,"$1,519,382.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108566303,Rockwood Area SD,Somerset,"$5,583,216.53","$3,690,575.75","$3,488,194.71","$202,381.04",,,,,$889.28,,,,,"$466,560.56",,,,,,"$222,368.60","$8,470.00","$25,777.16","$13,007.50","$232,930.33",,"$29,910.04",,,,"$73,578.00",,,,,,,,"$819,149.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108567004,Salisbury-Elk Lick SD,Somerset,"$3,320,324.74","$2,054,493.05","$1,977,311.70","$77,181.35",,"$19,919.79",,,"$48,141.00",,$280.00,$40.00,,"$236,059.91",,,,,,"$81,218.47","$6,160.00",,"$5,998.62","$122,985.86",,"$274,868.22",,,,"$52,080.00",,,,,,,,"$418,079.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108567204,Shade-Central City SD,Somerset,"$6,052,742.83","$4,185,260.88","$4,033,007.05","$152,253.83",,,,,,,,,,"$379,278.96",,,,,,"$246,872.05","$3,080.00","$179,096.16","$7,012.81","$194,879.52",,"$4,392.23",,,,"$114,785.00","$17,578.58",,,,,,,"$720,506.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108567404,Shanksville-Stonycreek SD,Somerset,"$2,736,843.88","$1,691,462.40","$1,597,037.70","$94,424.70",,,,,,,$455.00,,,"$238,704.01",,,,,,"$108,587.29",$385.00,"$13,997.01","$5,432.63","$172,460.25",,"$8,306.00",,,,"$35,845.00",,,,,,,,"$461,209.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108567703,Somerset Area SD,Somerset,"$15,741,755.15","$8,888,497.42","$8,294,892.58","$593,604.84",,"$64,983.55",,,"$45,258.00",,"$3,010.00",,,"$1,692,891.20",,,,,,"$510,847.67","$24,640.00","$841,591.35","$39,699.88","$656,510.46",,"$35,947.85","$15,000.00",,,"$304,698.00",,,,,,,,"$2,618,179.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108568404,Turkeyfoot Valley Area SD,Somerset,"$3,640,803.80","$2,496,446.80","$2,396,932.42","$99,514.38",,"$4,076.27",,,,,,,,"$294,883.30",,,,,,"$257,373.75",,"$7,383.03","$4,982.02","$101,368.73",,"$30,000.00",,,,"$72,367.00",,,,,,,,"$371,922.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108569103,Windber Area SD,Somerset,"$13,029,928.82","$9,262,384.19","$8,945,144.88","$317,239.31",,"$11,363.00",,,,,,,,"$948,826.35",,,,,,"$507,817.47","$13,475.00","$181,478.42","$23,569.24","$277,850.01",,,,,,"$241,701.00","$14,364.45",,,,,,,"$1,547,099.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,117576303,Sullivan County SD,Sullivan,"$5,358,575.81","$3,055,578.07","$2,807,587.50","$247,990.57",,,,,,,$875.00,,,"$422,558.77",,,,,,"$494,294.35",,"$42,396.26","$12,063.28","$208,614.31",,"$7,475.75",,,,"$51,245.00",,,,,,,,"$1,063,475.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
