,AUN,school_district,county,total_state_rev,bef,formula_funding_1920,bef_soc_sec_1920,Charter Schools 7140,Tuition for Orphans & Children Placed in Private Homes 7160,School Improvement Grants 7170,Staff and Program Development 7180,Vocational Education 7220,Alternative Education 7230,Driver Education - Student 7240,Migratory Children 7250,Workforce Investment Act 7260,Special Education Funding for School Aged Pupils 7271,Early Intervention 7272,Adult Literacy 7280,Education Assistance Program (Tutoring) 7291,Pre-K Counts 7292,Program Revenues not Listed Previously 7299,Pupil Transportation Subsidy 7311,Nonpublic and Charter School Pupil Transportation Subsidy 7312,Rental & Sinking Fund Payments / Building Reimbursement Subsidy 7320,"Health Services (Medical, Dental, Nurse, Act 25) 7330","State Property Tax Reduction Allocation
7340",Sewage Treatment Operations / Environmental Subsidies 7350,School Safety and Security Grants 7361,Other Safe Schools Grants 7369,Vocational Training of the Unemployed 7400,PA Accountability Grants 7501,Ready to Learn Block Grant 7505,PAsmart Grants 7506,Supplemental Equipment Grants 7509,Continuity of Education and Equity Grants 7521,Revenue for the Support of Public Schools 7598,Other State Revenue not Listed Elsewhere 7599,"Revenue for Milk, Lunch & Breakfast Programs 7600",State Share of Social Security & Medicare Taxes 7810,State Share of Retirement Contributions 7820,Educational Technology 7910,Classrooms for the Future 7920,Other Technology Grants 7990
1,119648303,Wallenpaupack Area SD,Pike,"$18,564,821.46","$6,873,873.88","$5,669,585.50","$1,204,288.38",,"$183,225.65",,,"$144,106.14",,"$3,885.00",,,"$1,824,568.98",,,,,,"$2,092,231.97","$6,160.00","$1,561.75","$55,726.57","$1,357,376.35",,"$42,510.00",,,,"$307,524.00","$25,867.23","$23,049.05","$10,000.00",,,,,"$5,613,154.89",,,
1,109530304,Austin Area SD,Potter,"$2,389,648.12","$1,556,064.26","$1,491,527.33","$64,536.93",,,,,,,,,,"$146,132.77",,,,"$82,249.63",,"$95,891.36",,"$3,659.77","$3,053.54","$132,409.99",,"$25,000.00",,,,"$34,565.00","$9,722.20",,,,,,,"$300,899.60",,,
1,109531304,Coudersport Area SD,Potter,"$7,272,619.87","$4,645,696.92","$4,443,599.96","$202,096.96",,"$5,915.82",,,"$82,039.85",,,,,"$577,214.08",,,,,,"$272,437.46","$2,310.00","$277,163.24","$13,548.02","$251,589.84",,,,,"$133,604.00",,,,,,,,,"$1,011,100.64",,,
1,109532804,Galeton Area SD,Potter,"$3,773,743.21","$2,405,161.00","$2,297,356.00","$107,805.00",,"$43,514.28",,,,,$315.00,,,"$279,780.10",,,,,,"$80,028.62",,"$188,139.49","$6,448.36","$177,133.29",,"$5,259.00",,,,"$53,981.00",,,,,,,,"$533,983.07",,,
1,109535504,Northern Potter SD,Potter,"$7,063,451.95","$4,643,853.47","$4,465,874.73","$177,978.74",,,,,"$78,422.59",,,,,"$460,838.45",,,,,,"$402,517.43","$10,010.00","$229,252.17","$9,391.20","$235,455.15",,,,,,"$114,077.00","$9,722.20","$8,812.15",,,,,,"$861,100.14",,,
1,109537504,Oswayo Valley SD,Potter,"$6,143,420.22","$3,896,902.94","$3,760,674.63","$136,228.31",,,,,,,,,,"$383,032.13",,,,"$64,716.45",,"$468,723.06","$1,155.00","$344,463.82","$6,671.39","$134,037.78",,"$16,770.39",,,,"$107,942.00","$35,000.00",,,,,,"$7,728.39","$676,276.87",,,
1,129540803,Blue Mountain SD,Schuylkill,"$17,449,252.59","$8,983,354.23","$8,291,982.62","$691,371.61",,"$44,969.25",,,,,,,,"$1,659,178.78",,,,,,"$1,764,205.29","$46,970.00","$594,754.47","$49,516.88","$766,275.62",,"$38,654.61",,,,"$354,683.00",,,,,,,,"$3,146,690.46",,,
1,129544503,Mahanoy Area SD,Schuylkill,"$12,560,076.44","$8,305,378.26","$7,897,393.67","$407,984.59",,"$29,074.49",,,,,,,,"$1,001,669.73",,,,,,"$471,922.58","$19,250.00","$113,368.57","$18,142.40","$460,142.66",,"$7,182.00",,,,"$228,249.00","$9,722.20",,,,,,,"$1,895,974.55",,,
1,129544703,Minersville Area SD,Schuylkill,"$10,242,580.94","$6,277,954.50","$6,039,866.92","$238,087.58",,"$34,728.38",,,,,,,,"$911,116.29",,,,,,"$426,755.01","$35,035.00","$197,719.19","$22,050.75","$355,719.06",,,,,,"$228,637.00",,,,,,,"$111,948.32","$1,640,917.44",,,
1,129545003,North Schuylkill SD,Schuylkill,"$16,934,973.34","$9,185,175.57","$9,185,175.57",,,"$65,117.13",,,,,,,,"$1,407,894.65",,,,,,"$1,461,912.80","$26,180.00","$497,287.62","$37,401.85","$419,330.94",,,,,"$4,321.69","$346,904.00","$35,000.00",,,,"$22,792.99",,"$641,302.40","$2,784,351.70",,,
1,129546003,Pine Grove Area SD,Schuylkill,"$12,874,332.46","$7,483,273.14","$7,017,744.82","$465,528.32",,"$26,921.71",,,,,,,,"$1,076,679.17",,,,,,"$853,586.72","$13,860.00","$12,508.96","$28,163.40","$580,571.02",,"$281,661.65",,,,"$304,381.00","$35,000.00",,,,$58.38,,,"$2,177,667.31",,,
1,129546103,Pottsville Area SD,Schuylkill,"$21,851,088.42","$14,289,575.61","$13,751,246.71","$538,328.90",,"$13,588.28",,,,,,,,"$1,953,774.29",,,,,,"$410,182.96","$85,085.00",,"$53,371.39","$703,943.51",,,,,,"$488,569.00",,,,,,,"$219,364.62","$3,633,633.76",,,
1,129546803,Saint Clair Area SD,Schuylkill,"$5,913,087.35","$3,588,358.70","$3,437,298.95","$151,059.75",,,,,,,,,,"$645,393.12",,,,,,"$417,624.92","$24,255.00","$214,733.83","$9,739.32","$148,054.70","$1,111.28","$43,125.00",,,,"$134,649.00",,,,,,,,"$686,042.48",,,
1,129547303,Schuylkill Haven Area SD,Schuylkill,"$11,376,694.62","$6,891,827.92","$6,471,886.40","$419,941.52",,"$107,729.27",,,,,,,,"$849,459.37",,,,,,"$527,144.67","$20,405.00","$214,967.96","$22,726.71","$470,592.07",,"$98,187.79",,,,"$221,391.00","$15,998.84",,,,,,,"$1,936,264.02",,,
1,129547203,Shenandoah Valley SD,Schuylkill,"$12,715,910.34","$8,509,239.63","$8,116,931.01","$392,308.62",,,,,,,,$240.00,,"$933,335.13",,,,,,"$217,950.24","$28,105.00","$478,639.75","$23,529.85","$312,341.73",,"$38,000.00","$30,000.00",,,"$237,689.00",,,,,,,,"$1,906,840.01",,,
1,129547603,Tamaqua Area SD,Schuylkill,"$13,843,754.64","$7,264,746.93","$7,264,746.93",,,"$87,551.41",,,,,,,,"$1,475,106.44",,,,,,"$1,013,027.17","$39,270.00",,"$47,447.21","$700,060.39",,,,,,"$328,716.00","$22,647.02",,,,,,"$379,115.07","$2,486,067.00",,,
1,129547803,Tri-Valley SD,Schuylkill,"$7,809,382.47","$4,871,588.58","$4,623,763.83","$247,824.75",,"$88,344.25",,,"$33,043.10",,,,,"$606,297.92",,,,,,"$390,072.77",$385.00,"$224,451.66","$16,975.79","$241,617.40",,"$75,607.00","$12,806.00",,,"$132,807.00","$9,722.20","$6,515.51",,,,,"$10,878.08","$1,088,270.21",,,
1,129548803,Williams Valley SD,Schuylkill,"$11,561,818.53","$7,470,834.59","$7,207,924.76","$262,909.83",,"$62,182.13",,,,,"$1,190.00",,,"$861,170.04",,,,,,"$596,215.70",,,"$19,296.51","$335,229.77",,,,,,"$228,949.00",,,,,,,"$105,446.91","$1,881,303.88",,,
1,116555003,Midd-West SD,Snyder,"$18,616,864.52","$9,747,393.46","$9,141,018.07","$606,375.39",,"$88,563.49",,,"$149,629.16",,,,,"$1,528,508.27",,,,,,"$1,976,083.89","$65,065.00","$1,132,986.50","$41,159.06","$792,982.23",,,,,,"$379,616.00","$9,722.20",,,,,,,"$2,705,155.26",,,
1,116557103,Selinsgrove Area SD,Snyder,"$16,872,109.96","$8,512,839.48","$8,015,620.36","$497,219.12",,"$52,680.38",,,"$74,657.28",,,$87.00,,"$1,552,993.03",,,,,,"$908,568.26","$36,292.30","$571,394.51","$47,168.46","$668,237.62",,"$393,436.93",,,,"$418,661.00","$26,764.72",,,,,,"$216,847.05","$3,391,481.94",,,
1,108561003,Berlin Brothersvalley SD,Somerset,"$8,113,019.97","$5,460,813.41","$5,251,778.03","$209,035.38",,,,,"$28,462.52",,"$1,185.00",,,"$567,789.37",,,,,,"$394,205.47","$5,005.00","$299,895.30","$13,320.97","$213,813.25",,"$23,960.00",,,,"$151,047.00",,"$5,676.56",,,,,,"$947,846.12",,,
1,108561803,Conemaugh Township Area SD,Somerset,"$10,293,089.17","$7,122,773.98","$6,846,420.12","$276,353.86",,,,,,,,,,"$714,601.68",,,,,,"$590,723.02","$15,400.00","$80,205.22","$19,803.03","$271,007.67",,"$55,000.00",,,,"$171,816.00",,,,,,,,"$1,251,758.57",,,
1,108565203,Meyersdale Area SD,Somerset,"$10,845,139.11","$7,614,160.72","$7,366,266.89","$247,893.83",,"$20,419.06",,,"$7,257.07",,,,,"$693,089.30",,,,,,"$490,168.79","$5,775.00","$242,815.82","$14,784.19","$210,649.98",,"$44,250.00",,,,"$198,784.00","$9,722.20",,,,,,,"$1,293,262.98",,,
1,108565503,North Star SD,Somerset,"$12,394,171.13","$8,154,687.60","$7,829,840.59","$324,847.01",,"$27,584.64",,,,,,,,"$871,409.54",,,,,,"$922,479.15","$13,860.00","$296,558.39","$20,689.80","$383,881.41",,"$22,876.49",,,,"$225,913.00",,,,,,,,"$1,454,231.11",,,
1,108566303,Rockwood Area SD,Somerset,"$5,501,960.14","$3,649,760.48","$3,488,197.13","$161,563.35",,,,,$870.08,,$385.00,,,"$466,567.02",,,,,,"$147,248.40","$5,390.00","$27,943.49","$13,016.18","$232,992.07",,"$95,846.00",,,,"$73,578.00",,,,,,,,"$788,363.42",,,
1,108567004,Salisbury-Elk Lick SD,Somerset,"$3,124,271.84","$2,055,309.34","$1,977,312.36","$77,996.98",,"$21,134.09",,,"$33,364.44",,$595.00,$40.00,,"$236,062.81",,,,,,"$79,617.14","$6,160.00",,"$6,587.95","$123,003.65",,"$105,131.78",,,,"$52,080.00",,,"$5,600.00",,,,,"$399,585.64",,,
1,108567204,Shade-Central City SD,Somerset,"$6,223,234.35","$4,188,618.22","$4,033,009.13","$155,609.09",,,,,,,,,,"$379,293.53",,,,,,"$252,492.44","$3,850.00","$314,026.60","$7,371.52","$194,856.17",,"$25,607.77",,,,"$114,785.00","$17,421.42",,,,,,,"$724,911.68",,,
1,108567404,Shanksville-Stonycreek SD,Somerset,"$2,913,396.81","$1,690,145.04","$1,597,038.96","$93,106.08",,,,,,,$595.00,,,"$238,707.00",,,,,,"$167,220.83","$5,005.00","$122,752.95","$5,965.80","$172,439.59",,"$37,060.98",,,,,"$30,721.24",,,,,,,"$442,783.38",,,
1,108567703,Somerset Area SD,Somerset,"$15,439,661.58","$8,795,760.70","$8,294,900.85","$500,859.85",,"$111,609.01",,,"$33,698.58",,"$5,040.00",,,"$1,674,932.59",,,,,,"$498,784.22","$25,025.00","$718,402.56","$79,627.50","$656,417.12",,"$4,603.50",,,,"$304,698.00",,,,,,,,"$2,531,062.80",,,
1,108568404,Turkeyfoot Valley Area SD,Somerset,"$3,722,469.36","$2,503,891.11","$2,396,934.40","$106,956.71",,,,,"$16,375.13",,,,,"$294,888.50",,,,,,"$279,207.25",,"$7,504.53","$5,571.94","$101,360.56",,"$78,513.00",,,,"$72,367.00",,,,,,,,"$362,790.34",,,
1,108569103,Windber Area SD,Somerset,"$12,970,596.35","$9,265,106.40","$8,945,150.46","$319,955.94",,"$1,346.67",,,,,,,,"$948,843.96",,,,,,"$491,529.42","$12,320.00","$160,859.78","$23,423.93","$277,791.33",,,,,,"$241,701.00","$9,722.20",,,,,,,"$1,537,951.66",,,
1,117576303,Sullivan County SD,Sullivan,"$5,413,542.67","$3,022,144.31","$2,807,590.92","$214,553.39",,"$7,175.00",,,,,$945.00,,,"$422,565.20",,,,,,"$476,416.18",,"$64,161.14","$12,087.41","$207,854.11",,"$65,886.25",,,,"$51,245.00",,,,,"$15,088.35",,$541.00,"$1,067,433.72",,,
1,119581003,Blue Ridge SD,Susquehanna,"$11,346,540.45","$7,031,947.73","$6,684,535.79","$347,411.94",,,,,,,,,,"$791,152.26","$1,492.00",,,,,"$914,471.88",,,"$18,104.28","$732,343.62",,,,,,"$203,272.00",,,,,,,,"$1,653,756.68",,,
1,119582503,Elk Lake SD,Susquehanna,"$11,756,319.81","$7,243,251.07","$6,882,665.27","$360,585.80",,,,,,,,,,"$984,259.88",,,,,,"$951,455.59","$2,310.00","$306,800.99","$21,586.82","$340,250.81",,"$27,552.86",,,,"$226,601.00",,,,,,,,"$1,652,250.79",,,
1,119583003,Forest City Regional SD,Susquehanna,"$7,711,430.88","$3,752,173.97","$3,519,599.43","$232,574.54",,"$32,052.29",,,,,,,,"$524,515.51",,,,"$304,719.67",,"$882,964.88","$2,310.00","$437,099.63","$27,948.81","$374,484.50",,"$58,707.00","$32,034.78",,,"$121,293.00",,,"$7,550.00",,,,,"$1,153,576.84",,,
1,119584503,Montrose Area SD,Susquehanna,"$14,322,449.50","$8,114,692.03","$7,690,940.74","$423,751.29",,"$11,530.35",,,,,"$1,085.00",,,"$1,336,225.04",,,,,,"$1,396,393.64","$16,170.00",,"$24,538.30","$1,098,640.68",,"$37,554.00",,,,"$290,716.00","$33,810.97",,,,,,,"$1,961,093.49",,,
1,119584603,Mountain View SD,Susquehanna,"$10,377,040.90","$5,696,661.50","$5,418,648.23","$278,013.27",,"$15,959.88",,,,,,,,"$817,329.45",,,,"$128,303.03",,"$1,250,811.02","$16,170.00","$248,124.12","$16,680.12","$523,056.60",,,,,,"$191,469.00","$35,000.00",,,,,,,"$1,437,476.18",,,
1,119586503,Susquehanna Community SD,Susquehanna,"$11,622,271.36","$7,108,796.05","$6,760,761.36","$348,034.69",,"$13,731.01",,,,,,,,"$1,093,764.25",,,,,,"$1,066,582.23","$3,080.00",,"$14,481.45","$398,299.80",,"$30,000.00",,,,"$192,774.00","$26,091.76",,,,,,,"$1,674,670.81",,,
1,117596003,Northern Tioga SD,Tioga,"$21,976,869.58","$13,338,633.09","$12,847,600.13","$491,032.96",,,,,"$99,788.56",,"$2,625.00",,,"$1,737,363.83",,,,,,"$1,566,535.57","$14,630.00","$590,904.61","$40,328.46","$476,826.34",,"$22,790.46",,,,"$446,252.00",,"$11,335.36",,,,,"$207,822.89","$3,421,033.41",,,
1,117597003,Southern Tioga SD,Tioga,"$16,761,427.88","$9,394,095.43","$8,959,667.00","$434,428.43",,"$51,931.12",,,"$33,799.79",,,,,"$1,394,438.44",,,,"$725,813.00",,"$1,117,310.52","$18,095.00","$789,759.02","$36,007.72","$656,795.81",,,,,,"$340,919.00",,,,,,,,"$2,202,463.03",,,
1,117598503,Wellsboro Area SD,Tioga,"$11,686,223.65","$6,666,814.95","$6,295,368.00","$371,446.95",,"$37,383.00",,,"$105,229.00",,,,,"$1,344,454.00",,,,,,"$498,171.00","$14,630.00","$196,185.57","$28,367.00","$378,233.00",,"$236,434.00",,,,"$219,909.00",,"$13,914.91","$86,550.00",,"$25,000.00",,,"$1,834,948.22",,,
1,116604003,Lewisburg Area SD,Union,"$9,446,836.92","$3,885,670.65","$3,782,297.27","$103,373.38",,"$62,156.88",,,,,,$280.00,,"$1,124,532.89","$78,750.00",,,,,"$626,780.82","$24,255.00","$180,140.96","$70,793.74","$518,374.58",,,,,"$168,400.00",,"$7,777.76",,,,,,"$369,166.17","$2,329,757.47",,,
1,116605003,Mifflinburg Area SD,Union,"$15,098,192.34","$8,595,281.60","$8,092,110.98","$503,170.62",,"$39,214.72",,,"$102,148.40",,,,,"$1,418,802.35",,,,,,"$1,063,384.05","$25,025.00","$324,640.36","$38,918.33","$570,344.90",,"$253,608.00",,,,"$354,755.00","$9,722.20",,,,,,"-$16,649.64","$2,318,997.07",,,
1,106611303,Cranberry Area SD,Venango,"$11,959,934.11","$7,213,015.72","$6,870,460.46","$342,555.26",,"$28,936.53",,,,,,,,"$917,143.56",,,,,,"$690,257.64","$15,785.00","$244,310.46","$20,835.81","$588,298.15",,,,,,"$207,812.00","$337,891.44",,,,,,,"$1,695,647.80",,,
1,106612203,Franklin Area SD,Venango,"$20,271,401.21","$12,316,410.55","$11,903,670.26","$412,740.29",,"$25,775.99",,,,,,,,"$1,679,703.07",,,,,,"$1,359,536.49","$59,675.00","$258,110.74","$36,569.94","$934,505.28",,,,,,"$382,881.00","$50,764.72",,,,,,"$221,672.07","$2,945,796.36",,,
1,106616203,Oil City Area SD,Venango,"$24,468,697.26","$14,900,083.74","$14,287,601.92","$612,481.82",,"$106,117.24",,,,,"$1,435.00",,,"$1,670,719.89",,,,,,"$918,471.04","$26,180.00","$2,169,946.56","$36,673.60","$1,065,032.65",,"$13,585.52",,,,"$486,703.00",,,,,,,,"$3,073,749.02",,,
1,106617203,Titusville Area SD,Venango,"$22,829,518.27","$14,712,180.31","$13,995,879.48","$716,300.83",,"$90,461.59",,,"$55,501.90",,,,,"$1,716,844.51",,,,,,"$896,714.03","$62,370.00","$811,109.93","$34,712.56","$489,559.06",,,,,,"$434,788.00","$34,231.49",,,,,,,"$3,491,044.89",,,
1,106618603,Valley Grove SD,Venango,"$10,390,310.86","$6,982,472.51","$6,707,795.61","$274,676.90",,"$15,790.68",,,,,,,,"$711,741.99",,,,,,"$506,774.07","$6,930.00","$151,201.65","$15,312.81","$342,378.63",,"$16,802.24","$7,257.05",,,"$195,288.00","$35,000.00",,,,,,,"$1,403,361.23",,,
1,105628302,Warren County SD,Warren,"$47,156,108.53","$27,228,546.41","$25,863,764.41","$1,364,782.00",,"$49,191.76",,,"$414,742.06",,,,,"$4,315,497.30",,,,,,"$3,167,554.54","$153,615.00","$1,153,200.41","$83,175.40","$2,736,359.40",,,"$24,993.00",,,"$1,023,439.00","$32,565.00","$32,348.33",,,,,,"$6,740,880.92",,,
1,101630504,Avella Area SD,Washington,"$6,844,582.33","$4,488,245.93","$4,309,262.45","$178,983.48",,,,,"$4,541.32",,,,,"$575,222.83",,,,,,"$490,325.83","$8,855.00",,"$8,867.84","$251,682.71",,"$25,230.00",,,,"$105,057.00","$9,722.20",,,,$679.74,,,"$876,151.93",,,
1,101630903,Bentworth SD,Washington,"$10,718,828.53","$6,799,371.73","$6,444,375.81","$354,995.92",,"$38,405.09",,,,,,,,"$823,728.79",,,,,,"$519,885.00","$8,085.00","$261,629.14","$20,973.53","$399,196.99",,"$80,211.00",,,,"$210,735.00","$9,722.20",,,,,,,"$1,546,885.06",,,
1,101631003,Bethlehem-Center SD,Washington,"$14,078,156.39","$9,111,755.16","$8,850,631.82","$261,123.34",,"$22,760.14",,,,,,,,"$1,031,547.37",,,,,,"$1,190,039.49","$23,100.00","$47,828.45","$20,672.90","$465,520.11",,,,,,"$252,070.00",,,,,,,"$90,263.18","$1,822,599.59",,,
1,101631203,Burgettstown Area SD,Washington,"$11,330,405.23","$6,846,926.64","$6,454,361.27","$392,565.37",,,,,,,,,,"$929,326.66",,,,,,"$554,027.61","$10,780.00","$258,795.89","$19,822.83","$532,637.31",,"$106,629.54",,,,"$239,888.00","$26,764.72",,,,,,"-$9,338.71","$1,814,144.74",,,
1,101631503,California Area SD,Washington,"$10,167,358.08","$6,109,516.86","$5,949,852.70","$159,664.16",,,,,,,,,,"$674,474.07",,,,,,"$776,060.52","$15,015.00","$581,983.78","$48,761.52","$407,101.25",,"$66,976.88",,,,"$173,671.00",,,,,,,"$212,325.79","$1,101,471.41",,,
1,101631703,Canon-McMillan SD,Washington,"$25,481,807.12","$13,058,870.84","$11,828,899.90","$1,229,970.94",,"$67,278.86",,,,,,,,"$2,319,639.83",,,,,,"$1,141,211.15","$120,120.00","$1,500,620.07","$98,260.87","$926,253.46",,"$59,329.40",,,,"$537,616.00","$26,764.72",,,,,,,"$5,625,841.92",,,
1,101631803,Charleroi SD,Washington,"$14,961,239.77","$8,683,805.48","$8,205,420.58","$478,384.90",,"$18,536.92",,,,,,,,"$1,245,318.63",,,,,,"$451,572.76","$8,085.00","$1,131,160.56","$36,076.00","$643,845.97",,,,,,"$321,336.00","$9,722.20",,,,"$12,027.64",,,"$2,399,752.61",,,
1,101631903,Chartiers-Houston SD,Washington,"$8,541,937.34","$5,221,451.48","$4,890,965.42","$330,486.06",,$48.59,,,,,,,,"$701,681.17",,,,,,"$238,503.47","$24,640.00","$402,713.13","$23,309.66","$312,539.55",,,,,,"$178,652.00",$400.00,,,,,,"-$30,241.24","$1,468,239.53",,,
1,101632403,Fort Cherry SD,Washington,"$10,588,275.47","$6,812,663.33","$6,596,800.16","$215,863.17",,"$15,552.02",,,"$82,426.93",,,,,"$835,536.90",,,,,,"$663,706.17","$3,850.00",,"$18,291.20","$449,785.71",,,,,,"$186,506.00",,"$10,555.09",,,,,"$89,829.05","$1,419,573.07",,,
1,101633903,McGuffey SD,Washington,"$17,014,121.76","$10,791,203.16","$10,327,500.32","$463,702.84",,"$20,209.70",,,"$63,159.70",,,,,"$1,417,711.72",,,,,,"$921,108.65","$11,165.00","$392,741.05","$29,087.18","$873,190.57",,,"$70,119.43",,,"$339,263.00","$14,411.74",,,,,,,"$2,070,750.86",,,
1,101636503,Peters Township SD,Washington,"$16,332,540.03","$6,768,824.63","$5,630,083.38","$1,138,741.25",,,,,,,,,,"$1,657,860.42",,,,,$250.00,"$728,901.15","$133,980.00","$662,038.59","$73,651.88","$728,323.74",,,,,,"$335,813.00","$9,722.20",,,,"$39,035.11",,,"$5,194,139.31",,,
1,101637002,Ringgold SD,Washington,"$24,177,589.41","$13,860,088.50","$13,063,334.81","$796,753.69",,"$42,452.36",,,,,"$1,470.00",,,"$2,160,071.57",,,,,,"$1,591,479.33","$66,605.00","$591,660.11","$52,082.70","$1,219,594.86",,"$97,858.28","$20,000.00",,,"$540,337.00","$1,078.10",,,,"$320,000.00",,,"$3,612,811.60",,,
1,101638003,Trinity Area SD,Washington,"$23,231,993.82","$12,954,256.83","$12,333,688.79","$620,568.04",,"$136,528.01",,,"$124,432.25",,,,,"$2,126,840.89",,,,,,"$1,212,193.91","$27,335.00","$400,249.21","$58,338.18","$1,287,524.50",,"$59,984.00",,,,"$470,547.00","$9,722.20","$17,581.51",,,,,"$221,448.98","$4,125,011.35",,,
1,101638803,Washington SD,Washington,"$15,921,285.83","$9,538,063.64","$9,107,531.12","$430,532.52",,"$50,460.43",,,,,,,,"$1,674,112.46",,,,,,"$324,143.69","$11,935.00","$213,632.51","$34,394.23","$1,120,123.82",,"$8,451.79","$199,169.50",,,"$335,434.00",,,,,,,,"$2,411,364.76",,,
1,119648703,Wayne Highlands SD,Wayne,"$19,048,285.49","$9,583,959.74","$8,670,192.49","$913,767.25",,"$37,141.71",,,"$65,010.50",,"$3,570.00",,,"$1,707,121.75",,,,,,"$1,761,701.98","$14,630.00","$46,537.45","$45,276.89","$1,153,939.84",,,,,,"$340,935.00",,"$12,039.86",,,,,,"$4,276,420.77",,,
1,119648903,Western Wayne SD,Wayne,"$16,680,858.06","$6,017,504.77","$5,400,542.58","$616,962.19",,"$18,434.45",,,,,,,,"$1,230,894.34","$1,544,904.00",,,,,"$3,010,952.09","$48,895.00","$558,309.57","$37,256.68","$876,889.68",,"$35,000.00",,,,"$239,366.00","$22,075.80",,,,,,,"$3,040,375.68",,,
1,107650603,Belle Vernon Area SD,Westmoreland,"$18,130,059.33","$10,571,432.02","$9,848,524.21","$722,907.81",,"$6,493.84",,,,,,,,"$1,693,814.14",,,,,,"$900,183.49","$24,255.00",,"$51,448.18","$943,481.75",,"$228,748.66",,,,"$444,877.00",,,,,,,,"$3,265,325.25",,,
1,107650703,Burrell SD,Westmoreland,"$12,339,200.33","$6,508,619.66","$5,969,126.50","$539,493.16",,"$101,783.71",,,,,,,,"$1,238,476.51",,,,,,"$690,487.18","$27,335.00","$226,831.47","$32,435.50","$701,627.38",,,"$23,472.07",,,"$268,508.00","$26,540.84",,,,,,,"$2,493,083.01",,,
1,107651603,Derry Area SD,Westmoreland,"$20,547,020.31","$11,885,762.44","$11,530,163.85","$355,598.59",,"$153,806.40",,,"$66,401.73",,"$1,470.00",,,"$1,723,086.06",,,,,,"$1,132,211.05","$33,495.00","$785,728.40","$39,708.39","$969,501.43",,"$76,034.84",,,,"$392,930.00","$27,680.37",,,,,,"$284,728.99","$2,974,475.21",,,
1,107652603,Franklin Regional SD,Westmoreland,"$17,029,039.22","$8,099,502.97","$7,142,753.66","$956,749.31",,"$3,114.05",,,,,,,,"$1,891,805.18",,,,,,"$909,376.69","$58,135.00","$48,431.16","$67,327.38","$841,512.48",,"$38,300.41",,,,"$334,456.00","$16,950.93",,,,,,,"$4,720,126.97",,,
1,107653102,Greater Latrobe SD,Westmoreland,"$21,123,101.29","$10,960,912.87","$10,960,912.87",,,"$158,697.42",,,,,,,,"$2,238,073.09",,,,,,"$1,185,404.14","$71,995.00","$233,642.63","$68,081.83","$753,932.41",,"$2,358.51",,,,"$516,843.00",,,,,,,"$820,227.10","$4,112,933.29",,,
1,107653203,Greensburg Salem SD,Westmoreland,"$20,090,527.53","$10,993,176.93","$10,993,176.93",,,"$56,145.48",,,,,,,,"$2,123,046.65",,,,,,"$726,807.39","$42,735.00","$470,209.99","$51,275.47","$830,284.55",,"$19,550.72",,,,"$427,212.00","$15,902.52",,,,,,"$692,245.53","$3,520,734.59",,"$121,200.71",
1,107653802,Hempfield Area SD,Westmoreland,"$35,983,544.00","$20,195,975.00","$18,323,572.00","$1,872,403.00",,"$87,615.00",,,,,,,,"$3,522,195.00",,,,,,"$1,936,273.00","$90,090.00","$1,128,212.00","$108,736.00","$1,261,057.00",,,,,,"$707,433.00","$2,059.00",,,,"$20,000.00",,,"$6,923,899.00",,,
1,107654103,Jeannette City SD,Westmoreland,"$13,372,717.57","$8,577,360.74","$8,245,025.25","$332,335.49",,"$28,121.72",,,,,,,,"$1,103,321.99",,,,,,"$335,113.34","$21,945.00","$535,329.66","$19,196.46","$628,533.56",,"$114,437.00","$93,961.86",,,"$247,552.00","$22,165.95",,,,,,"-$9,451.00","$1,634,085.41","$21,043.88",,
