Cat,AUN,school_district,county,total_local_rev,real_estate_revenue,Interim Real Estate Taxes 6112,Public Utility Realty Tax 6113,Payment in Lieu State & Local 6114,Payment in Lieu Federal 6115,"Per Capita, Section 679 6120",Current Act 1 Earned Income Tax 6131,Current Act 511 Per Capita Taxes 6141,Current Act 511 Occupation Taxes-Flat Rate 6142,Current Act 511 Local Services Taxes 6143,Current Act 511 Business Privilege Taxes-Flat Rate 6145,Current Act 511 Mechanical Device Taxes-Flat Rate 6146,Current Act 511 Taxes-Other Flat Rate Assessments 6149,Current Act 511 Earned Income Taxes 6151,Current Act 511 Occupation Taxes 6152,Current Act 511 Real Estate Transfer Taxes 6153,Current Act 511 Amusement Taxes 6154,Current Act 511 Business Privilege Taxes 6155,Current Act 511 Mechanical Device Taxes-Percentage 6156,Current Act 511 Mercantile Taxes 6157,Current Act 511 Taxes-Other Proportional Assessments 6159,Earned Income Tax 6161,Liquor Sales Tax 6162,Cigarette Tax 6163,Sales and Use Tax 6164,General Business Taxes 6165,Business Use & Occupancy Tax 6166,Non-Business Income Tax 6167,Real Estate Transfer Tax 6168,Current Mercantile Taxes 6169,Delinquent Taxes 6400,Earnings on Investments 6500,Food Service Revenue 6600,Revenue from District Activities 6700,Revenue from Local Gov't Units 6810,State Revenue from Other Public Schools 6821,State Revenue from Intermediate Sources 6829,Federal Revenue from Other PA Public Schools  6831,Federal IDEA Revenue Received as Pass Through 6832,ARRA - IDEA Revenue received as Pass Through 6833,ARRA - WIA Revenue received as Pass Through 6834,ARRA - Title I Revenue Received as Pass Through 6835,ARRA - Race to the Top received as Pass Through 6836,Federal Revenue from Intermediate Sources 6839,Other Revenue from Intermediate Sources 6890,Rentals 6910,Contributions from Private Sources 6920,Regular Day School Tuition 6941,Summer School Tuition 6942,Adult Education Tuition 6943,Receipts from Other LEAs in PA - Education 6944,Receipts from Out-of-State LEAs 6945,Receipts From Member Districts – AVTS / Special Program Jointure Only 6946,Other Tuition from Patrons 6949,Transportation Services Provided Other PA LEAs 6961,All Other Services Provided Other PA LEAs 6962,All Other Services Provided Other Govt's and LEAs Not Specified Elsewhere 6969,Services Provided Other Funds 6970,Revenue from Community Services Activities 6980,Refunds of a Prior Year Expenditure 6991,Energy Efficiency Revenues and Incentives 6992,Other Revenues Not Specified Elsewhere 6999
1,120483302,Easton Area SD,Northampton,"$116,141,937.57","$100,168,133.09","$1,020,915.26","$99,297.72",,,,,,,,,,,"$8,073,860.21",,"$2,059,121.31",,,,,,,,,,,,,,,"$2,605,963.66","$407,849.83",,"$149,686.35",,,,,"$1,192,306.74",,,,,,,"$13,400.00",,"$33,531.20","$26,950.00",,,,,,,,,,,"$34,024.01",,"$256,898.19"
1,120484803,Nazareth Area SD,Northampton,"$68,716,539.03","$57,014,550.46","$500,537.24","$57,823.76","$18,893.78",,,$0.00,,,,,,,"$7,051,201.23",,"$889,880.52",,,,,,,,,,,,,,,"$1,428,926.02","$756,458.07",,"$179,842.21",,,,,"$465,689.38",,,,,,,"$61,461.23","$161,737.15","$8,292.53","$15,548.00",,"$19,825.98",,,,,,,,"$39,595.78","$9,542.79",,"$36,732.90"
1,120484903,Northampton Area SD,Northampton,"$73,077,815.34","$59,624,154.20","$186,494.65","$61,758.20","$17,679.46",,"$116,753.60",,"$116,753.60",,,,,,"$8,033,607.18",,"$783,633.91",,,,,,,,,,,,,,,"$2,134,211.80","$644,867.35",,"$142,033.08",,,,"$6,345.00","$744,439.09",,,,,,,"$9,625.00","$78,151.33",,"$21,000.00","$7,001.48","$162,440.26",,,$465.50,,,"$3,510.02",,,"$41,331.34","$57,196.12","$84,363.17"
1,120485603,Pen Argyl Area SD,Northampton,"$20,667,759.93","$16,472,831.37","$50,022.81","$17,157.58",$349.97,,"$18,810.71",,"$18,810.71",,,,,,"$2,573,124.83",,"$248,412.68",,,,,,,,,,,,,,,"$757,177.14","$174,800.66",,"$32,316.67",,,,,"$250,204.23",,,,,,,"$1,403.39","$3,561.64",,,,"$15,363.23",,,,,,,,,"$31,161.99",,"$2,250.32"
1,120486003,Saucon Valley SD,Northampton,"$36,219,537.22","$30,135,664.88","$164,429.94","$31,676.53",,,,,,,"$27,990.25",,,,"$3,331,957.88",,"$577,304.90",,,,,,,,,,,,,,,"$1,123,275.96","$353,985.59",,"$65,688.58",,,,$627.00,"$277,398.99",,,,,"$12,127.30",,"$2,509.80","$8,069.99",,$50.00,,"$24,350.92",,,,,,,,"$6,549.00",,,"$75,879.71"
1,120488603,Wilson Area SD,Northampton,"$27,701,340.16","$23,112,448.36","$71,745.54",,,,,,,,"$15,993.73",,,,"$2,017,092.54",,"$318,526.12",,,,"$405,755.29",,,,,,,,,,,"$1,085,113.72","$232,734.98",,"$25,088.85",,,,,"$306,609.02",,,,,,,"$5,069.31","$3,160.47",,,,"$51,096.31",,,,,,,,,"$19,722.50","$11,874.52","$19,308.90"
1,116493503,Line Mountain SD,Northumberland,"$8,642,294.00","$5,650,820.00",,"$7,068.00","$7,327.00",,"$23,204.00",,"$23,205.00",,,,,,"$919,930.00","$869,964.00","$100,501.00",,,,,,,,,,,,,,,"$658,931.00","$142,157.00",,"$26,682.00","$22,514.00",,,,"$185,693.00",,,,,,,,,,,,,,,,,,,,,,,"$4,298.00"
1,116495003,Milton Area SD,Northumberland,"$17,107,548.85","$11,149,380.52","$70,053.29","$13,665.04","$42,248.47",,"$29,674.32",,"$52,012.85",,,,,,"$4,243,479.47",,"$195,490.10",,,,,,,,,,,,,,,"$553,619.97","$112,006.93",,"$49,992.00",,,,,"$383,174.00",,,,,,,"$1,483.00","$2,941.66",,,,"$50,662.74",,,,,,,,,$651.00,,"$157,013.49"
1,116495103,Mount Carmel Area SD,Northumberland,"$5,470,440.11","$2,899,386.98",,"$4,200.29","$9,455.92",,"$21,195.97",,"$21,258.87",,"$236,003.08",,,,"$931,753.93","$1,509.24","$74,379.94",,,,,,,,,,,,,,,"$698,919.86","$31,388.48",,"$100,174.51",,,,,"$385,463.91",,,,,"$43,337.15",,"$1,500.00",,"$8,611.69",,,,,,,,,,,,$360.95,,"$1,539.34"
1,116496503,Shamokin Area SD,Northumberland,"$7,122,548.61","$3,017,519.33",,,"$9,369.13",,"$33,867.50",,"$67,013.06",,"$25,450.63",,,,"$1,456,903.82","$413,089.80","$135,646.08",,"$189,149.85",,,,,,,,,,,,,"$776,157.61","$50,390.74",,"$76,630.18",,,,,"$494,053.28",,,,,,"$8,523.49","$1,700.00","$147,279.18",,$735.00,,"$29,026.26",,,"$4,665.00",,,"$5,000.00",,,"$147,065.64",,"$33,313.03"
1,116496603,Shikellamy SD,Northumberland,"$22,331,720.86","$15,722,308.26",,"$18,390.13","$45,914.64",,"$41,601.70",,"$41,601.70",,,,,,"$2,159,381.80","$1,166,013.55","$202,376.53",,,,,,,,,,,,,,,"$1,483,408.17","$256,404.22",,"$72,976.58",,,,,"$655,146.30",,,,,,"$28,551.90","$16,464.60","$20,894.00",,"$1,040.00",,"$207,557.44",,,,,,,,,"$171,954.60",,"$19,734.74"
1,116498003,Warrior Run SD,Northumberland,"$13,263,092.83","$7,959,807.96","$50,012.33","$10,680.28","$28,104.02",,"$27,530.34",,"$27,501.02",,,,,,"$3,010,051.62",,"$183,885.67",,,,,,,,,,,,,,,"$561,886.45","$824,621.74",,,,,,,"$250,813.20",,,,,,,"$95,108.82","$85,069.63",,$855.00,,"$139,091.63",,,,,,,,,"$1,737.63",,"$6,335.49"
1,115503004,Greenwood SD,Perry,"$7,121,215.63","$5,022,120.03","$8,566.56","$6,203.97","$4,803.86",,,,,,,,,,"$1,494,595.58",,"$60,119.17",,,,,,,,,,,,,,,"$266,574.51","$35,743.07",,"$17,405.00",,"$24,454.25",,,"$137,748.80",,,,,,,$765.00,,"$31,989.20","$1,000.00",$103.00,,,,,,,,,,"$1,069.06",,"$7,954.57"
1,115504003,Newport SD,Perry,"$8,851,976.88","$5,945,416.01","$28,221.69","$7,161.86","$3,578.05",,"$22,709.30",,"$22,709.30",,,,,,"$1,781,629.14",,"$64,795.60",,,,,,,,,,,,,,,"$297,610.13","$102,262.88",,"$35,564.86",,,,,"$221,736.06",,,,,"$1,000.00",,"$1,442.47","$1,873.53",,"$2,130.00",,"$62,048.32",,,,,,"$3,671.00",,,"$19,332.55",,"$227,084.13"
1,115506003,Susquenita SD,Perry,"$16,756,293.00","$10,449,915.00","$46,526.00","$13,926.00","$13,310.00",,,,,,,,,,"$4,487,508.00",,"$203,312.00",,,,,,,,,,,,,,,"$580,938.00","$261,624.00",,"$38,458.00",,"$56,864.00",,,"$361,423.00",,,,,,,"$11,674.00",,,"$2,810.00",,"$208,720.00",,,,,,,,,"$3,082.32","$3,944.00","$12,258.68"
1,115508003,West Perry SD,Perry,"$22,350,172.01","$14,832,128.92","$91,156.00","$18,284.00","$86,471.00",,"$54,094.00",,"$54,094.00",,,,,,"$4,921,805.91",,"$313,305.77",,,,,,,,,,,,,,,"$1,106,850.14","$243,470.00",,"$30,340.57",,"$108,377.74",,,"$393,460.58",,,,,,,"$13,056.00",,,"$2,860.00",,"$11,904.72",,,,,,,,,"$51,744.66",,"$16,768.00"
1,126515001,Philadelphia City SD,Philadelphia,"$1,604,063,384.65","$816,826,482.95",,"$1,176,393.03","$4,619.38",,,,,,,,,,,,,,,,,,,"$53,574,618.74","$57,770,885.35","$120,000,000.00","$5,138,140.19","$170,669,751.41","$50,243,284.44",,,"$41,796,723.44","$10,964,208.89",,"$80,988.29","$20,426,532.08",,,,,,,,,,,"$260,896.77","$100,000.00","$19,397.43",,,"$3,615.57",,,,,,,"$13,860.00",,"$461,890.72",,"$254,531,095.97"
1,120522003,Delaware Valley SD,Pike,"$50,082,619.99","$44,331,211.72","$91,467.27","$42,879.71","$50,277.15",,,,,,,,,,,,"$767,217.47",,,,,,,,,,,,,,,"$3,035,066.74","$589,626.85",,"$40,908.69",,,"$205,000.00",,"$808,637.61",,,,,,,"$12,390.00",,,"$8,900.00","$65,652.13",,,,"$33,000.00",,,,,,$384.65,,
1,119648303,Wallenpaupack Area SD,Pike,"$57,459,788.64","$51,055,287.32","$56,660.54","$47,896.09","$74,275.86",,,,,,,,,,,,"$1,187,678.47",,,,,,,,,,,,,,,"$2,847,409.48","$439,391.33",,"$29,036.40","$11,064.00",,,,"$667,837.11",,,,,"$130,292.00",,"$26,400.00",,,,,"$878,678.17",,,,,,,,,"$1,705.39",,"$6,176.48"
1,109530304,Austin Area SD,Potter,"$1,893,674.91","$1,251,439.39",,"$1,347.58","$222,361.24",,,,"$2,807.80",,,,,,"$98,581.08",,"$18,276.06",,,,,,,,,,,,,,,"$116,138.93","$10,356.60",,"$5,818.00",,,,,"$34,142.94",,,,,,,,,"$1,239.16",,,"$122,133.34",,,,,,,,,,,"$9,032.79"
1,109531304,Coudersport Area SD,Potter,"$5,712,088.21","$4,259,030.06",,"$4,852.47","$90,228.19",,"$13,097.60",,"$13,100.60",,"$26,711.10",,,,"$525,573.47","$47,123.81","$70,671.38",,,,,,,,,,,,,,,"$328,899.61","$104,001.70",,"$33,754.25",,,,,"$134,476.00",,,,,,,,"$6,100.00",,$300.00,,"$34,924.76",,,,,,,,,,,"$19,243.21"
1,109532804,Galeton Area SD,Potter,"$3,853,550.95","$2,748,593.36",,"$2,869.36","$224,903.55",,"$6,064.75",,,,,,,,"$222,234.57",,"$118,048.94",,,,,,,,,,,,,,,"$223,246.60","$22,885.00",,"$9,467.00",,"$148,050.05",,,"$73,960.41",,,,,"$23,350.33",,,,,,,,,,,,,,,,"$28,964.03",,$913.00
1,109535504,Northern Potter SD,Potter,"$3,445,735.55","$2,599,198.88",,"$2,835.40","$37,464.80",,"$8,860.30",,"$8,860.30",,,,,,"$267,747.06","$50,922.90","$45,421.34",,,,,,,,,,,,,,,"$225,373.26","$43,241.41",,"$14,211.99",,,,,"$99,642.00",,,,,,,"$1,140.00","$19,635.34",$200.00,,,,,,,,,,,,"$5,448.82",,"$15,531.75"
1,109537504,Oswayo Valley SD,Potter,"$2,503,346.28","$1,654,101.08",,"$2,134.37","$2,418.00",,,,,,,,,,"$197,619.19","$75,796.40","$29,765.17",,,,,,,,,,,,,,,"$280,531.87","$34,854.56",,"$9,711.92",,,,,"$66,843.00",,,,,,,$548.75,"$114,000.00",,,,,,,,,,,,,"$22,271.77",,"$12,750.20"
1,129540803,Blue Mountain SD,Schuylkill,"$26,124,403.15","$18,719,302.98",,"$21,506.03","$13,950.91",,,,,,"$42,033.40","$3,514.86",,,"$2,765,525.44","$1,565,506.88","$431,385.90",,,,,,,,,,,,,,,"$1,045,782.60","$171,471.08",,"$180,692.67",,,,,"$473,608.00",,,,,,,"$6,030.00","$404,728.76","$22,812.66","$7,620.00",,"$163,713.17",,,,,,,,,"$77,049.62",,"$8,168.19"
1,129544503,Mahanoy Area SD,Schuylkill,"$5,721,019.40","$3,800,543.45",,"$4,534.85","$1,460.24",,,,,,"$11,369.92",,,,"$585,517.61","$204,965.80","$48,701.66","$2,036.12",,,,,,,,,,,,,,"$596,437.93","$50,679.93",,"$25,598.17",,,,"$48,255.05","$204,597.00",,,,,,,"$9,767.17","$13,951.52",,,,,,,,"$50,614.90",,"$4,993.75",,"$3,469.00","$45,254.08",,"$8,271.25"
1,129544703,Minersville Area SD,Schuylkill,"$8,424,132.45","$5,708,600.32",,"-$1,736.98","$18,460.17",,"$18,392.70",,"$18,392.70",,"$23,269.60",,,,"$853,468.33","$376,724.40","$49,008.60",,,,,,,,,,,,,,,"$908,241.33","$70,360.26",,"$45,668.55","$21,500.30",,,,"$231,199.00",,,,,,,,"$70,423.25",,,,"$7,924.35",,,,,,,,,,,"$4,235.57"
1,129545003,North Schuylkill SD,Schuylkill,"$13,043,706.21","$8,120,261.09",,"$10,555.10","$13,909.59",,,,,,"$23,586.49",,,,"$1,485,597.38","$731,275.98","$99,380.24",,,,,,,,,,,,,,,"$1,408,750.33","$129,107.16",,"$96,192.00",$500.00,,,"$172,039.62","$311,838.00",,,,,,,"$19,450.00","$52,509.00","$4,635.24",,,"$320,935.08",,,,"$38,615.00",,,,,,,"$4,568.91"
1,129546003,Pine Grove Area SD,Schuylkill,"$12,948,957.71","$8,616,443.00",,"$10,095.24","$21,854.96",,,,,,"$17,435.18",,,,"$1,239,957.71","$903,760.00","$776,553.51",,,,,,,,,,,,,,,"$745,418.94","$122,672.06",,"$51,010.44",,"$101,867.93",,"$119,208.83","$224,315.00",,,,,,,"$10,812.86",$500.00,"-$59,802.63",,,,,,,,,,,,"$36,089.40",,"$10,765.28"
1,129546103,Pottsville Area SD,Schuylkill,"$18,363,611.63","$10,396,144.28",,"$13,199.11","$65,215.52",,"$39,595.70",,"$39,595.70",,"$43,600.11",,,,"$1,765,027.01","$537,458.46","$194,152.30",,"$905,751.60",,,,,,,,,,,,,"$1,482,989.31","$48,413.08",,"$211,693.89",,,,,"$484,032.00",,,,,,,"$6,660.99","$105,219.88",,,,"$1,872,016.37",,,,"$29,880.00",,,"$1,421.70",,"$40,250.29","$5,448.60","$75,845.73"
1,129546803,Saint Clair Area SD,Schuylkill,"$5,457,822.91","$3,708,237.26",,"$4,507.29","$3,261.33",,"$15,201.60",,"$15,201.60",,"$14,665.41",,,,"$582,074.40","$66,180.42","$51,409.71",,"$243,475.81",,,,,,,,,,,,,"$340,559.66","$72,327.50",,"$66,144.71",,$63.77,,"$46,520.12","$132,514.00",,,,,,,"$38,590.00",,,,,"$45,626.35",,,,,"-$7,530.18",,,,"$14,757.82",,"$4,034.33"
1,129547303,Schuylkill Haven Area SD,Schuylkill,"$9,260,309.82","$5,849,726.74",,"$7,264.16","$26,077.28",,"$20,195.06",,"$16,160.24",,"$6,611.75",,,,"$981,713.94","$499,506.48","$106,955.04",,,,,,,,,,,,,,,"$763,521.62","$87,208.82",,"$36,554.50",,,,"$96,245.95","$225,692.00",,,,,,,"$38,745.60","$187,148.00","$24,046.73",,,"$223,109.10",,,,,"$14,821.39",,,"$7,518.00","$1,285.95",,"$40,201.47"
1,129547203,Shenandoah Valley SD,Schuylkill,"$5,141,268.15","$3,359,261.58",,"$4,091.08","$136,732.83",,"$7,521.50",,"$7,521.50",,"$9,049.59",,,,"$590,394.92","$47,356.00","$39,066.27",,,,,,,,,,,,,,,"$405,941.08","$84,689.89",,"$22,491.00",,,,,"$167,572.00",,,,,,,,"$25,031.00","$149,475.46",$800.00,,,,,,"$49,754.00",,,,,,,"$34,518.45"
1,129547603,Tamaqua Area SD,Schuylkill,"$17,434,792.45","$11,702,789.64","-$178,940.43","$14,187.47","$10,134.59",,"$32,638.70",,"$32,638.70","$1,071,328.50","$24,390.84",,,,"$1,676,309.74",,"$143,805.94",,,,,,,,,,,,,,,"$1,482,579.20","$187,774.86",,"$67,541.00",,,,,"$418,800.24",,,,,,,"$13,110.00","$716,139.93",,,,,,,,,,,,"$2,199.00",,"$11,925.00","$5,439.53"
1,129547803,Tri-Valley SD,Schuylkill,"$6,301,103.73","$4,134,955.22",,"$4,999.87","$12,316.40",,"$19,457.05",,"$19,457.05",,"$35,857.06",,,,"$735,724.03","$573,601.60","$68,515.69",,,,,,,,,,,,,,,"$343,263.60","$64,245.90",,"$69,334.98",,,,"$37,768.41","$138,759.00",,,,,,,"$1,234.45","$3,775.00",,,,,,,,,,,,,"$16,793.37",,"$21,045.05"
1,129548803,Williams Valley SD,Schuylkill,"$4,538,973.42","$2,407,149.10",,"$7,193.98","$21,127.06",,"$18,023.85",,"$17,690.45",,"$3,940.51",,,,"$703,084.49","$370,419.50","$57,883.50",,,,,,,,,,,,,,,"$485,375.72","$116,745.54",,"$67,977.99",,,,,"$198,519.00",,,,,,,,$200.00,,,,"$11,875.86",,,,,,,,,"$2,826.51",,"$48,940.36"
1,116555003,Midd-West SD,Snyder,"$18,291,827.32","$11,246,168.45","$56,902.26","$15,873.97","$61,282.97",,"$54,681.17",,"$51,544.98",,,,,,"$5,354,284.36",,"$216,870.91",,,,,,,,,,,,,,,"$486,440.97","$116,890.44",,"$54,102.23",,,,,"$447,632.21",,,,,,,"$17,017.90",,,,,,,,,,,,,,"$40,999.78",,"$71,134.72"
1,116557103,Selinsgrove Area SD,Snyder,"$26,387,483.78","$16,769,161.88","$71,783.21","$22,388.76","$156,414.55",,"$59,982.50",,"$59,971.50",,,,,,"$7,321,305.27",,"$298,194.25",,,,,,,,,,,,,,,"$648,152.23","$240,970.54",,"$148,869.59",,,,,"$335,662.03",,,,,,,"$96,133.68","$26,921.00","$79,122.33",$130.00,,"$18,494.84",,,,,,,,,"$20,342.98",,"$13,482.64"
1,108561003,Berlin Brothersvalley SD,Somerset,"$3,775,659.83","$2,603,121.38","$26,470.31","$3,048.50","$7,665.60",,"$14,012.10",,"$14,082.10","$19,220.40",,,,,"$528,518.47",,"$54,838.48",,,,,,,,,,,,,,,"$201,024.02","$63,285.24",,"$44,374.02",,,,,"$149,204.31",,,,,,,,"$31,952.72","$2,225.00",,,,,,,,,,,,"$2,861.00",,"$9,756.18"
1,108561803,Conemaugh Township Area SD,Somerset,"$4,156,877.26","$2,675,407.26","$19,433.93","$3,485.34",$109.56,,"$13,669.53",,"$13,865.52",,"$5,316.26",,,,"$687,380.58","$42,903.50","$56,865.47",,,,,,,,,,,,,,,"$243,927.71","$117,463.28",,"$34,611.00",,,,"$27,323.10","$205,836.76",,,,,,,$360.00,,,,,,,,,,,,,,"$4,823.39",,"$4,095.07"
1,108565203,Meyersdale Area SD,Somerset,"$3,275,022.26","$2,007,525.01","$19,249.63","$2,653.86","$4,501.32",,"$16,458.00",,"$16,426.50",,,,,,"$545,018.83",,"$93,004.22",,,,,,,,,,,,,,,"$255,661.20","$87,993.68",,"$22,516.65","$4,380.53",,,,"$152,819.15",,,,,,,"$1,600.00","$39,315.59",,,,,,,,,,,,,"$1,496.12",,"$4,401.97"
1,108565503,North Star SD,Somerset,"$5,797,667.96","$4,012,234.59","$17,324.05","$4,755.24","$20,228.77",,"$13,058.50",,"$13,058.50",,,,,,"$741,157.92",,"$46,200.17",,,,,,,,,,,,,,,"$400,302.09","$149,401.65",,"$17,039.00",,,,,"$226,984.84",,,,,"$4,973.72",,"$7,875.00","$22,500.00","$66,154.76",,,,,,"$5,700.00",,,"$2,029.47",,,"$18,321.24",,"$8,368.45"
1,108566303,Rockwood Area SD,Somerset,"$5,793,957.77","$4,647,593.06","$11,842.70","$5,078.90","$18,963.05",,,,,,,,,,"$579,736.73",,"$138,523.36",,,,,,,,,,,,,,,"$194,353.13","$111,686.76",,"$3,366.05",,,,,"$81,936.30",,,,,,,,,$525.00,,,,,,,,,,,,,,$352.73
1,108567004,Salisbury-Elk Lick SD,Somerset,"$1,320,797.75","$860,443.79","$2,590.23","$1,207.33","$8,689.34",,"$6,695.80",,"$6,695.80",,,,,,"$203,675.48",,"$27,437.34",,,,,,,,,,,,,,,"$62,769.22","$70,596.24",,"$17,644.00",,,,,"$52,144.66",,,,,,,,,,,,,,,,,,,,,,,$208.52
1,108567204,Shade-Central City SD,Somerset,"$2,655,753.00","$1,763,623.91","$5,423.17","$2,064.03","$5,858.43",,"$14,298.20",,,,"$2,191.27",,,,"$297,370.03",,"$56,749.82",,,,,,,,,,,,,,,"$215,819.62","$17,537.18",,"$36,422.51",,,,,"$113,055.95",,,,,"$4,000.00",,,,,,,"$110,497.00",,,,,,,,,,,"$10,841.88"
1,108567404,Shanksville-Stonycreek SD,Somerset,"$4,049,291.87","$3,281,383.87","$19,488.73","$3,676.61","$6,092.63",,"$5,538.13",,"$6,027.87",,,,,,"$272,516.30",,"$126,295.85",,,,,,,,,,,,,,,"$153,465.10","$65,471.94",,"$6,565.00",,,,,"$92,571.87",,,,,,,,"$7,638.75",,,,,,,,,,,,,,,"$2,559.22"
1,108567703,Somerset Area SD,Somerset,"$22,103,304.27","$17,296,205.12","$73,690.34","$19,041.47","$10,761.66",,"$38,220.13",,"$38,137.92","$56,689.60","$61,969.48",,,,"$1,717,024.37",,"$290,539.88",,"$161,935.50",,"$282,430.96",,,,,,,,,,,"$1,118,178.21","$254,132.94",,"$32,529.00",,,,,"$444,241.03",,,,,,,"$7,040.00","$7,100.00","$6,425.00",,,"$170,362.76",,,,,,,,"$13,553.19",,,"$3,095.71"
1,108568404,Turkeyfoot Valley Area SD,Somerset,"$1,798,676.86","$1,279,519.72","$13,310.78","$1,526.48","$17,083.78",,,,,,,,,,"$186,358.30",,"$25,545.11",,,,,,,,,,,,,,,"$172,894.88","$31,375.42",,"$5,792.00",,,,,"$55,550.55",,,,,,,,"$8,724.00",,,,,,,,,,,,$15.70,$486.31,,$493.83
1,108569103,Windber Area SD,Somerset,"$4,857,827.84","$3,050,972.52","$8,679.43","$3,495.64","$31,944.57",,,,,,"$11,836.02",,,,"$672,828.36",,"$51,977.43",,,,,,,,,,,,,,,"$276,470.76","$120,854.19",,"$36,001.00",,,,,"$215,722.43",,,,,,,"$6,200.00","$44,283.62","$80,942.68",,,,,,,,"$12,542.00",,,,"$222,044.76",,"$11,032.43"
1,117576303,Sullivan County SD,Sullivan,"$9,741,455.80","$8,164,712.74","$37,019.39","$8,069.08","$173,763.70",,,,,,,,,,"$497,615.18",,"$141,744.53",,,,,,,,,,,,,,,"$308,866.22","$46,403.30",,"$16,816.00",,,,,"$141,091.38",,,,,,$44.31,"$190,170.00",,,,,,,,,,,,,,"$15,139.97",,
1,119581003,Blue Ridge SD,Susquehanna,"$6,963,781.04","$5,701,821.40",,"$5,666.15","$69,973.26",,,,,,,,,,,,"$70,042.91",,,,,,,,,,,,,,,"$413,634.54","$99,042.21",,$440.00,,,,,"$156,786.41",,,,,,,"$110,446.23","$52,608.52",,,,,,,"$62,200.02",,,,,,"$3,559.66","$1,030.65","$216,529.08"
1,119582503,Elk Lake SD,Susquehanna,"$9,056,096.77","$6,530,015.98",,,"$4,469.44",,"$13,453.30",,"$13,051.50",,,,,,"$701,158.08",,"$89,736.83",,,,,,,,,,,,,,,"$266,346.62","$141,994.77",,,,,,,"$250,999.50",,,,,,,"$409,155.10","$10,020.00",,"$1,200.00",,"$551,567.55",,,"$1,875.00",,,,,"$14,150.35","$24,757.78",,"$32,144.97"
1,119583003,Forest City Regional SD,Susquehanna,"$7,296,012.81","$5,738,025.03",,"$5,985.48","$16,465.73",,"$9,155.30",,"$9,155.30",,,,,,"$534,670.87",,"$118,246.76",,,,,,,,,,,,,,,"$398,867.09","$68,933.49",,"$9,191.00",,,,,"$143,302.87",,,,,,,"$2,250.00","$6,750.00","$83,123.87",,,,,,,,,,,,"$140,700.07",,"$11,189.95"
1,119584503,Montrose Area SD,Susquehanna,"$12,148,117.56","$10,343,900.32",,"$9,916.36","$6,852.85",,,,,,,,,,,,"$163,113.46",,,,,,,,,,,,,,,"$729,374.78","$137,224.18",,"$10,909.00",,,,,"$281,678.00",,,,,,,"$201,660.55",,,"$3,595.00",,,,,,,,,,,"$259,430.66",,$462.40
1,119584603,Mountain View SD,Susquehanna,"$9,698,413.01","$7,517,589.30",,"$7,814.36","$1,658.35",,"$13,806.20",,"$13,806.20",,,,,,"$766,403.92","$71,549.40","$102,093.83",,,,,,,,,,,,,,,"$564,163.08","$42,053.82",,"$12,680.29",,,,"$1,995.50","$164,983.37",,,,,,,"$68,537.63","$21,604.00",,"$6,760.00",$280.00,,,,,,,$100.00,,,"$317,193.50",$513.68,"$2,826.58"
1,119586503,Susquehanna Community SD,Susquehanna,"$4,643,482.47","$3,700,593.36",,"$3,637.51","$14,278.60",,,,,,,,,,,,"$73,497.97",,,,,,,,,,,,,,,"$486,261.06","$114,530.09",,"$9,266.30",,,,,"$176,290.52",,,,,,,,"$55,329.83",,"$3,200.00",,,,,,,,,,,"$4,438.41",,"$2,158.82"
1,117596003,Northern Tioga SD,Tioga,"$12,642,377.40","$8,360,679.19","$34,726.23","$10,483.21","$34,995.09",,,,,,"$25,327.63",,,,"$2,259,606.88",,"$150,143.29",,,,,,,,,,,,,,,"$1,022,884.19","$173,468.74",,,,,,,"$415,412.85",,,,,,,"$8,171.89","$29,691.85",,,,,,,"$2,850.00",,,,,,"$39,064.99",,"$74,871.37"
1,117597003,Southern Tioga SD,Tioga,"$16,692,898.27","$10,763,157.28","$31,935.38","$12,825.97","$156,602.02",,,,,,,,,,"$2,897,434.24",,"$182,147.05",,,,,,,,,,,,,,,"$941,448.41","$164,249.87",,"$27,912.25",,,,,"$453,909.76",,,,,,,"$45,240.32","$63,955.97",$600.00,,,,,,,"$10,339.92",,,,,"$941,139.83",,
1,117598503,Wellsboro Area SD,Tioga,"$14,775,352.01","$10,920,483.56","$44,730.00","$12,342.00","$210,654.82",,,,,,"$23,449.53",,,,"$2,083,089.43",,"$182,987.77",,,,,,,,,,,,,,,"$716,372.57","$120,608.08",,"$21,398.19",,,,,"$338,180.02",,,,,,,"$17,584.80","$37,018.28",,"$3,747.00",,"$35,077.10",,,,,,,,,"$2,106.24",,"$5,522.62"
1,116604003,Lewisburg Area SD,Union,"$26,222,480.71","$17,252,157.55","$64,905.12","$23,046.79","$52,387.72",,,,,,,,,,"$6,994,645.36",,"$386,348.55",,,,,,,,,,,,,,,"$479,855.77","$183,585.62",,"$118,712.93",,,,,"$322,819.16",,,,,,,"$21,128.75","$62,348.51","$48,029.82",,,"$9,546.22",,,,,,,,"$152,903.63","$39,718.00",,"$10,341.21"
1,116605003,Mifflinburg Area SD,Union,"$16,939,982.21","$10,664,817.61",,"$14,097.88","$114,651.51",,"$33,897.11",,"$63,814.59",,,,,,"$4,627,464.77",,"$221,238.83",,,,,,,,,,,,,,,"$394,870.38","$190,383.36",,"$75,997.77",,,,"$7,459.88","$332,253.22",,,,,,,"$32,761.92","$15,932.46","$41,778.62",-$630.00,,,,,,,,,,,"$28,790.15","$23,255.15","$57,147.00"
