Cat,AUN,school_district,county,total_local_rev,real_estate_revenue,Interim Real Estate Taxes 6112,Public Utility Realty Tax 6113,Payment in Lieu State & Local 6114,Payment in Lieu Federal 6115,"Per Capita, Section 679 6120",Current Act 1 Earned Income Tax 6131,Current Act 511 Per Capita Taxes 6141,Current Act 511 Occupation Taxes-Flat Rate 6142,Current Act 511 Local Services Taxes 6143,Current Act 511 Business Privilege Taxes-Flat Rate 6145,Current Act 511 Mechanical Device Taxes-Flat Rate 6146,Current Act 511 Taxes-Other Flat Rate Assessments 6149,Current Act 511 Earned Income Taxes 6151,Current Act 511 Occupation Taxes 6152,Current Act 511 Real Estate Transfer Taxes 6153,Current Act 511 Amusement Taxes 6154,Current Act 511 Business Privilege Taxes 6155,Current Act 511 Mechanical Device Taxes-Percentage 6156,Current Act 511 Mercantile Taxes 6157,Current Act 511 Taxes-Other Proportional Assessments 6159,Earned Income Tax 6161,Liquor Sales Tax 6162,Cigarette Tax 6163,Sales and Use Tax 6164,General Business Taxes 6165,Business Use & Occupancy Tax 6166,Non-Business Income Tax 6167,Real Estate Transfer Tax 6168,Current Mercantile Taxes 6169,Delinquent Taxes 6400,Earnings on Investments 6500,Food Service Revenue 6600,Revenue from District Activities 6700,Revenue from Local Gov't Units 6810,State Revenue from Other Public Schools 6821,State Revenue from Intermediate Sources 6829,Federal Revenue from Other PA Public Schools  6831,Federal IDEA Revenue Received as Pass Through 6832,ARRA - IDEA Revenue received as Pass Through 6833,ARRA - WIA Revenue received as Pass Through 6834,ARRA - Title I Revenue Received as Pass Through 6835,ARRA - Race to the Top Revenue Received as Pass Through 6836,Federal Revenue from Intermediate Sources 6839,Other Revenue from Intermediate Sources 6890,Rentals 6910,Contributions from Private Sources 6920,Regular Day School Tuition 6941,Summer School Tuition 6942,Adult Education Tuition 6943,Receipts from Other LEAs in PA - Education 6944,Receipts from Out-of-State LEAs 6945,Receipts From Member Districts – AVTS / Special Program Jointure Only 6946,Other Tuition from Patrons 6949,Transportation Services Provided Other PA LEAs 6961,All Other Services Provided Other PA LEAs 6962,All Other Services Provided Other Govt's and LEAs Not Specified Elsewhere 6969,Services Provided Other Funds 6970,Revenue from Community Services Activities 6980,Refunds of a Prior Year Expenditure 6991,Energy Efficiency Revenues and Incentives 6992,Other Revenues Not Specified Elsewhere 6999
1,120481002,Bethlehem Area SD,Northampton,"$183,643,304.51","$150,335,079.50","$2,058,977.98","$182,809.11","$312,619.85",,"$241,742.96",,"$241,742.90",,"$348,219.49",,,,"$14,499,464.05",,"$2,634,803.35",,,,"$3,693,267.76",,,,,,,,,,,"$4,781,044.20","$555,056.51",,"$231,171.73","$37,500.00",,,"$1,235.06","$2,006,017.37",,,,,,,"$127,325.01","$476,757.22","$1,850.00","$55,500.00",,"$273,008.61",,,,,,,"$299,964.55","$1,500.00","$57,546.46","$4,547.35","$184,553.49"
1,120483302,Easton Area SD,Northampton,"$105,468,430.71","$90,396,832.59","$490,654.76","$106,561.07",,,,,,,,,,,"$7,661,890.88",,"$1,926,525.94",,,,,,,,,,,,,,,"$2,842,284.01","$226,511.40",,"$152,545.05",,,,"$12,000.00","$1,091,459.59",,,,,,,"$33,212.00",,"$86,833.88","$10,625.00",,,,,,,,,,,"$296,594.45",,"$133,900.09"
1,120484803,Nazareth Area SD,Northampton,"$60,866,091.68","$48,363,320.18","$2,222,615.00","$60,397.16","$3,537.42",,,,,,,,,,"$6,699,358.72",,"$1,156,741.03",,,,,,,,,,,,,,,"$1,359,750.78","$158,484.50",,"$143,738.74",,,,,"$450,351.54",,,,,,,"$45,320.48","$52,683.88","$12,135.13","$29,665.00",,"$21,101.77",,,,,,"$1,742.04",,"$46,685.75","$22,963.26",,"$15,499.30"
1,120484903,Northampton Area SD,Northampton,"$66,545,770.48","$53,759,895.56","$169,116.00","$68,924.79","$10,042.43",,"$127,583.70",,"$127,583.70",,,,,,"$7,624,869.06",,"$794,774.78",,,,,,,,,,,,,,,"$2,300,446.11","$251,810.65",,"$129,386.99",,,,"$7,040.00","$711,283.13",,,,,,,"$20,025.00","$56,043.80",,"$13,274.00","$15,537.20","$101,789.46",,,,,,"$4,399.21",,,"$80,361.83","$90,754.11","$80,828.97"
1,120485603,Pen Argyl Area SD,Northampton,"$18,569,948.66","$14,785,784.22","$28,826.72","$18,969.08",$349.97,,"$21,576.15",,"$21,576.15",,,,,,"$2,458,816.43",,"$190,912.15",,,,,,,,,,,,,,,"$647,586.34","$43,021.72",,"$38,240.23",,,,,"$283,265.36",,,,,,,$980.00,"$4,428.56",,,,"$7,716.39",,,,,,,,,"$13,210.55",,"$4,688.64"
1,120486003,Saucon Valley SD,Northampton,"$34,537,841.49","$28,460,266.42","$212,368.36","$36,958.26",,,"$44,218.40",,"$44,227.03",,"$22,423.39",,,,"$3,211,052.87",,"$457,228.82",,,,,,,,,,,,,,,"$1,454,846.71","$115,153.66",,"$68,936.32",,,,$224.00,"$277,674.94",,,,,,,"$18,704.31","$19,091.08",,"$7,304.46",,"$44,246.57",,,,,,,,"$8,281.00","$12,100.00",,"$22,534.89"
1,120488603,Wilson Area SD,Northampton,"$25,502,871.54","$20,772,109.83","$137,528.22","$25,540.49",,,,,,,"$25,028.48",,,,"$1,692,969.36",,"$581,736.93",,,,"$380,989.26",,,,,,,,,,,"$1,452,801.16","$54,084.83",,"$26,150.00",,,,,"$296,032.59",,,,,,,"$13,320.79","$1,000.00",,,,"$24,195.44",,,,,,,,,"$11,688.45","$3,768.54","$3,927.17"
1,116493503,Line Mountain SD,Northumberland,"$7,791,585.08","$4,961,002.78",,,"$7,326.59",,"$23,359.30",,"$23,359.30",,,,,,"$858,001.08","$845,968.40","$80,987.87",,,,,,,,,,,,,,,"$685,683.08","$48,020.89",,"$27,146.29","$24,857.24",,,,"$196,778.01",,,,,,,,$58.55,,"$2,375.00",,,,,,,,,,$251.00,,,"$6,409.70"
1,116495003,Milton Area SD,Northumberland,"$15,167,042.37","$9,380,510.09","$76,820.29","$14,331.11","$36,744.73",,"$33,535.54",,"$50,303.30",,,,,,"$4,014,997.46",,"$266,458.77",,,,,,,,,,,,,,,"$680,939.99","$32,864.70",,"$56,928.00",,,,"$457,613.40","$5,623.00",,,,,,,"$2,745.00","$2,249.25",$800.99,$900.00,,"$9,320.38",,,,,,,,,,,"$43,356.37"
1,116495103,Mount Carmel Area SD,Northumberland,"$4,922,849.27","$2,578,976.98",,"$4,515.75","$5,994.75",,"$16,297.81",,"$16,297.79",,"$232,776.68",,,,"$913,587.49","$43,528.10","$147,627.36",,,,,,,,,,,,,,,"$522,503.70","$3,637.22",,,,,,,"$316,708.29",,,,,"$25,790.67",,"$3,300.00",,,,,,,,,,"$62,055.00",,,"$6,495.27","$18,735.31",,"$4,021.10"
1,116496503,Shamokin Area SD,Northumberland,"$7,381,520.97","$2,617,023.73",,"$5,922.68","$37,863.60",,"$35,567.40",,"$36,515.10",,"$25,793.93",,,,"$1,382,848.92","$454,106.62","$77,558.54",,"$191,158.23",,,,,,,,,,,,,"$768,603.65","$27,639.92",,"$69,502.42",,,,,"$491,330.68",,,,,,"$1,537.67","$358,970.59","$3,028.83",,"$15,760.00",,,,,"$384,306.61",,,"$65,782.84",,,"$304,128.68",,"$26,570.33"
1,116496603,Shikellamy SD,Northumberland,"$21,713,403.75","$14,505,923.24",,"$21,434.00","$44,477.48",,"$45,188.00",,"$45,188.00",,,,,,"$2,089,018.00","$1,308,642.10","$229,016.68",,,,,,,,,,,,,,,"$1,446,252.56","$115,303.13",,"$69,528.15",,,,,"$632,616.45",,,,,,"$85,426.68","$15,823.86","$106,835.64",,"$4,300.00",,"$221,162.92",,,,,,,,,"$712,059.64",,"$15,207.22"
1,116498003,Warrior Run SD,Northumberland,"$11,642,203.58","$7,296,354.52","$30,231.00","$11,579.49","$14,133.39",,"$29,993.81",,"$29,993.88",,,,,,"$3,264,655.99",,"$141,703.29",,,,,,,,,,,,,,,"$402,703.83","$49,920.86",,,,,,"$4,000.00","$254,836.17",,,,,,,"$4,510.00","$18,877.76",,"$4,036.05",,"$67,760.31",,,,,,,,,,,"$16,913.23"
1,115503004,Greenwood SD,Perry,"$6,887,205.78","$4,772,952.09","$27,901.72","$6,887.03","$3,257.91",,,,,,,,,,"$1,429,669.20",,"$76,394.48",,,,,,,,,,,,,,,"$318,322.26","$11,813.66",,"$12,625.00",,"$17,776.14",,,"$139,920.23",,,,,,,"$1,905.00",$75.00,"$12,335.56","$1,845.00",$95.00,,,,,,,,,,"$19,633.10",,"$33,797.40"
1,115504003,Newport SD,Perry,"$8,421,118.42","$5,458,541.99","$32,986.64","$8,528.11","$3,235.65",,"$21,223.10",,"$21,207.80",,,,,,"$1,605,843.40",,"$103,133.71",,,,,,,,,,,,,,,"$448,737.47","$18,714.24",,"$42,802.91",,,,,"$256,572.51",,,,,"$163,436.24",,"$3,898.56","$7,625.00",,,,"$20,762.40",,,,,,,,,"$19,698.59",,"$184,170.10"
1,115506003,Susquenita SD,Perry,"$16,040,492.68","$10,089,562.30","$44,896.50","$15,951.04","$13,266.59",,,,,,,,,,"$4,063,153.47",,"$244,921.54",,,,,,,,,,,,,,,"$616,192.97","$105,459.94",,"$31,628.80",,"$63,877.62",,,"$323,472.06",,,,,,,"$14,015.00",,,"$1,180.00",,"$376,108.41",,,,,,,,,,"$15,952.00","$20,854.44"
1,115508003,West Perry SD,Perry,"$19,703,351.38","$12,820,202.47","$83,995.99","$19,443.89","$54,021.39",,"$54,308.20",,"$54,308.20",,,,,,"$4,533,022.23",,"$211,475.17",,,,,,,,,,,,,,,"$1,065,314.57","$81,589.05",,"$41,045.20",,"$95,462.60",,,"$456,422.17",,,,,,"$1,050.00","$18,636.00",,,"$5,400.00",,,,,,,,,,,"$107,654.25",,
1,126515001,Philadelphia City SD,Philadelphia,"$1,303,360,171.38","$660,222,978.00",,"$1,193,044.00","$4,619.38",,,,,,,,,,,,,,,,,,,"$64,499,391.00","$58,000,000.00","$120,000,000.00","$1,399,170.46","$136,537,777.00","$37,085,614.00",,,"$78,858,948.14","$2,653,948.16",,,"$14,990,399.79",,,,,,,,,,,"$103,249.98","$100,000.00","$108,896.95",,,"$9,373.38",,,,,,,"$13,860.00",,"$3,627,213.53",,"$123,951,687.61"
1,120522003,Delaware Valley SD,Pike,"$47,242,462.06","$41,594,814.11","$77,446.13","$49,800.49","$34,965.15",,,,,,,,,,,,"$784,392.30",,,,,,,,,,,,,,,"$3,479,751.76","$178,564.80",,"$51,772.31",,,"$75,540.00",,"$779,532.20",,,,,,,"$13,730.00",,,"$15,200.00","$73,952.81",,,,"$33,000.00",,,,,,,,
1,119648303,Wallenpaupack Area SD,Pike,"$52,670,724.72","$46,403,780.85","$211,224.36","$53,820.47","$52,106.93",,,,,,,,,,,,"$1,019,586.35",,,,,,,,,,,,,,,"$3,079,841.53","$135,484.36",,"$36,634.59","$10,425.00",,,,"$692,987.51",,,,,"$118,447.00",,"$24,000.00",,,,,"$821,827.18",,,,,,,,,,,"$10,558.59"
1,109530304,Austin Area SD,Potter,"$1,790,559.42","$1,183,350.02",,"$1,543.93","$133,726.14",,,,"$2,886.10",,,,,,"$92,773.71",,"$12,826.34",,,,,,,,,,,,,,,"$111,438.83","$1,719.66",,"$6,603.92",,,,,"$51,072.00",,,,,,,,"$60,377.00",,,,"$120,793.77",,,,,,,,,,,"$11,448.00"
1,109531304,Coudersport Area SD,Potter,"$5,526,642.40","$4,105,250.92","$88,499.42","$6,214.31","$53,294.94",,"$13,035.20",,"$13,035.20",,"$24,830.59",,,,"$507,618.80","$47,607.99","$110,343.22",,,,,,,,,,,,,,,"$328,273.40","$12,422.36",,"$45,484.00",,,,,"$118,292.00","$1,154.00",,,,,,,$58.32,"$30,329.87",$460.00,,,,,,,,,,$153.00,$823.02,,"$19,461.84"
1,109532804,Galeton Area SD,Potter,"$3,478,118.06","$2,510,814.85",,"$3,220.65","$143,502.92",,"$6,370.95",,,,,,,,"$213,309.91",,"$56,032.95",,,,,,,,,,,,,,,"$252,979.63","$4,703.58",,"$11,030.75",,"$170,003.60",,,"$88,604.00",,,,,,,$160.00,,,,,,,,,,,,,,,,"$17,384.27"
1,109535504,Northern Potter SD,Potter,"$2,913,532.44","$2,280,349.12",,"$3,192.17","$22,592.25",,"$9,617.45",,"$9,037.45",,,,,,"$225,955.42","$54,155.09","$73,567.73",,,,,,,,,,,,,,,"$162,907.73","$3,752.27",,"$6,895.00",,,,,$769.00,,,,,,,$150.00,"$18,321.76","$3,085.00",,,,,,,,,,,,,,"$39,185.00"
1,109537504,Oswayo Valley SD,Potter,"$2,322,098.70","$1,647,960.04",,"$2,440.41","$2,418.00",,,,,,,,,,"$191,692.03","$80,433.90","$21,021.00",,,,,,,,,,,,,,,"$210,796.15","$7,034.67",,"$17,362.52",,,,,"$74,918.00",,,,,,,,$0.23,,,,,,,,,,,,,"$47,311.38",,"$18,710.37"
1,129540803,Blue Mountain SD,Schuylkill,"$23,747,030.03","$17,019,794.40",,"$24,941.47","$12,240.66",,,,,,"$43,757.06","$4,833.74",,,"$2,541,532.17","$1,547,606.45","$416,598.48",,,,,,,,,,,,,,,"$1,121,695.62","$41,484.86",,"$198,899.76",,,,"$18,970.53","$469,075.00","$7,196.00",,,,,,"$3,800.00",$500.00,"$10,407.52","$5,860.00",,"$239,045.96",,,,,,,,,"$8,185.33",,"$10,605.02"
1,129544503,Mahanoy Area SD,Schuylkill,"$5,425,690.28","$3,518,970.92",,"$5,241.16",$907.26,,,,,,"$12,403.95",,,,"$582,995.77","$203,109.40","$37,826.01","$2,401.93",,,,,,,,,,,,,,"$606,417.93","$16,479.19",,"$33,983.79",,,,"$58,406.32","$202,485.86",,,,,,,"$9,937.86","$19,746.28",,,,,,,,"$58,633.08",,"$4,785.00",,"$8,974.66","$23,649.27",,"$18,334.64"
1,129544703,Minersville Area SD,Schuylkill,"$7,888,684.20","$5,317,902.60",,"$8,620.56","$29,876.22",,"$19,862.90",,"$19,862.90",,"$17,554.92",,,,"$795,943.71","$404,929.44","$53,884.74",,,,,,,,,,,,,,,"$836,629.15","$44,664.64",,"$69,219.52",$250.00,,,,"$220,944.00",,,,,,,,"$35,874.48",,,,"$10,238.10",,,,,,,,,,,"$2,426.32"
1,129545003,North Schuylkill SD,Schuylkill,"$11,981,024.72","$7,483,487.65",,"$12,716.94","$9,803.83",,,,,,"$22,934.51",,,,"$1,396,892.28","$750,470.03","$89,951.06",,,,,,,,,,,,,,,"$1,380,539.49","$63,419.27",,"$81,261.00","$1,300.00","$81,201.98",,,"$327,123.50",,,,,,,"$18,868.50","$15,029.07",,,,"$157,554.28",,,,"$45,209.34",,,,"$1,146.00",,,"$42,115.99"
1,129546003,Pine Grove Area SD,Schuylkill,"$10,916,541.18","$7,824,771.50",,"$11,526.13","$20,574.20",,,,,,"$18,890.47",,,,"$1,139,783.50","$716,904.00","$111,570.94",,,,,,,,,,,,,,,"$531,621.43","$53,398.60",,"$47,121.28",,"$14,960.00",,"$28,144.36","$242,373.00",,,,,,,"$13,250.50","$6,304.95","$98,857.88",,,,,,,,,,,,"$2,801.12",,"$33,687.32"
1,129546103,Pottsville Area SD,Schuylkill,"$16,641,676.51","$8,673,311.98",,"$14,507.32","$24,017.61",,"$36,577.70",,"$36,577.70",,"$59,257.10",,,,"$1,733,591.78","$403,234.00","$284,618.25",,"$1,022,984.67",,,,,,,,,,,,,"$1,583,897.71","$2,590.00",,"$352,641.27",,,,,"$460,844.00",,,,,,,"$16,392.31","$24,993.80","$5,015.55","$1,055.00",,"$1,784,484.21",,,,"$18,626.00",,,"$2,271.88",,"$11,055.66","$45,571.39","$43,559.62"
1,129546803,Saint Clair Area SD,Schuylkill,"$5,460,481.02","$3,336,276.81",,"$5,214.99","$3,257.13",,"$14,523.00",,"$14,523.00",,"$16,464.56",,,,"$568,505.02","$55,827.10","$194,165.37",,"$256,170.93",,,,,,,,,,,,,"$428,331.24","$19,016.34",,"$114,942.86",,,,"$47,266.58","$133,221.00",,,,,"$26,540.60",,"$40,125.54",,,,,"$157,129.38",,,,,"$19,202.73",,,,"$8,569.80",,"$1,207.04"
1,129547303,Schuylkill Haven Area SD,Schuylkill,"$8,339,825.87","$5,487,358.75",,"$8,402.42","$22,764.10",,"$19,926.82",,"$15,945.59",,"$9,357.07",,,,"$937,014.73","$481,147.31","$96,099.45",,,,,,,,,,,,,,,"$593,521.67","$24,953.18",,"$43,510.38",,"$4,900.00",,"$51,893.42","$210,212.00",,,,,"$3,567.90",,"$46,799.77","$14,500.00","$13,952.40",,,"$153,932.02",,,,,"$25,214.95",,,"$17,767.00","$30,043.75",$80.22,"$26,960.97"
1,129547203,Shenandoah Valley SD,Schuylkill,"$4,791,260.09","$3,371,792.47",,"$4,705.23","$90,000.00",,"$8,116.20",,"$8,116.20",,"$10,671.72",,,,"$513,628.40","$52,972.00","$26,082.77",,,,,,,,,,,,,,,"$441,820.38","$17,955.84",,"$29,893.50",,,,,"$166,051.00",,,,,,,,$500.00,,$600.00,,,,,,"$23,001.50",,,,,,,"$25,352.88"
1,129547603,Tamaqua Area SD,Schuylkill,"$14,943,302.83","$10,339,408.82",,"$14,974.79","$10,246.53",,"$33,409.80",,"$33,409.80","$1,124,608.60","$21,969.41",,,,"$1,546,649.58",,"$175,194.36",,,,,,,,,,,,,,,"$1,036,585.07","$41,966.15",,"$77,804.50",,,,,"$451,045.12",,,,,,,"$12,630.00","$10,025.00","$10,225.00",,,,,,,,,,,,,,"$3,150.30"
1,129547803,Tri-Valley SD,Schuylkill,"$5,646,102.07","$3,670,044.81",,"$5,414.48","$5,633.76",,"$18,581.65",,"$18,581.65",,"$38,908.74",,,,"$715,980.69","$547,159.60","$70,784.53",,,,,,,,,,,,,,,"$247,082.31","$13,905.68",,"$53,351.05",,,,"$38,966.77","$144,150.00",,,,,,,"$4,090.53",$560.00,,,,,,,,,,,,,"$2,856.60",,"$50,049.22"
1,129548803,Williams Valley SD,Schuylkill,"$4,457,263.47","$2,329,222.23",,"$4,072.40","$16,931.55",,"$18,414.65",,"$17,810.65",,"$4,289.14",,,,"$671,415.65","$398,019.37","$35,691.96",,,,,,,,,,,,,,,"$529,946.80","$41,528.45",,"$56,591.32",,,,"$66,630.35","$177,690.00",,,,,,,,,,,,"$44,015.54",,,,,,,,,,,"$44,993.41"
1,116555003,Midd-West SD,Snyder,"$17,796,285.00","$10,664,956.00","$66,739.04","$19,106.19","$38,153.10",,"$55,681.54",,"$52,496.90",,,,,,"$5,331,881.03",,"$142,958.61",,,,,,,,,,,,,,,"$771,178.52","$67,525.74",,"$65,346.97",,,,,"$416,151.35",,,,,,,"$24,395.02",,,,,,,,,,,,,,"$60,978.86",,"$18,736.13"
1,116557103,Selinsgrove Area SD,Snyder,"$25,004,057.88","$15,769,243.56","$70,170.45","$25,451.12","$153,627.40",,"$63,240.14",,"$63,240.14",,,,,,"$6,945,090.30",,"$270,470.97",,,,,,,,,,,,,,,"$641,149.54","$91,965.24",,"$149,802.68",,,,,"$366,860.63",,,,,,,"$105,653.40","$84,695.42","$47,927.31","$3,745.00",,"$32,572.98",,,,,,,,,"$24,750.52","$80,359.57","$14,041.51"
1,108561003,Berlin Brothersvalley SD,Somerset,"$3,530,235.64","$2,486,871.11","$15,187.04","$3,591.21","$7,665.60",,"$14,264.20",,"$14,254.90","$19,144.60",,,,,"$512,404.93",,"$56,342.09",,,,,,,,,,,,,,,"$142,012.58","$11,869.16",,"$40,892.46",,,,,"$150,521.25",,,,,,,,"$27,472.17","$2,800.00",,,,,,,,,,,,"$6,726.29",,"$18,216.05"
1,108561803,Conemaugh Township Area SD,Somerset,"$4,189,348.77","$2,643,068.55","$16,824.92","$4,268.22",$109.56,,"$14,602.30",,"$14,602.30",,"$5,409.51",,,,"$740,331.43","$45,668.90","$58,178.60",,,,,,,,,,,,,,,"$262,876.59","$83,608.01",,"$38,760.00",,,,"$3,861.65","$205,510.32",,,,,,,"$2,267.50",,,,,"$30,328.07",,,,,,,,,"$16,234.57",,"$2,837.77"
1,108565203,Meyersdale Area SD,Somerset,"$2,991,858.93","$1,939,226.03","$9,150.90","$3,092.46","$4,501.32",,"$15,795.35",,"$15,795.35",,,,,,"$530,447.55",,"$38,836.67",,,,,,,,,,,,,,,"$206,446.33","$33,268.46",,"$20,717.91",,,,"$5,423.00","$153,031.39",,,,,,,"$4,498.69","$9,179.08",,,,,,,,,,,,,$215.16,,"$2,233.28"
1,108565503,North Star SD,Somerset,"$5,457,429.79","$3,736,097.41","$12,621.46","$5,561.57","$18,549.94",,"$13,959.55",,"$13,959.55",,,,,,"$731,037.66",,"$50,613.30",,,,,,,,,,,,,,,"$416,713.56","$55,305.36",,"$26,637.60",,,,,"$259,589.82",,,,,"$1,264.40",,"$3,487.00","$63,618.14","$18,590.54",$500.00,,,,,"$1,320.00",,,,,,"$17,637.00",,"$10,365.93"
1,108566303,Rockwood Area SD,Somerset,"$5,635,632.02","$4,607,120.80","$24,705.43","$6,113.07","$12,630.24",,,,,,,,,,"$505,078.05",,"$123,452.69",,,,,,,,,,,,,,,"$185,999.48","$21,199.31",,"$6,874.24",,,,,"$103,570.46",,,,,,,,"$9,819.53","$27,575.98",,,,,,,,,,,,,,"$1,492.74"
1,108567004,Salisbury-Elk Lick SD,Somerset,"$1,231,058.96","$812,405.71","$4,162.97","$1,415.59","$5,234.73",,"$6,280.85",,"$6,280.85",,,,,,"$222,861.05",,"$17,314.50",,,,,,,,,,,,,,,"$65,431.60","$23,630.52",,"$23,221.17",,,,,"$40,414.65",,,,,,,$40.00,,,,,,,,,,,,,,$378.63,,"$1,986.14"
1,108567204,Shade-Central City SD,Somerset,"$2,407,182.66","$1,643,781.68","$4,838.10","$2,289.06","$5,858.43",,"$14,934.00",,,,"$2,917.36",,,,"$295,326.11",,"$14,655.52",,,,,,,,,,,,,,,"$158,147.66","$4,232.82",,"$55,297.95",,,,,"$122,795.49",,,,,,,,"$7,753.28",,,,"$58,523.00",,,,,,,,,"$1,923.80",,"$13,908.40"
1,108567404,Shanksville-Stonycreek SD,Somerset,"$3,910,801.03","$3,220,927.86","$27,072.73","$4,195.44","$5,708.33",,"$6,517.59",,"$6,517.59",,,,,,"$269,956.54",,"$66,578.56",,,,,,,,,,,,,,,"$152,707.81","$18,108.92",,"$6,366.23",,,,,"$72,663.56",,,,,,,,"$13,098.13",,,,,,,,,"$37,620.14",,,,,,"$2,761.60"
1,108567703,Somerset Area SD,Somerset,"$21,335,221.56","$16,955,828.13","$84,763.57","$21,841.52","$7,045.08",,"$32,762.85",,"$32,762.85","$65,532.90","$66,508.50",,,,"$1,642,943.68",,"$217,066.85",,"$173,659.21",,"$173,659.15",,,,,,,,,,,"$894,809.84","$75,030.99",,"$33,942.00",,,,,"$480,250.13",,,,,,,"$10,611.00",,"$22,953.71","$6,650.00",,"$244,668.77",,,,,,,,"$10,426.56","$16,733.48",,"$64,770.79"
1,108568404,Turkeyfoot Valley Area SD,Somerset,"$1,717,317.83","$1,231,297.44","$8,764.66","$1,745.67","$15,908.40",,,,,,,,,,"$176,396.50",,"$29,468.90",,,,,,,,,,,,,,,"$155,530.83","$10,400.60",,"$5,398.00",,,,,"$79,072.23",,,,,"$2,500.00",,,,,,,,,,,,,,,$50.00,$300.00,,$484.60
1,108569103,Windber Area SD,Somerset,"$4,223,636.29","$2,646,234.81","$10,924.08","$3,619.46","$19,582.93",,,,,,"$10,414.12",,,,"$745,228.83",,"$48,874.84",,,,,,,,,,,,,,,"$186,101.29","$23,654.70",,"$72,567.86",,,,"$1,256.69","$180,676.09",,,,,,,"$5,354.80","$10,500.00",,,,,,,,,,,,,"$231,656.26",,"$26,989.53"
1,117576303,Sullivan County SD,Sullivan,"$8,772,952.48","$7,555,907.85","$13,306.88","$9,271.16","$136,436.85",,,,,,,,,,"$444,006.22",,"$168,997.86",,,,,,,,,,,,,,,"$280,850.80","$10,720.16",,"$15,283.00",,,,,"$131,492.00",,,,,,$29.70,"$9,850.00","-$3,200.00",,,,,,,,,,,,,,,
1,119581003,Blue Ridge SD,Susquehanna,"$6,750,652.00","$5,557,836.01",,"$6,761.18","$34,671.84",,,,,,,,,,,,"$67,963.15",,,,,,,,,,,,,,,"$608,751.42","$70,799.90",,,,,,,"$144,180.87",,,,$315.00,,,,"$46,162.00",,"$5,840.00",,,,,"$49,840.00",,,,,,$25.11,"$1,112.00","$156,393.52"
1,119582503,Elk Lake SD,Susquehanna,"$7,743,215.90","$5,550,056.71",,"$6,854.99","$4,274.55",,"$14,152.30",,"$14,152.30",,,,,,"$603,795.51",,"$69,909.03",,,,,,,,,,,,,,,"$242,730.16","$114,611.46",,"$12,785.68",,,,,"$230,219.62",,,,,,,"$287,080.11","$10,739.01",,$125.00,,"$540,072.93",,,"$5,205.00",,,,,"$24,566.15",$36.27,,"$11,849.12"
1,119583003,Forest City Regional SD,Susquehanna,"$7,080,636.86","$5,262,915.70",,"$6,965.55","$14,935.22",,"$8,824.00",,"$8,824.00",,,,,,"$505,668.00",,"$68,553.80",,,,,,,,,,,,,,,"$493,115.69","$69,898.48",,"$5,363.00",,,,,"$159,630.14",,,,$304.00,,,,,,,,"$70,657.80",,,,,,,,,"$398,738.28",,"$6,243.20"
1,119584503,Montrose Area SD,Susquehanna,"$12,576,673.43","$9,543,828.70",,"$10,882.23","$3,936.44",,"$17,788.40",,"$17,788.40",,,,,,,"$70,133.25","$161,202.67",,,,,,,,,,,,,,,"$605,987.10","$57,209.03",,"$9,689.61",,,"$5,416.08",,"$257,817.40",,,,,,,"$658,549.75",,$650.00,$871.00,,,,,,,,,,"$304,450.40","$846,101.98",,"$4,370.99"
1,119584603,Mountain View SD,Susquehanna,"$9,289,832.37","$6,666,279.34",,"$9,740.45","$1,535.17",,"$14,856.40",,"$14,856.40",,,,,,"$755,485.88","$75,264.40","$134,618.35",,,,,,,,,,,,,,,"$582,037.74","$51,204.48",,"$2,527.70",,"$1,600.00",,,"$175,808.10",,,,$349.00,"$1,286.60",,"$136,193.65","$12,953.75","$17,849.21","$2,830.00","$3,640.00",,,,,"$1,106.42",,,,,"$619,974.57",,"$7,834.76"
1,119586503,Susquehanna Community SD,Susquehanna,"$4,651,457.01","$3,441,392.18",,"$4,228.91","$14,110.41",,,,,,,,,,,,"$42,104.36",,,,,,,,,,,,,,,"$454,034.16","$31,910.83",,"$9,662.10",,,$54.96,,"$78,464.99",,,,,,,,"$36,209.93",,,,"$2,774.02",,,,,,"$42,090.00",,,"$487,011.50",,"$7,408.66"
1,117596003,Northern Tioga SD,Tioga,"$11,471,385.63","$7,522,065.96","$32,286.72","$11,665.00","$34,372.60",,,,,,"$20,666.48",,,,"$2,183,767.41",,"$148,286.09",,,,,,,,,,,,,,,"$975,695.09","$36,584.13",,,,,,,"$365,789.00",,,,,,,"$23,545.10","$65,304.15",$988.16,"$2,537.00",,,,,"$3,550.00",,,,,,"$1,587.71",,"$42,695.03"
1,117597003,Southern Tioga SD,Tioga,"$14,189,132.74","$9,840,223.59","$67,962.55","$14,545.14","$105,577.64",,,,,,,,,,"$2,664,525.28",,"$185,595.17",,,,,,,,,,,,,,,"$501,995.14","$38,510.40",,"$24,565.00",,,,,"$459,066.00",,,,,,,"$45,400.00","$25,387.37",,$800.00,,,,,,,,,,,"$214,979.46",,
1,117598503,Wellsboro Area SD,Tioga,"$13,956,429.19","$9,984,733.48","$52,093.80","$14,370.67","$177,598.70",,,,,,"$36,189.97",,,,"$2,155,287.43",,"$179,992.45",,,,,,,,,,,,,,,"$790,040.02","$28,862.88",,"$29,150.52",,,,,"$323,540.61",,,,,,,"$41,071.00","$16,789.07",,"$8,090.00",,"$97,688.83",,,,,,"$4,567.50",,,"$10,747.01",,"$5,615.25"
