Cat,AUN,school_district,county,total_local_rev,real_estate_revenue,Interim Real Estate Taxes 6112,Public Utility Realty Tax 6113,Payment in Lieu State & Local 6114,Payment in Lieu Federal 6115,"Per Capita, Section 679 6120",Current Act 1 Earned Income Tax 6131,Current Act 511 Per Capita Taxes 6141,Current Act 511 Occupation Taxes-Flat Rate 6142,Current Act 511 Local Services Taxes 6143,Current Act 511 Business Privilege Taxes-Flat Rate 6145,Current Act 511 Mechanical Device Taxes-Flat Rate 6146,Current Act 511 Taxes-Other Flat Rate Assessments 6149,Current Act 511 Earned Income Taxes 6151,Current Act 511 Occupation Taxes 6152,Current Act 511 Real Estate Transfer Taxes 6153,Current Act 511 Amusement Taxes 6154,Current Act 511 Business Privilege Taxes 6155,Current Act 511 Mechanical Device Taxes-Percentage 6156,Current Act 511 Mercantile Taxes 6157,Current Act 511 Taxes-Other Proportional Assessments 6159,Earned Income Tax 6161,Liquor Sales Tax 6162,Cigarette Tax 6163,Sales and Use Tax 6164,General Business Taxes 6165,Business Use & Occupancy Tax 6166,Non-Business Income Tax 6167,Real Estate Transfer Tax 6168,Current Mercantile Taxes 6169,Delinquent Taxes 6400,Earnings on Investments 6500,Food Service Revenue 6600,Revenue from District Activities 6700,Revenue from Local Gov't Units 6810,State Revenue from Other Public Schools 6821,State Revenue from Intermediate Sources 6829,Federal Revenue from Other PA Public Schools  6831,Federal IDEA Revenue Received as Pass Through 6832,ARRA - Race to the Top received as Pass Through 6836,Federal Cares Act Revenue Received as Pass Through 6837,Federal Revenue from Intermediate Sources 6839,Other Revenue from Intermediate Sources 6890,Rentals 6910,Contributions from Private Sources 6920,Regular Day School Tuition 6941,Summer School Tuition 6942,Adult Education Tuition 6943,Receipts from Other LEAs in PA - Education 6944,Receipts from Out-of-State LEAs 6945,Receipts From Member Districts – AVTS / Special Program Jointure Only 6946,Other Tuition from Patrons 6949,Transportation Services Provided Other PA LEAs 6961,All Other Services Provided Other PA LEAs 6962,All Other Services Provided Other Govt's and LEAs Not Specified Elsewhere 6969,Services Provided Other Funds 6970,Revenue from Community Services Activities 6980,Refunds of a Prior Year Expenditure 6991,Energy Efficiency Revenues and Incentives 6992,Other Revenues Not Specified Elsewhere 6999
1,104433903,Lakeview SD,Mercer,"$5,904,888.38","$3,999,623.11",,"$4,724.36",,,"$20,764.50",,"$20,764.50","$1,468.71",,,,,"$815,350.05",,"$165,650.44",,,,,,,,,,,,,,,"$357,174.73","$12,497.99",,"$8,437.50",,,,,"$189,789.64",,,"$107,810.00",,$425.00,"$9,397.36","$4,513.37",,,"$13,017.50",,,,,,,,,"$117,414.57",,"$56,065.05"
1,104435003,Mercer Area SD,Mercer,"$8,105,997.44","$5,524,423.86",,"$6,755.73",$559.11,,"$22,737.30",,"$22,737.30",,"$16,911.12",,,,"$905,401.05",,"$143,741.21",,,,,,,,,,,,,,,"$408,021.07",$377.69,,,,,,"$5,642.00","$280,663.00",,,"$434,091.24","$79,574.00",$676.54,"$1,400.00",,,,"$25,468.40",,,"$13,000.00",,,,,,"$142,594.53",,"$71,222.29"
1,104435303,Reynolds SD,Mercer,"$7,079,097.18","$4,962,246.13",,"$5,899.25","$1,764.21",,"$24,216.50",,"$24,216.50",,"$12,516.73",,,,"$726,113.45",,"$85,380.95",,,,,,,,,,,,,,,"$375,116.46","$21,954.96",,$475.00,,,,"$548,182.09","$166,029.00",,,"$117,670.00",,,$440.00,,,,"$5,000.00",,,,,,,,,,,"$1,875.95"
1,104435603,Sharon City SD,Mercer,"$11,412,805.86","$6,670,801.36",,"$8,185.15","$14,654.72",,"$20,045.22",,"$40,697.88",,"$26,836.59",,,,"$843,672.56",,"$126,397.97",,,,,,,,,,,,,,,"$1,260,892.91","$4,251.60",,,,,,"$108,606.86","$571,451.99",,"$42,282.18","$1,445,223.35",,"$10,862.00","$24,360.00","$16,200.00",,,,,,"$99,914.05",,,,,"$3,039.00","$36,917.58",,"$37,512.89"
1,104435703,Sharpsville Area SD,Mercer,"$6,737,106.84","$4,746,295.57",,"$5,786.63","$2,858.46",,"$10,934.30",,"$10,924.40","$14,563.60",,,,,"$797,732.02",,"$109,250.23",,,,,,,,,,,,,,,"$361,447.21","$6,558.02",,"$6,939.00",,,"$10,000.00",,"$193,784.85",,,"$88,860.00",,"$12,920.00","$4,044.40","$21,147.00",,,"$299,934.49",,,,,,,,,"$30,190.53",,"$2,936.13"
1,104437503,West Middlesex Area SD,Mercer,"$6,053,084.72","$4,452,569.33",,"$5,188.04",,,"$17,020.70",,"$17,020.70",,"$17,127.73",,,,"$700,418.92",,,,,,,,,,,,,,,,,"$346,110.61","$21,696.43",,,,,,"$2,079.00","$158,809.41",,,,,,"$31,103.38","$30,531.24",,,"$108,028.37",,,,,"$3,100.48",,,,"$42,901.60",,"$99,378.78"
1,111444602,Mifflin County SD,Mifflin,"$36,538,009.96","$24,847,698.85","$154,216.84","$32,181.62","$362,597.88",,"$103,415.00",,"$103,415.00",,"$72,898.91",,,,"$6,944,339.08",,"$653,721.52",,,,,,,,,,,,,,,"$2,197,432.79","$25,363.85",,"$29,247.69",,,,,"$848,494.40",,,"$9,500.00",,,"$3,450.00",,,,"$30,225.00",,,,,"$9,041.00","$36,183.00",,,,,"$74,587.53"
1,120452003,East Stroudsburg Area SD,Monroe,"$109,500,642.47","$87,402,904.53","$116,167.90","$101,306.02","$114,894.58",,,,,,"$67,175.78",,,,"$4,062,564.26",,"$1,932,637.81",,,,,,,,,,,,,,,"$14,021,369.53","$115,157.70",,"$7,398.81",,,,"$3,780.00","$1,096,354.11",,,,,"$35,647.98",,"-$16,986.12",,,"$65,281.83",,,,$518.16,,,,,"$284,477.47",,"$89,992.12"
1,120455203,Pleasant Valley SD,Monroe,"$55,150,887.82","$44,384,928.67","$83,800.86","$49,205.93","$6,837.76",,,$0.00,,,,,,,"$3,553,756.15",,"$959,315.46",,,,,,,,,,,,,,,"$3,851,720.34","$74,490.51",,"$23,703.25",,,,,"$608,924.18",,"$290,335.00",,,"$140,205.00","$16,729.53",,$830.00,,"$66,715.70",,,"$8,750.00",,,,"$368,592.73",,"$372,655.54","$3,253.62","$286,137.59"
1,120455403,Pocono Mountain SD,Monroe,"$140,802,703.02","$117,861,173.87","$240,094.13","$135,085.46","$106,457.96",,,,,,,,,,"$5,716,817.29",,"$3,777,255.80",,,,,,,,,,,,,,,"$10,091,464.20","$235,776.50",,"$1,141.15",,,,,"$1,629,915.52",,,,,$150.00,"$161,000.00",,,,"$179,979.63",,,,,"$25,563.01",,,,"$433,850.24","$198,220.35","$8,757.91"
1,120456003,Stroudsburg Area SD,Monroe,"$77,619,498.43","$64,255,868.97","$192,694.03","$69,939.25","$36,703.07",,,,,,"$70,786.99",,,,"$3,736,990.62",,"$1,163,674.40",,,,,,,,,,,,,,,"$6,059,803.92","$38,960.17",,$927.22,,,"$397,505.00",,"$744,650.60",,"$423,561.09",,,"$67,922.90","$12,871.20",,$805.00,,"$98,897.61",,,,,,,,,"$226,862.21",,"$20,074.18"
1,123460302,Abington SD,Montgomery,"$119,102,749.25","$104,782,685.95","$194,842.95","$113,653.67","$46,692.36",,,,,,,,,,"$8,451,789.36",,"$1,623,843.61",,,,,,,,,,,,,,,"$1,431,608.57","$185,473.90",,,,,,,"$1,312,048.85",,,"$918,998.00",,"$29,469.35",,"$8,728.02",,,,,,,,,,,,$698.98,"$2,215.68",
1,123460504,Bryn Athyn SD,Montgomery,"$219,163.00",,,,,,,,,,,,,,"$218,954.00",,,,,,,,,,,,,,,,,,$209.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,123461302,Cheltenham SD,Montgomery,"$97,960,694.46","$87,108,230.14","$330,616.40","$86,481.71",,,,,,,"$55,205.00",,,,"$3,964,545.00",,"$971,801.00",,,,"$357,110.23",,,,,,,,,,,"$2,571,767.00","$5,862.00",,"$1,098.00",,,,,"$896,583.00",,,,"$4,000.00",,"$150,791.00",,"$2,700.00",,,,,,,,,,"$65,400.16","$411,879.00",,"$976,624.82"
1,123461602,Colonial SD,Montgomery,"$113,975,153.47","$91,279,755.80","$656,776.75","$98,816.01","$43,114.98",,,,,,,,,,"$10,804,319.38",,"$2,791,737.47","$59,442.89",,,,,,,,,,,,,,"$3,827,234.25","$109,972.81",,"$37,953.72","$2,398.86",,,,"$981,891.21",,"$592,725.13",,,"$407,162.04","$43,871.05",,,$639.63,"$1,818,734.80",,,,,,,,,"$363,764.54",,"$54,842.15"
1,123463603,Hatboro-Horsham SD,Montgomery,"$86,713,953.02","$74,351,357.31","$356,927.32","$78,264.34","$2,156.00",,,,,,,,,,"$6,798,703.35",,"$1,545,297.68",,,,,,,,,,,,,,,"$1,689,736.89","$110,204.37",,,,,,,"$879,299.44",,"$543,842.00",,,"$103,179.00","$95,772.24",,,,"$129,792.95",,,,,,,,,,,"$29,420.13"
1,123463803,Jenkintown SD,Montgomery,"$13,694,207.00","$11,100,106.00","$37,528.00","$12,368.00",,,,,,,"$21,502.00",,,,"$1,406,199.00",,"$152,597.00",,,,"$60,730.00",,,,,,,,,,,"$590,345.00","$1,674.00",,"$2,024.00",,,,,"$124,935.00",,"$115,376.00",,,"$9,125.00","$22,624.00",,,,,,,,,,$900.00,,,"$30,782.00",,"$5,392.00"
1,123464502,Lower Merion SD,Montgomery,"$243,640,730.51","$229,866,921.05","$1,487,987.74","$223,164.27",,,,,,,"$208,777.98",,,,,,"$5,060,729.13",,,,,,,,,,,,,,,"$4,423,939.76","$121,209.19",,,,,,,"$1,375,364.20",,"$411,247.79",,,"$23,932.52","$2,184.50",,"$61,551.71",,,,,,,,,,,"$370,572.49",,"$3,148.18"
1,123464603,Lower Moreland Township SD,Montgomery,"$43,216,406.87","$37,688,521.74","$473,234.27","$38,513.72",,,,,,,,,,,"$2,212,718.17",,"$887,295.97",,,,,,,,,,,,,,,"$1,254,664.14","$8,024.01",,,,,,,"$361,363.98",,"$131,849.74",,,"$40,000.00",,"$2,120.90",,$51.23,,,,"$80,532.63",,,,,"$30,045.00",,"$6,630.00",$841.37
1,123465303,Methacton SD,Montgomery,"$89,375,137.95","$75,661,147.35","$866,771.16","$81,474.30","$61,125.81",,,,,"$104,160.11",,,,,"$7,483,892.73",,"$1,569,928.78","$12,419.91",,,,,,,,,,,,,,"$1,565,541.96","$273,270.34",,"$48,306.28",,,,"$11,617.00","$765,305.99",,"$319,525.58",,,"$65,813.38",-$70.00,"$10,241.21","$22,599.47","$22,291.46","$343,022.50",,,,,,,,,"$30,309.70","$45,613.44","$10,829.49"
1,123465602,Norristown Area SD,Montgomery,"$121,596,192.59","$100,328,245.00","$956,778.28","$107,647.82","$76,000.00",,"$105,789.12",,"$105,789.11",,,,,,"$7,366,671.30",,"$1,840,318.54",,,,,,,,,,,,,,,"$5,213,885.53","$30,812.98",,$12.39,,,,,"$1,596,120.78",,"$3,254,525.63","$295,074.06",,"$160,881.29",,,,,"$152,563.95",,,,,,,,,,,"$5,076.81"
1,123465702,North Penn SD,Montgomery,"$217,029,929.15","$185,145,401.87","$1,311,554.75","$194,198.46",$349.35,,,,,,,,,,"$18,609,939.10",,"$3,973,741.79",,,,,,,,,,,,,,,"$2,177,236.39","$439,168.22",,"$229,756.94",,,,,"$2,323,658.87",,"$1,625,619.00",,,"$117,338.48",,,"$16,670.00",,"$149,652.67",,,,,,,,,"$624,935.80","$44,585.85","$46,121.61"
1,123466103,Perkiomen Valley SD,Montgomery,"$88,930,831.32","$70,013,522.09","$326,774.74","$80,444.09","$268,235.46",,,,,,,,,,"$14,059,673.93",,"$1,233,045.40",,,,,,,,,,,,,,,"$991,326.11","$144,156.87",,"$188,850.81",,,"$375,350.00",,"$879,773.96",,,"$1,941.52",,"$61,847.00",,,,,"$1,371.26",,,"$138,186.72",,,,,,"$148,920.38","$8,558.71","$8,852.27"
1,123466303,Pottsgrove SD,Montgomery,"$45,400,215.00","$37,552,906.00","$236,117.00","$41,991.00",,,"$49,444.00",,"$49,444.00",,"$27,614.00",,,,"$3,186,492.00",,"$713,151.00",,,,"$420,325.00",,,,,,,,,,,"$1,382,474.00","$135,026.00",,$621.00,,,,,"$654,107.00",,"$623,728.00",$331.00,,,"$66,630.00",,$400.00,,"$24,030.00",,,,"$55,833.00",,,,,"$131,379.00",,"$48,172.00"
1,123466403,Pottstown SD,Montgomery,"$35,795,406.66","$29,021,452.35","$34,744.11","$32,038.51","$41,701.84",,"$34,477.65",,"$34,477.65",,"$39,790.59",,,,"$2,304,627.11","$171,872.26","$544,064.84",,,,,,,,,,,,,,,"$1,465,806.62","$31,009.27",,,,,,,"$756,839.30",,,"$8,296.51",,"$103,764.04","$363,460.98",,,,,,,,,,,,,"$244,703.30",,"$562,279.73"
1,123467103,Souderton Area SD,Montgomery,"$99,635,295.38","$83,602,712.10","$526,615.25","$90,383.35","$333,826.48",,"$140,818.05",,"$140,818.05",,,,,,"$9,025,879.73",,"$1,523,018.76",,,,,,,,,,,,,,,"$965,924.18","$147,062.20",,"$539,022.48",,,,,"$1,242,356.47",,"$597,744.38",,,"$49,808.96","$69,713.60","$4,748.48",,"$51,097.00","$25,940.90",,,,"$22,161.28","$90,894.35",,,"$42,397.50",,,"$402,351.83"
1,123467203,Springfield Township SD,Montgomery,"$48,310,041.00","$41,322,070.00","$79,115.00","$43,314.00",,,,,,,,,,,"$3,586,532.00",,"$922,625.00",,,,,,,,,,,,,,,"$1,185,018.00","$66,008.00",,"$4,603.00",,,,"$347,740.00","$481,509.00",,,,,"$71,029.00","$2,500.00",,,,,,,,,,,,$675.00,"$19,547.00","$35,017.00","$142,739.00"
1,123467303,Spring-Ford Area SD,Montgomery,"$131,121,390.85","$109,291,635.24","$872,326.61","$116,035.56","$1,763,355.83",,,,,,"$159,815.94",,,,"$12,092,244.10",,"$2,168,897.85",,,,,,,,,,,,,,,"$1,999,757.20","$113,347.42",,"$254,025.07","$22,023.24",,,"$4,742.31","$1,532,950.88",,"$413,504.00",,,"$28,800.00","$1,908.26",,,,"$53,281.16",,,,,,,,,,"$36,639.41","$196,100.77"
1,123468303,Upper Dublin SD,Montgomery,"$85,902,496.74","$74,580,074.45","$1,123,684.84","$78,975.61",,,,,,,,,,,"$6,587,591.06",,"$1,141,974.73",,,,,,,,,,,,,,,"$960,147.55","$52,258.52",,"$67,133.89",,,,"$2,117.52","$686,045.18",,"$238,362.00",,,"$29,092.50","$118,053.63",,$150.00,,,,,,,,"$12,680.00",,,"$210,377.05",,"$13,778.21"
1,123468402,Upper Merion Area SD,Montgomery,"$101,407,324.46","$89,279,298.44","$4,276,856.42","$86,117.03","$117,239.30",,,,,,"$230,991.43",,,,,,"$3,302,341.32","$212,427.07",,,,,,,,,,,,,,"$899,420.68","$235,340.84",,,,,,,"$720,848.91",,"$562,279.34",,,"$197,522.26",,,"$3,825.00",,,,,,,,,,,"$841,162.43","$130,994.15","$310,659.84"
1,123468503,Upper Moreland Township SD,Montgomery,"$55,197,505.41","$46,564,322.72","$1,549,957.71","$47,802.04",,,,,,,,,,,"$3,571,803.18",,"$742,363.14",,,,,,,,,,,,,,,"$803,188.75","$438,849.44",,"$58,775.00",,,,,"$558,761.86",,"$427,779.00",,,"$80,708.86",,,,,,,,,,"$42,236.80",,,,"$263,590.05","$13,765.24","$33,601.62"
1,123468603,Upper Perkiomen SD,Montgomery,"$45,283,893.89","$37,924,423.86","$306,673.70","$39,184.42",$27.48,,"$61,748.40",,"$61,748.40",,,,,,"$3,778,467.50",,"$865,832.78",,,,,,,,,,,,,,,"$935,660.24","$130,062.45",,"$7,327.80",,,,,"$515,228.94",,"$394,626.00",,,"$1,500.00","$88,250.15",,"$3,950.00",,,,,,"$33,162.80",,,,,"$93,370.57","$3,094.93","$39,553.47"
1,123469303,Wissahickon SD,Montgomery,"$89,833,455.43","$72,915,956.07","$363,605.24","$78,631.59",,,,,,,,,,,"$10,495,995.24",,"$2,970,200.21",,,,,,,,,,,,,,,"$1,137,169.59","$11,654.73",,"$28,706.56",,,,"$24,347.32","$956,366.66",,"$425,826.56","$10,000.00",,"$45,106.80","$62,540.32","$7,586.16","$5,067.00",,"$152,011.29",,,,,,,,"$136,637.50","$6,046.59",,
1,116471803,Danville Area SD,Montour,"$24,038,309.50","$13,724,910.43","$43,770.89","$21,085.87","$16,623.26",,,,,,,,,,"$7,180,016.71",,"$489,489.94",,,,,,,,,,,,,,,"$721,966.70","$14,865.01",,"$31,399.72",,,,,"$457,263.72",,,,,"$7,350.00","$1,037,791.09",,,,"$123,114.16",,,,,,,,,"$42,154.98","$4,149.35","$122,357.67"
1,120480803,Bangor Area SD,Northampton,"$36,640,397.43","$29,201,936.68","$84,791.36","$33,225.62",$57.92,,,,,,"$21,012.87",,,,"$4,115,743.72",,"$585,442.14",,,,,,,,,,,,,,,"$1,816,579.73","$94,375.64",,,,,,"$95,790.15","$328,085.82",,,,,"$1,500.00","$12,818.99",,,,,,,,,,,,,"$109,083.60",,"$139,953.19"
1,120481002,Bethlehem Area SD,Northampton,"$210,530,703.13","$172,691,116.78","$1,267,384.44","$191,843.82","$430,775.34",,"$249,035.66",,"$249,035.67",,"$328,857.10",,,,"$16,046,779.27",,"$3,708,376.61",,,,"$4,875,422.35",,,,,,,,,,,"$6,367,460.52","$98,710.96",,"$22,298.30",,$500.00,,,"$2,078,237.46",,"$98,714.70",,,"$208,022.22","$293,357.33",,$960.00,,"$336,975.38",,,,,,,,"$13,147.67","$751,076.53",,"$222,615.02"
1,120483302,Easton Area SD,Northampton,"$117,429,288.96","$100,141,633.66","$979,062.93","$108,218.45",,,,,,,,,,,"$8,913,027.30",,"$2,737,346.23",,,,,,,,,,,,,,,"$3,043,075.66","$18,649.91",,"$14,752.46",,,,,"$1,174,335.45",,,,,"$13,421.00",,"$128,052.38",,,"$71,596.13",,,,,,,,,"$42,359.12",,"$43,758.28"
1,120484803,Nazareth Area SD,Northampton,"$70,931,578.83","$57,444,770.67","$1,098,842.85","$63,575.62","$18,993.99",,,$0.00,,,,,,,"$7,856,220.30",,"$1,560,866.48",,,,,,,,,,,,,,,"$1,546,741.86","$28,679.38",,"$54,184.48",,,,,"$506,035.28",,"$99,970.01",,,"$45,948.00","$296,315.89","$18,328.97",,,"$27,380.77",,,,,,,,"$6,999.49","$24,954.63",,"$232,770.16"
1,120484903,Northampton Area SD,Northampton,"$77,457,302.88","$59,475,511.72","$2,077,697.59","$68,532.41","$11,142.67",,"$138,962.50",,"$138,962.50",,,,,,"$8,481,341.33",,"$2,309,316.05",,,,,,,,,,,,,,,"$2,990,058.93","$161,270.94",,"$57,576.07",,,,"$8,911.00","$796,644.42",,"$99,184.44",,,"$6,375.00","$211,790.36",,"$6,000.00",,"$56,037.96",,,$65.00,,,$350.00,,,"$209,057.24","$47,308.98","$105,205.77"
1,120485603,Pen Argyl Area SD,Northampton,"$21,270,453.76","$16,587,582.29","$95,264.95","$19,188.52",$349.97,,,,,,,,,,"$2,765,092.68",,"$437,794.60",,,,,,,,,,,,,,,"$819,222.83","$10,098.34",,"$4,604.79",,,,,"$234,898.18",,"$47,325.43",,,,"$209,893.11",,,,"$1,453.30",,,,,,,,,"$33,058.72",,"$4,626.05"
1,120486003,Saucon Valley SD,Northampton,"$36,358,260.77","$30,493,487.80","$134,064.92","$34,122.44",,,,,,,"$26,095.38",,,,"$3,755,805.07",,"$611,893.31",,,,,,,,,,,,,,,"$839,867.90","$20,431.57",,"$18,970.60",,,,$630.00,"$288,007.90",,"$49,935.35",,,$50.00,"$6,490.83","$1,590.87",,,"$13,640.04",,,,,,,,,,,"$63,176.79"
1,120488603,Wilson Area SD,Northampton,"$28,405,399.69","$23,356,396.83","$55,093.43","$26,057.87",,,,,,,"$25,706.32",,,,"$2,273,033.75",,"$818,198.72",,,,"$304,737.80",,,,,,,,,,,"$1,015,311.74","$10,753.66",,$300.00,,,,,"$326,327.21",,,"$48,949.15",,$50.00,,,,,"$39,901.05",,,,,,,,,"$81,004.38","$2,343.68","$21,234.10"
1,116493503,Line Mountain SD,Northumberland,"$8,713,809.00","$5,676,760.06",,"$7,867.10","$7,326.59",,"$23,102.90",,"$23,102.90",,,,,,"$977,607.88","$876,471.15","$139,489.64",,,,,,,,,,,,,,,"$668,547.06","$93,984.34",,"$1,479.00","$5,604.72",,,,"$196,802.77",,,,,,,,,,,,,,,,,,,,,"$15,662.89"
1,116495003,Milton Area SD,Northumberland,"$17,381,023.13","$11,233,265.80","$39,970.89","$15,483.36","$42,591.21",,"$28,981.70",,"$51,523.00",,,,,,"$4,369,749.72",,"$286,907.33",,,,,,,,,,,,,,,"$653,820.68","$39,149.93",,"$10,661.00",,,,,"$384,994.82",,,,,$865.00,"$35,098.00",,,,"$85,068.28",,,,,,,,,$576.30,,"$102,316.11"
1,116495103,Mount Carmel Area SD,Northumberland,"$5,535,434.60","$2,891,552.05",,"$4,505.88","$10,186.40",,"$18,346.04",,"$21,019.14",,"$223,302.94",,,,"$950,238.51","$29,728.60","$97,311.81",,,,,,,,,,,,,,,"$777,112.75","$10,898.48",,"$45,436.83",,,,,"$396,773.37",,,"$43,927.80",,$300.00,,,,,,,,,,,,,,,,"$14,794.00"
1,116496503,Shamokin Area SD,Northumberland,"$7,879,116.31","$3,151,761.01",,"$5,705.43","$24,336.64",,"$33,351.60",,"$33,351.60",,"$24,242.02",,,,"$1,480,868.59","$423,216.70","$180,452.63",,"$223,017.05",,,,,,,,,,,,,"$817,273.86","$56,692.99",,"$30,843.20",,"$350,000.00",,,"$501,576.23",,"$22,670.00",,,"$31,607.35","$130,533.75",,,,"$37,800.00",,,"$62,876.65",,,"$5,017.60",,,"$183,897.30",,"$68,024.11"
1,116496603,Shikellamy SD,Northumberland,"$22,960,773.97","$15,757,842.72",,"$20,079.21","$44,356.59",,"$41,584.30",,"$41,584.30",,,,,,"$2,321,816.77","$1,131,662.82","$295,765.49",,,,,,,,,,,,,,,"$1,867,205.20","$72,724.86",,"$38,110.98",,,,,"$672,302.73",,,,"$36,450.12","$25,482.00","$161,539.60",,,,"$96,591.46",,,,,,,,,"$310,092.24",,"$25,582.58"
1,116498003,Warrior Run SD,Northumberland,"$13,148,596.23","$8,027,081.69","$21,570.35","$11,494.17","$10,723.95",,"$27,922.52",,"$27,919.46",,,,,,"$3,539,533.42",,"$210,965.47",,,,,,,,,,,,,,,"$635,190.09","$51,848.30",,,,,,,"$262,410.25",,"$15,430.00",,,"$125,118.48","$60,353.08",,,,"$98,670.17",,,,,,,,,,,"$22,364.83"
1,115503004,Greenwood SD,Perry,"$7,559,098.95","$5,201,433.00","$3,907.28","$6,751.65","$4,803.86",,,,,,,,,,"$1,696,734.85",,"$96,050.75",,,,,,,,,,,,,,,"$294,418.26","$11,198.80",,"$2,252.00",,"$44,303.07",,,"$153,001.77",,,,,,"$6,000.00","$25,377.76","$1,440.00",,,,,,,,,,,"$3,865.90",,"$7,560.00"
1,115504003,Newport SD,Perry,"$8,963,255.22","$6,003,702.46","$5,831.99","$7,765.41","$3,578.05",,"$22,767.40",,"$22,767.40",,,,,,"$1,741,143.21",,"$125,294.57",,,,,,,,,,,,,,,"$479,005.54","$37,601.14",,"$4,444.00",,,,,"$230,907.25",,,,,,"$1,119.00",,"$1,140.00",,"$24,660.00",,,,,,"$3,046.00",,,"$9,814.49",,"$238,667.31"
1,115506003,Susquenita SD,Perry,"$16,712,532.29","$10,668,131.29",$691.00,"$14,917.00",,,,,,,,,,,"$4,475,548.00",,"$288,009.00",,,,,,,,,,,,,,,"$625,398.00","$19,752.00",,$504.00,,"$84,335.00",,,"$353,574.00",,,,,"$1,345.00",$108.00,,"$5,030.00",,"$131,410.00",,,,,,,,,,,"$43,780.00"
1,115508003,West Perry SD,Perry,"$23,037,707.83","$15,501,345.41","$23,401.53","$20,010.32","$86,471.49",,"$53,710.20",,"$53,710.20",,,,,,"$5,031,573.23",,"$382,688.45",,,,,,,,,,,,,,,"$1,148,967.01","$69,177.98",,"$13,695.05",,"$181,121.78",,,"$372,358.41",,,,,"$7,000.00",,,,,,,,,,,,,,"$82,531.80",,"$9,944.97"
1,126515001,Philadelphia City SD,Philadelphia,"$1,612,889,349.10","$843,757,224.74",,"$1,318,028.02",,"$4,619.38",,,,,,,,,,,,,,,,,,"$33,864,408.47","$58,146,459.13","$120,000,000.00","$3,149,609.03","$168,360,906.89","$53,015,413.65",,,"$52,658,684.05","$1,323,488.72",,"$206,491.20","$16,251,711.78",,,,,,,,,"$693,699.34","$6,061,671.90","$43,668.88",,,,,,,,,,,,"$355,535.13",,"$253,677,728.79"
1,120522003,Delaware Valley SD,Pike,"$51,918,795.36","$44,716,846.60","$120,614.63","$45,383.39","$50,277.15",,,,,,,,,,,,"$1,444,500.30",,,,,,,,,,,,,,,"$3,869,671.46","$238,934.41",,"$17,485.94",,,,,"$840,925.91",,,,,"$20,125.00",,,"$3,000.00",$80.00,,,,"$30,000.00",,,,,,"$520,950.57",,
1,119648303,Wallenpaupack Area SD,Pike,"$59,629,296.85","$51,343,543.75","$212,836.87","$52,581.05","$84,692.22",,,,,,,,,,,,"$2,650,546.21",,,,,,,,,,,,,,,"$3,415,068.48","$140,342.88",,"$16,301.11","$11,286.00",,,,"$697,801.15",,,"$130,292.00",,"$26,400.00",,,,,"$838,448.65",,,,,,,,,,,"$9,156.48"
1,109530304,Austin Area SD,Potter,"$1,874,301.00","$1,264,464.00",,"$1,449.00","$222,361.00",,,,"$2,603.00",,,,,,"$95,867.00",,"$17,060.00",,,,,,,,,,,,,,,"$125,409.00","$7,303.00",,,,,,,"$30,628.00",,,,,,,"$1,623.00",,,"$73,719.00",,,,,,,,,,,"$31,815.00"
1,109531304,Coudersport Area SD,Potter,"$5,935,802.16","$4,322,121.78",,"$5,350.92","$86,066.57",,"$13,008.30",,"$13,008.30",,"$26,511.77",,,,"$546,506.73","$47,210.77","$141,357.77",,,,,,,,,,,,,,,"$435,267.70","$35,673.46",,"$9,831.43",,,,,"$136,888.00",,,,,,"$57,781.90","$31,436.62",$400.00,,"$3,373.00",,,,,,,,,$775.08,,"$23,232.06"
1,109532804,Galeton Area SD,Potter,"$3,819,990.77","$2,777,212.96",,,"$228,431.85",,"$5,957.98",,,,,,,,"$202,573.90",,"$102,667.42",,,,,,,,,,,,,,,"$234,737.14","$3,253.02",,-$133.00,,"$148,050.13",,,"$85,203.41",,,"$4,953.16",,,"$2,090.00",,,,,,,,,,,,,"$16,035.80",,"$8,957.00"
1,109535504,Northern Potter SD,Potter,"$3,630,174.00","$2,787,221.11",,"$3,150.86","$37,464.80",,"$9,292.20",,"$8,990.50",,,,,,"$259,749.88","$52,658.30","$62,234.80",,,,,,,,,,,,,,,"$258,593.68","$11,655.35",,,,,,,"$111,028.00",,,,,$780.00,"$20,329.10",,,,,,,,,,,,,,,"$7,025.42"
1,109537504,Oswayo Valley SD,Potter,"$2,405,847.71","$1,696,686.06",,"$2,204.15","$2,418.00",,,,,,,,,,"$190,948.58","$76,905.40","$37,335.80",,,,,,,,,,,,,,,"$297,388.26","$5,444.08",,"$6,898.17",,,,,"$70,828.00",,,,,"$3,000.00","$2,000.00",,,,,,,,,,,,,"$9,272.24",,"$4,518.97"
1,129540803,Blue Mountain SD,Schuylkill,"$28,099,672.54","$20,214,592.29",,"$23,458.98","$13,950.91",,,,,,"$45,886.64","$3,153.74",,,"$2,808,037.16","$1,613,589.50","$465,377.07",,,,,,,,,,,,,,,"$1,188,870.68","$37,554.69",,"$107,043.70",,,,,"$462,808.00",,,,,,"$150,746.20","$6,930.61","$8,520.00",,"$146,459.47",,,,,,,,,"$767,971.80","$11,165.75","$23,555.35"
